Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,Bid,t_Clicks_OptCost
a1wizard,USA,Exact match,existing searches,0.480000015504873,0.3816208531200004,0.2956474115192009,0.3816206,2.672015739224598e-07,2.1106223015783416,0.06374502
adversarial machine learning course,USA,Broad match,new,1.01999995772663,1.0174394949800003,0.667643438232564,1.0174395,1.0383748083597766e-08,1.986089983232526,0.60303086
ai,USA,Broad match,existing searches,1.0199999577266303,1.2483742993899996,0.6357050102779085,1.2483742,7.568089310794336e-08,2.0858730442677142,0.47432405
ai data model,USA,Broad match,existing,1.0199999577266343,1.2016502124899993,0.8287016553515563,1.20165,1.8902961107514218e-07,1.6000932741978195,0.47432405
ai engineering,USA,Broad match,existing,1.01999995772663,1.30554898418,0.6357051316600111,1.3055489,7.785370614854514e-08,2.0858726459892614,0.59292436
ai machine learning course,USA,Broad match,new,1.01999995772663,1.1098869523799997,0.6676434955394845,1.1098869,6.769066862588602e-08,1.9860898127572624,0.6030309
ai machine learning course free,USA,Broad match,new,1.0199999577266303,1.2388584230799995,0.6676435683627451,1.2388583,8.09092843834236e-08,1.986089596124403,0.6780092
ai ml bootcamp,USA,Broad match,existing searches,1.01999995772663,1.2793444371800011,0.6676434255222863,1.2793444,-2.326529635610086e-09,1.9860900210427617,0.7216311
ai online master degree,USA,Phrase match,existing searches,0.9499999698066875,1.7665289815200005,0.6471306260359915,1.7665288,1.3668662623977928e-07,1.9084245298568312,0.27421802
ai online master degree,USA,Broad match,existing searches,1.01999995772663,1.5271302620899996,0.8287017504704317,1.5271302,1.5927585028663316e-08,1.6000930905381638,0.47432405
ai training,USA,Exact match,existing searches,0.8799999833799704,1.0829113327100006,0.5651411019398895,1.0829114,-3.94747527998618e-08,2.0242731849923765,0.32758808
ai training,USA,Broad match,existing searches,1.0199999577266297,1.6319962821799998,0.7467122159797435,1.6319964,-1.1102373553839585e-07,1.77578445439627,0.6780093
alphago,USA,Broad match,existing searches,1.0199999577266343,1.513244333390003,0.6676434899604375,1.5132444,-5.709766792705295e-08,1.9860898293536855,0.6030308
analytics and machine learning course,USA,Broad match,new,1.0199999577266192,1.3312615323899986,0.6676435042260886,1.3312614,1.3598191750396893e-07,1.9860897869165408,0.6030309
analyticsvidhya review,USA,Phrase match,existing searches,0.9499999698066875,1.365791052820001,0.6471304001825193,1.365791,8.964708841929794e-08,1.9084251959116267,0.864292
analyticsvidhya review,USA,Broad match,existing searches,1.0199999577266334,1.4732846643900006,0.8287016179536908,1.4732846,6.222477844097797e-08,1.60009334640725,1.064398
andrewng,USA,Phrase match,existing searches,0.8799999833799703,1.0971802229999996,0.5651411171078182,1.0971801,9.490246544174853e-08,2.024273130662528,0.4141581
andrewng,USA,Broad match,existing searches,1.019999957725744,1.2704627502899992,0.7467122663002836,1.2704628,-1.0985505838334575e-09,1.7757843347255635,0.61426425
apple ai,USA,Broad match,existing searches,1.0199999577266297,1.3769506211799991,0.6480358238739385,1.3769506,-4.249200991068847e-10,2.0461830908017262,0.6030308
aprendizaje no supervisado,USA,Exact match,existing searches,0.94999996980669,1.1363725734200003,0.824495263143969,1.1363727,-1.1201243355074553e-07,1.4978860594533796,0.32758787
aprendizaje no supervisado,USA,Phrase match,existing searches,0.9499999698066875,1.644094533719999,0.8244953821086709,1.6440946,-5.265237645879497e-08,1.4978858433265516,0.47790316
aprendizaje no supervisado,USA,Broad match,existing searches,1.01999995772663,1.659799119389999,1.0060665811667324,1.6597992,-9.87877963876116e-08,1.318004165794734,0.67800915
aprendizaje profundo,USA,Phrase match,existing searches,0.480000015504873,0.9189358264200012,0.295647493004016,0.9189355,3.486863890955761e-07,2.110621719859666,0.1387235
aprendizaje profundo,USA,Broad match,existing searches,1.0199999577266272,1.1250651830899987,0.6676434034574303,1.1250651,9.481790397281033e-08,1.9860900866807751,0.67800915
artificial intelligence,USA,Broad match,existing searches,1.01999995772663,1.2829993697899993,0.6357048484582122,1.2829992,2.118844206755455e-07,2.0858735752300674,0.4105791
artificial intelligence course online with certificate,USA,Broad match,existing searches,1.01999995772663,0.9979023809899992,0.6676434751023954,0.9979021,2.8567215859531814e-07,1.986089873553026,0.6030309
artificial intelligence google,USA,Broad match,existing searches,1.019999957726629,1.1135418849899996,0.6357049184754122,1.1135416,2.819016207133984e-07,2.085873345489783,0.41057914
artificial intelligence in healthcare,USA,Broad match,existing searches,1.019999957726629,1.3613710802899992,0.6357049745427763,1.3613708,2.783643400228186e-07,2.085873161521708,0.4105791
artificial intelligence news,USA,Broad match,existing searches,1.01999995772663,1.353260152889999,0.6357049875991665,1.3532599,2.3181608543865206e-07,2.085873118681125,0.4743241
artificial intelligence online course,USA,Broad match,existing,1.01999995772663,1.35460767499,0.6357049082854407,1.3546076,9.289771485399001e-08,2.0858733789250943,0.41057885
artificial intelligence programs,USA,Broad match,existing,1.0199999577266294,1.2714849425800003,0.7467122985370316,1.2714849,9.074284212928776e-08,1.775784258063694,0.5392859
artificial intelligence training,USA,Exact match,existing,0.87999998337997,1.1461385086299996,0.5651411011936287,1.1461384,7.898827592001113e-08,2.0242731876654,0.3275876
artificial intelligence training,USA,Phrase match,existing,0.8799999833799704,1.2478230584099994,0.5651410806611286,1.2478229,1.7766506532623796e-07,2.024273261210558,0.47790307
