Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,Bid,t_Clicks_OptCost
ai courses online,USA,Broad match,existing,1.3700000255888796,2.11911172441,0.89471203855032,2.1191115,1.864766505654813e-07,1.990584631175025,0.48340356
ai courses online with certificate,USA,Broad match,existing searches,1.269999957604163,1.2961129390400006,0.8628640019100262,1.296113,-7.518119082838838e-08,1.9133953221258235,0.6504226
ai data model,USA,Exact match,existing,0.95000003087776,1.1170556629200004,0.7420985782642386,1.1170555,1.276035330732839e-07,1.6641994423837074,0.25260937
ai data model,USA,Phrase match,existing,0.9500000308780464,1.2604221422200013,0.7989109177117157,1.260422,1.5087173466099557e-07,1.5458545036270313,0.27421802
ai data model,USA,Broad match,existing,1.269999957604163,1.5137767202200003,1.1370516425909112,1.5137767,6.025448540114553e-08,1.4520008441511123,0.8317186
ai for biotechnology,USA,Broad match,existing searches,1.2699999576041625,1.4391041859000002,0.8628640635817324,1.4391043,-1.327187741928526e-07,1.9133951853692248,0.7618594
ai online master degree,USA,Exact match,existing searches,0.950000030878046,1.274878294220001,0.7420984814071958,1.2748783,3.0746490242705704e-08,1.6641996595918171,0.2526093
ai online master degree,USA,Phrase match,existing searches,0.9500000308780464,1.638170862920001,0.7989107616016415,1.6381708,2.4563982847780608e-08,1.545854805692635,0.27421802
ai online master degree,USA,Broad match,existing searches,1.2699999576041625,1.7524980385200002,1.1370515305892446,1.752498,7.857463568683443e-09,1.452000987175865,0.87588155
ai training,USA,Broad match,existing searches,1.3700000255888796,1.60321342846,1.1125177135094386,1.6032134,-9.909886244940935e-10,1.6008734167902607,0.7235472
ai with machine learning course,USA,Broad match,new,1.3200000476393612,1.4528777688700003,1.0064508408266348,1.4528778,8.936528628211704e-09,1.705001369487412,0.6062596
aiml training,USA,Broad match,existing searches,0.6800000253113704,0.846283311910001,0.2798567367261325,0.8462833,-4.702242706322579e-09,3.1587591681591825,0.4076392
analytics and machine learning course,USA,Broad match,new,1.2699999576041632,1.373747528070001,0.8060517911849299,1.3737475,6.007531072604877e-08,2.048255413536608,0.6062596
