Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost,Bid
a course in machine learning by hal daume iii,USA,Broad match,new,1.0299999443752137,1.5295645168400007,0.5779435804462629,1.5295644,1.3619424876765154e-07,0.47432423,2.316835021601694
a course in machine learning daume,USA,Broad match,new,1.0299999443755203,1.713090190530001,0.6623172851802694,1.7130901,1.2838858243213738e-07,0.60303086,2.0216895401178117
advance machine learning course,USA,Broad match,new,1.0299999443752137,1.0556110263709004,0.555140388095754,1.0556109,1.3121404007776505e-07,0.4105792,2.4120023626470846
advanced ai and machine learning course,USA,Broad match,new,1.0299999443752137,1.4316673604209007,0.5551402894217552,1.4316671,2.709586204296955e-07,0.4105791,2.412002791370999
advanced course in machine learning,USA,Broad match,new,1.0299999443752137,1.4837305908199998,0.5551402931210252,1.4837304,1.5544860088034798e-07,0.41057903,2.412002775298216
advanced machine learning course,USA,Broad match,existing searches,1.0299999443752137,1.141604317720001,0.5551403894973448,1.1416043,1.340634137037e-08,0.4105791,2.4120023565573807
advanced machine learning techniques,USA,Broad match,existing,1.550000002727779,1.6829107745200012,0.88449427919682,1.6829109,-1.4466945197355585e-07,0.32318473,2.27813797210296
ai and machine learning course fees in hyderabad,USA,Broad match,new,1.0299999443752137,1.7475141694700005,0.6623171975766899,1.7475141,4.078500293047682e-08,0.6142642,2.0216898075226784
ai and machine learning course in chennai,USA,Broad match,new,1.550000002727696,2.0893955522700005,0.9916711145563776,2.0893955,2.91987114486858e-08,0.49605423,2.031923662965026
ai and machine learning course in hyderabad,USA,Broad match,new,1.5500000027277816,2.0576107867700006,0.9916711219293024,2.057611,-2.018469427156333e-07,0.607491,2.0319236478580933
ai and machine learning course in india,USA,Broad match,new,1.5500000027277796,1.9988330299700023,0.9916711742723704,1.9988334,-3.8792245371510603e-07,0.4960543,2.031923540607703
ai and machine learning course syllabus,USA,Broad match,new,1.0299999443752137,1.4935307199700008,0.5779434139473567,1.4935306,8.890463210065037e-08,0.41057926,2.3168356890554405
ai and machine learning courses in hyderabad,USA,Broad match,new,1.5500000027277796,2.2997100290700008,0.9916709598942806,2.2997103,-2.4467267500938306e-07,0.6074911,2.031923979866192
ai and machine learning courses in india,USA,Broad match,new,1.5500000027277778,1.9988330299700023,0.9916711742723704,1.9988334,-3.8792245371510603e-07,0.4960543,2.0319235406077008
ai and machine learning engineer course,USA,Broad match,new,1.0299999443752137,1.0265838231300002,0.5551404084418898,1.0265837,1.5156017596495985e-07,0.41057914,2.4120022742461553
ai and machine learning engineering course,USA,Broad match,new,1.0299999443752137,0.97103543473,0.5551403899263807,0.9710353,1.3304466683905505e-07,0.41057914,2.4120023546932834
ai and machine learning in finance course,USA,Broad match,new,1.0299999443752137,1.5656669690209006,0.5551406695442771,1.5656667,2.934532736809104e-07,0.47432435,2.4120011397957604
ai and ml degree,USA,Broad match,existing searches,1.5500000027277798,1.906803609540001,0.8844943062563095,1.9068037,-1.1760996243559418e-07,0.6020039,2.278137902407486
ai class stanford,USA,Broad match,existing searches,1.0299999443752137,1.2099352190800008,0.5551402876682576,1.209935,2.692051228603276e-07,0.47432414,2.4120027989896875
ai duet,USA,Broad match,existing searches,1.0299999443752177,1.77393249864,0.5779436051310889,1.7739326,-7.753950437283663e-08,0.59292436,2.3168349226462532
ai for everyone deeplearning ai coursera,USA,Broad match,existing searches,1.0299999443752137,1.8103755575309008,0.5779436689505784,1.8103756,-1.3720014901963395e-08,0.4743241,2.316834666809508
ai in engineering course,USA,Broad match,existing,1.5500000027277785,1.6398566713900011,0.8844942799181383,1.6398567,-2.473884408438209e-08,0.43924072,2.2781379702451034
ai pdf,USA,Broad match,existing searches,1.0299999443752137,1.5238043273500013,0.5551405752709913,1.5238042,1.3957534306108246e-07,0.47432423,2.4120015493988105
ai product design,USA,Broad match,existing searches,1.0299999443752137,1.777641080270001,0.5779437049724545,1.777641,2.2301861246631915e-08,0.4105791,2.316834522406635
ai transformation playbook pdf,USA,Broad match,existing searches,1.550000002727779,1.8997017199400013,0.9072976762655324,1.8997018,-1.1378497433156558e-07,0.4392407,2.220880815919115
ai with matlab,USA,Broad match,existing searches,1.5500000027277805,1.7653709534900013,0.9072975401179616,1.765371,-1.1513966002851816e-08,0.40578568,2.220881149180826
analytics vidhya machine learning free course,USA,Broad match,new,1.55000000272766,2.144530832800001,0.9916712642041152,2.1445305,2.980557387566307e-07,0.5679474,2.0319233563383876
analyticsvidhya review,USA,Broad match,existing searches,1.0299999443752146,1.561349282340001,0.5779437518872728,1.5613492,1.2882132427449733e-07,1.0643982,2.3168343343366558
andrej karpathy machine learning course,USA,Broad match,new,1.0299999443752137,1.7342930282200002,0.7594057167614126,1.734293,4.4211211136513384e-08,0.61426425,1.7632207634650452
andrew ng free machine learning course,USA,Exact match,new,0.8300000215541488,1.244864283060002,0.5005449037303207,1.2448645,-1.8074615026897334e-07,0.0,2.1556508117036546
andrew ng free machine learning course,USA,Phrase match,new,0.8300000215541492,1.1863338186600023,0.5005448891975697,1.1863339,-7.606961172079707e-08,0.15031528,2.155650874290523
andrew ng free machine learning course,USA,Broad match,new,0.8300000215541492,1.251785643570002,0.5005450324936469,1.2517858,-1.1158746882067305e-07,0.1503154,2.1556502571705956
andrew ng machine learning course on coursera,USA,Broad match,new,1.0299999443752137,1.353470885830002,0.7822087646294404,1.353471,-1.5489570603932634e-07,0.4105791,1.7118191309478727
andrew ng machine learning free course,USA,Exact match,new,0.830000021554149,1.2448642830600012,0.5005449037303198,1.2448645,-1.8074615115715178e-07,0.0,2.155650811703659
andrew ng machine learning free course,USA,Phrase match,new,0.8300000215541492,1.1863338186600014,0.5005448891975686,1.1863339,-7.60696128310201e-08,0.1503154,2.1556508742905276
andrew ng machine learning free course,USA,Broad match,new,0.8300000215541492,1.2517856435700008,0.5005450324936458,1.2517858,-1.1158746993089609e-07,0.15031546,2.1556502571706
app deep learning,USA,Phrase match,existing searches,0.8300000215540666,0.9148513298700004,0.3705145340631157,0.91485167,-3.356268256649031e-07,0.22529382,2.912166538213271
application of ai in environmental science,USA,Broad match,existing searches,1.0299999443752108,1.6279399134700017,0.6623173095767216,1.6279398,9.318038984851285e-08,0.6780094,2.0216894656482878
applications of machine learning in engineering,USA,Broad match,existing searches,1.0299999443752137,1.583317042820001,0.5551403775139097,1.583317,1.4229062372805852e-09,0.5392857,2.4120024086236236
applied ai machine learning course,USA,Broad match,new,1.0299999443752137,1.290226486290001,0.6623169451599351,1.2902266,-9.242246234997253e-08,0.5392858,2.021690578012372
applied machine learning,USA,Broad match,existing,1.0299999443752137,1.5105003267700003,0.73655207456892,1.5105003,1.4918498880689413e-08,0.5392857,1.8179297485129629
applied machine learning course,USA,Broad match,existing searches,1.0299999443752137,1.3936920979700005,0.6623169401369009,1.3936923,-1.570501413361569e-07,0.5392858,2.0216905933449425
applied machine learning courses,USA,Broad match,new,1.0299999443752197,1.73228942587,0.662317149182378,1.7322894,-7.609308960709882e-09,0.5392857,2.0216899552438945
applied machine learning online course,USA,Broad match,new,1.0299999443752137,1.8837170767700009,0.6623171734725763,1.8837172,-1.0252840021429677e-07,0.5392857,2.0216898810992707
applied machine learning online course download,USA,Broad match,new,1.0299999443752137,1.8179397355300009,0.6623171340209066,1.8179399,-1.4198006992316436e-07,0.603031,2.0216900015235164
aprender inteligencia artificial,USA,Broad match,existing searches,1.5500000027277798,1.6829107745200007,0.8844942791968196,1.6829109,-1.4466945241764506e-07,0.35828108,2.278137972102962
aprendizaje no supervisado,USA,Broad match,existing searches,1.55000000272778,1.9318960703400023,0.9916712440040952,1.9318962,-1.3937679455011678e-07,1.0777128,2.031923397728162
aprendizaje profundo,USA,Broad match,existing searches,1.0299999443752137,1.494877760100001,0.662317340063685,1.4948776,1.8327199802214977e-07,0.67800915,2.021689372588413
artificial intelligence a modern approach 3rd edition solution manual pdf,USA,Broad match,existing searches,1.0299999443752137,1.2669607839700008,0.5779434881325984,1.266961,-1.9453799482427322e-07,0.41057894,2.3168353916647453
artificial intelligence a modern approach 4th edition 2020 pdf,USA,Broad match,existing searches,1.0299999443752137,1.502254331230001,0.5779435874212546,1.5022544,-3.5644693863190475e-08,0.4105789,2.3168349936406516
artificial intelligence a modern approach summary,USA,Broad match,existing searches,1.0299999443752137,1.5022543312300012,0.5779435874212548,1.5022544,-3.5644693641145864e-08,0.48555744,2.3168349936406507
artificial intelligence and machine learning course in india,USA,Broad match,new,1.5500000027276917,1.8183007850300013,0.9916710271488368,1.8183008,-5.820882909013392e-08,0.49605447,2.031923842062166
artificial intelligence and machine learning course syllabus,USA,Broad match,new,1.0299999443752137,1.48373059082,0.5551402931210254,1.4837304,1.5544860110239258e-07,0.41057903,2.412002775298215
artificial intelligence and machine learning courses in chennai,USA,Broad match,new,1.5500000027277796,1.9046998736200016,0.8844942566690128,1.9047,-1.6719725914882133e-07,0.3673476,2.278138030126461
artificial intelligence and machine learning courses in hyderabad,USA,Broad match,new,1.5500000027277794,2.1823839370700004,0.8743448678942802,2.1823845,-5.53896796429143e-07,0.6074911,2.3045826395698055
artificial intelligence and machine learning courses in india,USA,Broad match,existing searches,1.550000002727714,1.867606453170002,0.9916710178748972,1.8676066,-1.8669205847920978e-07,0.4960543,2.0319238610644037
artificial intelligence and machine learning engineering course,USA,Broad match,new,1.0299999443752137,1.5499812597800005,0.5551405782271135,1.5499811,1.4253146529696894e-07,0.4105791,2.412001536554908
artificial intelligence application,USA,Broad match,existing,1.0299999443752137,1.2749372582300011,0.6623169045312707,1.2749373,-1.384183723196486e-08,0.5392858,2.0216907020294212
artificial intelligence course in pakistan,USA,Broad match,existing searches,1.0299999443752137,1.5950128412200002,0.5551403140975026,1.5950128,5.7215788773490324e-08,0.6142642,2.4120026841585154
artificial intelligence course outline,USA,Broad match,existing searches,1.0299999443752137,1.1020987787300005,0.577943519597615,1.1020987,7.534560086952524e-08,0.410579,2.3168352655291256
artificial intelligence graduate certificate stanford,USA,Broad match,existing,1.5500000027277798,1.544719743950001,0.8844942929574164,1.5447197,4.790507879270933e-08,0.4834038,2.2781379366606327
best advanced machine learning course,USA,Broad match,new,1.0299999443752137,1.3353959703800005,0.5551402950641435,1.3353958,1.5739171921325126e-07,0.4105792,2.412002766855653
best advanced machine learning courses,USA,Broad match,new,1.5500000027277798,1.6889731515800006,0.8844942678367145,1.6889732,-3.6820267945714136e-08,0.35209954,2.2781380013624926
best ai and machine learning courses in india,USA,Broad match,new,1.5500000027276768,1.9666386795700013,0.907297487324518,1.9666388,-1.239120543949923e-07,0.3231846,2.2208812784083727
best artificial intelligence course,USA,Broad match,existing searches,1.5500000027277745,1.7262826494700003,0.8844942979342034,1.7262827,-6.632742377554737e-08,0.3520996,2.278137923842219
