Location,Region,Opt_Conversions,Act_Conversions,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
"Alabama, United States",USA,0.020343905298047082,0.01181190430459758,0.0006332323579762801,0.00036766195602122234,0.8271403601442827,0.48024716185798055,2.023624589499799,4.4273408359540705
"Arizona, United States",USA,0.04122317652499014,0.02393464819615825,0.0009783337465950684,0.000568031772830199,1.2779184722746944,0.7419740940809058,3.1264672460427314,6.840169951729686
"Arkansas, United States",USA,0.0013544758001068186,0.0007864241550166282,8.607041758900894e-05,4.99734697504574e-05,0.11242684506815492,0.06527631326224978,0.2750557694465746,0.6017744825568638
Australia,A,0.20112208598394282,0.03216096558979996,0.0051757963339573755,0.000827649569075699,9.50656877098349,1.5201733296713948,20.9774072584916,5.964803010702105
Austria,A,0.010472484525878997,0.0016746306743427313,0.0005635065966255835,9.010903091541908e-05,1.0350125600147078,0.16550645427524727,2.283881862334261,0.6494084440785606
Austria,B,0.03858553191969349,0.004554097999053464,7.943046141405965e-05,9.374863773875788e-06,0.2443750354913921,0.02884262066067194,0.39765362094800466,0.07236726939327201
Belgium,A,0.054341758192705446,0.008689664323909017,0.0015886340352712902,0.00025403477839437336,2.917900499512952,0.46659469098181666,6.4387044992372,1.8308079501352463
"Boston, Massachusetts, United States",USA,0.0,0.0,6.557746102019729e-06,3.8075024571777065e-06,0.008565854862335614,0.0049734333914095066,0.02095663005307235,0.04584948438528486
Brazil,B,0.625037385184135,0.07377069496216732,0.013379329628843218,0.0015791094552798804,41.16272390582969,4.858273794573577,66.98108984955108,12.189599988657523
Brazil,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Calgary, Alberta, Canada",USA,0.0016060977866879278,0.0009325187608892826,0.00012787604898938473,7.424629791496527e-05,0.16703416981554448,0.09698195113248538,0.40865428603491083,0.8940649455130549
"California, United States",USA,0.2986378224567533,0.17339253839975322,0.010400175458671914,0.0060384609281802695,13.584910445735387,7.887554519188515,33.235905474794436,72.71441664228772
Canada,A,0.2579758009460859,0.041252311085767816,0.009086249969372325,0.0014529611264505022,16.689037711447167,2.6687052540195815,36.82640385392524,10.471372456779958
Canada,USA,0.001616805105265847,0.0009387355526285445,4.8363377502395504e-05,2.808033062168559e-05,0.06317317960972516,0.036679071261645116,0.1545551466414086,0.3381399473414759
Chile,B,0.11810388228419515,0.013939334958769476,0.0026499465120440554,0.0003127627249823955,8.152801348531904,0.9622429563833382,13.266457314653497,2.414305415087384
China,B,0.1310782673921921,0.015470650410951208,0.0024132228342771543,0.00028482316386683153,7.42449943354769,0.8762843566512042,12.081344878538722,2.1986319082771724
Colombia,B,0.17866709009314743,0.02108737127645048,0.0040222122467369545,0.00047472583202317074,12.374701632745035,1.460537179113105,20.136446844978895,3.6645452139474655
"Colorado, United States",USA,0.05300122696070161,0.030773119109346325,0.0015734492053533587,0.000913562620819076,2.0552698010316512,1.1933131743513186,5.028281423359047,11.001010659694288
"Connecticut, United States",USA,0.03303207781288171,0.019178802515622914,0.0009225929047279007,0.0005356680019441886,1.2051087059448418,0.6996999102539251,2.9483358905916166,6.450449334454765
"Delaware, United States",USA,0.0010707318577919515,0.0006216791739261883,6.885633407120715e-05,3.997877580036592e-05,0.08994147605452393,0.05222105060979982,0.22004461555725968,0.48141958604549107
Denmark,A,0.12027162641061033,0.019232356404307243,0.0015494472065768826,0.0002477685036436488,2.845924660847117,0.45508520181107626,6.279881003942745,1.785647418558156
"District of Columbia, United States",USA,0.0,0.0,8.197182627524661e-06,4.759378071472133e-06,0.010707318577919516,0.006216791739261884,0.026195787566340438,0.05731185548160608
"Edmonton, Alberta, Canada",USA,0.0016060977866879278,0.0009325187608892827,5.779013752404887e-05,3.355361540387854e-05,0.0754865959743326,0.043828381761796285,0.1846803023427001,0.40404858114532294
Egypt,B,0.4954703844587976,0.05847841338951237,0.005020318702663625,0.0005925283965501624,15.445466881353974,1.822967478204443,25.13327852925974,4.573897085928713
Finland,A,0.0071975838665835025,0.001150948917074042,0.0005254953727920079,8.403074440721625e-05,0.9651959965088477,0.15434224977962904,2.1298230718986395,0.6056027284487828
"Florida, United States",USA,0.08391860935444422,0.04872410525646501,0.003357566004234101,0.0019494412580749858,4.385717689515834,2.5463978964016674,10.729794587173043,23.47493600526585
France,A,0.1675813451656637,0.026797543636234922,0.003762719291237032,0.0006016877015645716,6.911120028693479,1.1051411501744952,15.250232018173556,4.336314242032224
Georgia,USA,0.0,0.0,7.377464364772196e-06,4.283440264324921e-06,0.009636586720127566,0.005595112565335696,0.023576208809706397,0.051580669933445476
"Georgia, United States",USA,0.017667075653567205,0.010257706369782108,0.0010451407850093945,0.000606820704112697,1.3651831186847385,0.7926409467558901,3.3399629147084062,7.307261573904776
Germany,A,0.3017730987742466,0.048255835246163364,0.007922009288861472,0.0012667901036064757,14.55063554468521,2.3267583307568835,32.107757808726994,9.129653063624604
Hong Kong,A,0.0277466858056794,0.004436908075320432,0.002175260860826574,0.00034784091141271996,3.9953788043405023,0.6388917438678008,8.81629222379519,2.50686110784429
Hong Kong,B,0.016077304966538954,0.0018975408329389432,0.00020850496121190657,2.4609017406423943e-05,0.6414844681649043,0.07571187923426384,1.0438407549885123,0.18996408215733904
Hungary,B,0.05627056738288635,0.006641392915286303,0.001448038214331311,0.0001709062336671698,4.455021206227944,0.5258085648073813,7.249330155571848,1.3192743650576102
Iceland,A,0.0014395167733167007,0.00023018978341480842,0.00015282863190819025,2.443847152782576e-05,0.2807057707967566,0.044887007765887645,0.619411631648374,0.1761260731506527
"Idaho, United States",USA,0.002141463715583903,0.0012433583478523766,7.172534799084078e-05,4.164455812538117e-05,0.09368903755679577,0.05439692771854148,0.22921314120547884,0.5014787354640532
"Illinois, United States",USA,0.03550011474509216,0.020611773011522776,0.0012619562655074217,0.000732706254103135,1.6483916950707098,0.957075088259367,4.0328414958381105,8.823160151393257
India,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Indiana, United States",USA,0.019658636909060234,0.011414029633284818,0.0007545506608636452,0.0004381007514790099,0.9856086750974916,0.5722556795990564,2.4113222454816374,5.27555629708184
Indonesia,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Iowa, United States",USA,0.00642439114675171,0.0037300750435571304,0.00023935773272372012,0.0001389738396869863,0.31265370247524993,0.18153031878644701,0.7649169969371409,1.6735061800628976
Ireland,A,0.03958671126620927,0.006330219043907233,0.001844132158358829,0.0002948908897690975,3.3871829676141965,0.5416365603750443,7.474233688557045,2.1252546160178762
Israel,A,0.024507773065716828,0.003918981062637114,0.0005807488012511229,9.286619180573788e-05,1.0666819290276752,0.17057062951037305,2.353764200263821,0.6692790779724803
Italy,A,0.10864752846607796,0.017373573903232666,0.00509546333513384,0.0008148037058367136,9.359018301718528,1.496578876871377,20.651819093137966,5.87222392096907
Japan,A,0.08405338439396214,0.013440781453590662,0.0032920854786171955,0.0005264297418083696,6.046690206316801,0.9669121852339028,13.342761839687153,3.793936257791368
"Kansas, United States",USA,0.005353659288959758,0.003108395869630942,0.0002578013936356506,0.00014968244034779858,0.3367451692755688,0.19551810019978624,0.8238575189614068,1.8024578548965113
"Kentucky, United States",USA,0.0016060977866879274,0.0009325187608892825,0.00014099154119342417,8.18613028293207e-05,0.18416587954021568,0.1069288179153044,0.45056754614105554,0.9857639142836245
"Louisiana, United States",USA,0.003747561502271831,0.0021758771087416594,0.0001463197099013152,8.495489857577757e-05,0.19112563661586338,0.11096973254582462,0.46759480805917686,1.0230166203466686
Luxembourg,A,0.006628974741123407,0.001060023952625193,0.0002950768200688904,4.718504887295589e-05,0.5419780651537378,0.08666645345567538,1.195940919567245,0.340058802775491
"Maine, United States",USA,0.0016060977866879276,0.0009325187608892827,0.0001028746419754345,5.973019479697528e-05,0.13437684815288994,0.07802073632773665,0.32875713395757256,0.7192637862941564
"Maryland, United States",USA,0.04952134842287777,0.028752661794086212,0.0018546125694774544,0.00107680928867057,2.4225308282542906,1.4065491310080012,5.926796936884524,12.966807302713375
"Massachusetts, United States",USA,0.161637681252273,0.09384868809589739,0.00658151793163955,0.0038213046535849754,8.596906086211579,4.991462087453366,21.032597837014738,46.01568876618152
Mexico,A,0.08555048183821151,0.013680178828342066,0.0019420992300948482,0.0003105565766459089,3.567122564278784,0.5704102833018954,7.871292426793183,2.238155944960602
"Michigan, United States",USA,0.06612304587794197,0.03839179738581176,0.0021775815650019264,0.0012643287846865721,2.8443991802243196,1.6514907255349194,6.958910966998338,15.224894408688655
"Minnesota, United States",USA,0.029980492018174647,0.017407016869933272,0.0007475830556302491,0.00043405528011825854,0.97650745430626,0.5669714066206838,2.389055826050248,5.226841219922475
"Mississippi, United States",USA,5.353659288959759e-06,3.108395869630942e-06,6.43478836260686e-05,3.7361117861056245e-05,0.08405245083666821,0.04880181515320579,0.20563693239577244,0.44989806553060774
"Missouri, United States",USA,0.027839028302590746,0.016163658522080897,0.0006791365806904182,0.00039431447322146624,0.887101344180632,0.515061195597847,2.1703209998713056,4.748287226651064
"Montana, United States",USA,0.0008298171897887627,0.00048180135979279605,3.729718095523721e-05,2.1655170225198207e-05,0.048718299529533805,0.02828640241364157,0.11919083342684901,0.2607689424413077
"Montreal, Quebec, Canada",USA,0.004818293360063783,0.002797556282667848,0.00024263660577472995,0.00014087759091557515,0.3169366299064177,0.18401703548215176,0.7753953119636771,1.69643092225554
"Nebraska, United States",USA,0.003212195573375855,0.0018650375217785652,7.787323496148429e-05,4.521409167898526e-05,0.10171952649023541,0.05905952152298789,0.24885998188023417,0.5444626270752578
Netherlands,A,0.17403038031012252,0.027828793865933264,0.004465339129727764,0.0007140420078450628,8.201646815971902,1.311506291005871,18.09793728880313,5.1460425732094555
"Nevada, United States",USA,0.0076878547389462116,0.004463656468790033,0.00020206055176848287,0.00011731866946178809,0.26393540294571605,0.15324391637280543,0.6457261635102918,1.4127372376215899
"New Hampshire, United States",USA,0.015525611937983299,0.00901434802192973,0.00041846617313513393,0.00024296625054865239,0.5466086134027913,0.31736721828931913,1.3372949552616793,2.9257702223359905
"New Jersey, United States",USA,0.04149085948943813,0.0240900679896398,0.001923878762680038,0.0011170260333745099,2.5130076702377107,1.4590810212047642,6.1481513418201015,13.451092481532948
"New Mexico, United States",USA,0.0075379522788553395,0.004376621384440366,0.00030452533461254117,0.00017681089535518974,0.39777688516971005,0.23095381311357896,0.9731735080895473,2.1291354311416657
"New York, United States",USA,0.06157243548232619,0.035749660896625464,0.00259276886508605,0.0015053912840066357,3.386724866195943,1.9663712271285338,8.285727607233481,18.127739888832004
New Zealand,A,0.007197583866583504,0.0011509489170740423,0.0006320835468407971,0.00010107501172918706,1.1609702776799191,0.18564806032404302,2.561822979099557,0.7284393743384688
"North Carolina, United States",USA,0.018577197732690363,0.01078613366761937,0.0006709393980628935,0.00038955509514999415,0.8763940256027124,0.5088444038585852,2.144125212304965,4.690975371169458
"North Dakota, United States",USA,0.0010707318577919517,0.0006216791739261883,3.8526758349365905e-05,2.2369076935919026e-05,0.05032439731622173,0.029218921174530853,0.12312020156180006,0.2693657207635486
Norway,A,0.04966332867942617,0.00794154752781089,0.001364093506852334,0.0002181290240727217,2.5054789439577174,0.4006453180334741,5.5286458711999735,1.5720381041985183
"Ohio, United States",USA,0.036404883164926356,0.0211370919134904,0.001243512604595491,0.0007219976534423225,1.6243002282703907,0.9430873068460277,3.9739009738138447,8.694208476559643
"Oklahoma, United States",USA,0.004823647019352742,0.002800664678537479,0.0001684521029956318,9.780521936875235e-05,0.2200353967762461,0.12775507024183172,0.538323434488296,1.177758630147005
"Oregon, United States",USA,0.016060977866879274,0.009325187608892825,0.0006246253162173792,0.00036266460904617657,0.8158976756374672,0.47371953053175553,1.9961190125551413,4.367163387698383
"Ottawa, Ontario, Canada",USA,0.0021414637155839035,0.0012433583478523769,0.00011803942983635513,6.853504422919873e-05,0.15418538752204106,0.08952180104537114,0.37721934095530235,0.8252907189351276
"Pennsylvania, United States",USA,0.05091865349729626,0.029563953116059888,0.0017312449709332082,0.0010051806486949145,2.2613856836566018,1.3129864153321098,5.5325503340111,12.104263877715203
Poland,B,0.12458303618571039,0.014704043914443878,0.0029117534934153966,0.00034366276939497303,8.958274327355506,1.0573097521135795,14.577144578436068,2.6528317438112614
Portugal,B,0.012861843973231165,0.001518032666351155,0.00017662826288126422,2.0846736549802743e-05,0.5434129078690167,0.0641368801533363,0.8842560781606946,0.1609219543087233
"Quebec City, Quebec, Canada",USA,0.0005353659288959759,0.00031083958696309416,2.3361970488445285e-05,1.356422750369558e-05,0.030515857947070624,0.01771785645689637,0.07465799456407025,0.16333878812257735
