Region,Device,Clicks,Conversions,ConversionRate,AvgConversionRate,BidAdjustment,BidAdjustmentPct,GoogleAdsFormat
A,Mobile phones,5260,0.0,0.0,0.00032605151613955004,-1.0,-100.0,-100%
B,Computers,6261,3.0,0.0004791566842357451,0.00025150905432595576,0.9051269765213223,90.51269765213223,+91%
A,Computers,6822,4.0,0.0005863383172090296,0.00032605151613955004,0.7982996188800937,79.82996188800936,+80%
USA,Mobile phones,22292,4.0,0.00017943656917279743,0.0006137763082345022,-0.7076515226061135,-70.76515226061136,-71%
USA,Computers,27459,27.0,0.0009832841691248771,0.0006137763082345022,0.6020236622577473,60.202366225774725,+60%
B,Mobile phones,9116,1.0,0.00010969723562966213,0.00025150905432595576,-0.5638437911364633,-56.38437911364633,-56%
A,Tablets,186,0.0,0.0,0.00032605151613955004,,,No adjustment (insufficient data)
B,Tablets,527,0.0,0.0,0.00025150905432595576,,,No adjustment (insufficient data)
USA,Tablets,756,0.0,0.0,0.0006137763082345022,,,No adjustment (insufficient data)
