Location report
All time
Location,Campaign,Ad group,Clicks,Conversions
United Arab Emirates,Course - System Thinking - Run 17 - Search - Prospecting - B, --,11,3.00
Thailand,Course - System Thinking - Run 17 - Search - Prospecting - B, --,34,0.00
Armenia,Course - System Thinking - Run 17 - Search - Prospecting - B, --,11,2.00
Trinidad and Tobago,Course - System Thinking - Run 17 - Search - Prospecting - B, --,7,0.00
Pakistan,Course - System Thinking - Run 17 - Search - Prospecting - B, --,"3,924",444.00
China,Course - System Thinking - Run 17 - Search - Prospecting - B, --,2,0.00
Philippines,Course - System Thinking - Run 17 - Search - Prospecting - B, --,102,8.00
Ethiopia,Course - System Thinking - Run 17 - Search - Prospecting - B, --,987,114.00
Portugal,Course - System Thinking - Run 17 - Search - Prospecting - B, --,3,0.00
Greece,Course - System Thinking - Run 17 - Search - Prospecting - B, --,9,2.00
Egypt,Course - System Thinking - Run 17 - Search - Prospecting - B, --,279,20.00
Qatar,Course - System Thinking - Run 17 - Search - Prospecting - B, --,2,0.00
Tunisia,Course - System Thinking - Run 17 - Search - Prospecting - B, --,81,10.00
Indonesia,Course - System Thinking - Run 17 - Search - Prospecting - B, --,147,10.00
Monaco,Course - System Thinking - Run 17 - Search - Prospecting - B, --,0,0.00
Poland,Course - System Thinking - Run 17 - Search - Prospecting - B, --,9,0.00
Senegal,Course - System Thinking - Run 17 - Search - Prospecting - B, --,9,1.00
Moldova,Course - System Thinking - Run 17 - Search - Prospecting - B, --,3,0.00
Luxembourg,Course - System Thinking - Run 17 - Search - Prospecting - B, --,0,0.00
Singapore,Course - System Thinking - Run 17 - Search - Prospecting - B, --,9,1.00
Spain,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,"2,915",78.00
Senegal,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Tunisia,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Georgia,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Sri Lanka,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Serbia,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Sweden,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,"1,453",38.99
Cote d'Ivoire,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Estonia,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Uganda,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Hong Kong,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
United Kingdom,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,"8,204",196.58
Hong Kong,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,"1,359",28.00
Portugal,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Finland,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Greece,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Singapore,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Romania,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Ireland,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,"1,001",39.00
Israel,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Hungary,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Argentina,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Italy,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,"1,829",59.01
Bahrain,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
China,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
United Arab Emirates,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Egypt,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Bulgaria,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Paraguay,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Jordan,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
South Korea,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Thailand,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Norway,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,944,19.00
Austria,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,676,17.00
Morocco,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Australia,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,"3,717",85.00
Bolivia,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Finland,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,449,8.01
Denmark,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,"1,090",43.00
Moldova,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Chile,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Japan,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,"1,175",20.50
Philippines,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Kenya,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Turkiye,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Lithuania,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Colombia,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Pakistan,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
France,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,"1,970",62.00
Trinidad and Tobago,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Indonesia,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Czechia,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Croatia,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Austria,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Iceland,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,118,4.00
Taiwan,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Zimbabwe,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
New Zealand,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,669,21.00
Belgium,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,815,41.00
Peru,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Armenia,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Ethiopia,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Liberia,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Switzerland,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,"1,408",47.00
Saudi Arabia,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Poland,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Canada,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,"4,984",131.01
Bangladesh,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Germany,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,"4,602",126.00
Anguilla,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Nigeria,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Monaco,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Tanzania,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Slovakia,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Malaysia,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Qatar,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Luxembourg,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Iceland,Course - System Thinking - Run 15 - YouTube - Remarketing - B #2, --,0,0.00
Netherlands,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed, --,"3,098",106.44
Liberia,Course - System Thinking - Run 16 - Display - Remarketing - B, --,180,0.00
Cote d'Ivoire,Course - System Thinking - Run 16 - Display - Remarketing - B, --,70,0.00
Greece,Course - System Thinking - Run 16 - Display - Remarketing - B, --,2,0.00
Senegal,Course - System Thinking - Run 16 - Display - Remarketing - B, --,62,0.00
Israel,Course - System Thinking - Run 16 - Display - Remarketing - B, --,3,0.00
China,Course - System Thinking - Run 16 - Display - Remarketing - B, --,15,0.00
Hungary,Course - System Thinking - Run 16 - Display - Remarketing - B, --,0,0.00
Romania,Course - System Thinking - Run 16 - Display - Remarketing - B, --,1,0.00
Lithuania,Course - System Thinking - Run 16 - Display - Remarketing - B, --,1,0.00
United Arab Emirates,Course - System Thinking - Run 16 - Display - Remarketing - B, --,2,0.00
Morocco,Course - System Thinking - Run 16 - Display - Remarketing - B, --,109,0.00
Bangladesh,Course - System Thinking - Run 16 - Display - Remarketing - B, --,"1,051",4.00
Uganda,Course - System Thinking - Run 16 - Display - Remarketing - B, --,740,0.00
Taiwan,Course - System Thinking - Run 16 - Display - Remarketing - B, --,6,0.00
Poland,Course - System Thinking - Run 16 - Display - Remarketing - B, --,0,0.00
Tunisia,Course - System Thinking - Run 16 - Display - Remarketing - B, --,143,0.00
Philippines,Course - System Thinking - Run 16 - Display - Remarketing - B, --,507,0.00
Turkiye,Course - System Thinking - Run 16 - Display - Remarketing - B, --,36,0.00
Monaco,Course - System Thinking - Run 16 - Display - Remarketing - B, --,0,0.00
Indonesia,Course - System Thinking - Run 16 - Display - Remarketing - B, --,152,0.00
Finland,Course - System Thinking - Run 16 - Display - Remarketing - B, --,0,0.00
Chile,Course - System Thinking - Run 16 - Display - Remarketing - B, --,17,0.00
Estonia,Course - System Thinking - Run 16 - Display - Remarketing - B, --,0,0.00
Serbia,Course - System Thinking - Run 16 - Display - Remarketing - B, --,11,0.00
Tanzania,Course - System Thinking - Run 16 - Display - Remarketing - B, --,279,2.00
Luxembourg,Course - System Thinking - Run 16 - Display - Remarketing - B, --,0,0.00
South Korea,Course - System Thinking - Run 16 - Display - Remarketing - B, --,12,0.00
Slovakia,Course - System Thinking - Run 16 - Display - Remarketing - B, --,0,0.00
Argentina,Course - System Thinking - Run 16 - Display - Remarketing - B, --,22,2.00
Croatia,Course - System Thinking - Run 16 - Display - Remarketing - B, --,0,0.00
Georgia,Course - System Thinking - Run 16 - Display - Remarketing - B, --,12,0.00
Bolivia,Course - System Thinking - Run 16 - Display - Remarketing - B, --,17,0.00
Armenia,Course - System Thinking - Run 16 - Display - Remarketing - B, --,5,0.00
Zimbabwe,Course - System Thinking - Run 16 - Display - Remarketing - B, --,260,0.00
Thailand,Course - System Thinking - Run 16 - Display - Remarketing - B, --,15,0.00
Iceland,Course - System Thinking - Run 16 - Display - Remarketing - B, --,0,0.00
Austria,Course - System Thinking - Run 16 - Display - Remarketing - B, --,0,0.00
Ethiopia,Course - System Thinking - Run 16 - Display - Remarketing - B, --,"2,104",4.00
Pakistan,Course - System Thinking - Run 16 - Display - Remarketing - B, --,"1,775",2.00
Singapore,Course - System Thinking - Run 16 - Display - Remarketing - B, --,8,2.00
Bulgaria,Course - System Thinking - Run 16 - Display - Remarketing - B, --,1,0.00
Kenya,Course - System Thinking - Run 16 - Display - Remarketing - B, --,"1,065",4.00
Moldova,Course - System Thinking - Run 16 - Display - Remarketing - B, --,1,0.00
Paraguay,Course - System Thinking - Run 16 - Display - Remarketing - B, --,6,0.00
Malaysia,Course - System Thinking - Run 16 - Display - Remarketing - B, --,45,0.00
Anguilla,Course - System Thinking - Run 16 - Display - Remarketing - B, --,0,0.00
Sri Lanka,Course - System Thinking - Run 16 - Display - Remarketing - B, --,128,0.00
Colombia,Course - System Thinking - Run 16 - Display - Remarketing - B, --,31,0.00
Jordan,Course - System Thinking - Run 16 - Display - Remarketing - B, --,10,0.00
Peru,Course - System Thinking - Run 16 - Display - Remarketing - B, --,72,0.00
Qatar,Course - System Thinking - Run 16 - Display - Remarketing - B, --,4,0.00
Portugal,Course - System Thinking - Run 16 - Display - Remarketing - B, --,2,0.00
Hong Kong,Course - System Thinking - Run 16 - Display - Remarketing - B, --,1,0.00
Trinidad and Tobago,Course - System Thinking - Run 16 - Display - Remarketing - B, --,13,0.00
Nigeria,Course - System Thinking - Run 16 - Display - Remarketing - B, --,"4,265",8.00
Bahrain,Course - System Thinking - Run 16 - Display - Remarketing - B, --,0,0.00
Saudi Arabia,Course - System Thinking - Run 16 - Display - Remarketing - B, --,17,0.00
Egypt,Course - System Thinking - Run 16 - Display - Remarketing - B, --,451,0.00
Czechia,Course - System Thinking - Run 16 - Display - Remarketing - B, --,0,0.00
"Kansas, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,137,2.00
"Oregon, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,697,24.00
"Vermont, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,97,3.00
"Indiana, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,287,5.00
"Delaware, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,60,2.00
"Virginia, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,"1,799",40.00
"Iowa, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,250,3.00
"Nevada, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,242,1.00
"Wisconsin, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,411,12.00
"Pennsylvania, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,"1,354",37.01
"Maryland, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,"1,195",38.98
"Alabama, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,294,9.00
"Idaho, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,111,2.00
"Utah, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,391,18.00
"Minnesota, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,686,10.00
"New Mexico, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,193,8.00
"Illinois, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,"1,507",36.00
"Mississippi, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,70,0.00
"Nebraska, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,85,1.00
"New Hampshire, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,179,4.00
"Connecticut, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,410,13.00
"West Virginia, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,37,0.00
"Rhode Island, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,191,6.00
"Georgia, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,"1,292",35.00
"New Jersey, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,"1,450",40.00
"Ohio, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,820,31.00
"California, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,"7,583",224.12
United States,Course - System Thinking - Run 12 - Search - Lead Gen - US, --,805,27.00
"Missouri, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,498,12.00
"Kentucky, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,143,5.00
"Washington, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,"2,166",63.00
"North Dakota, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,45,0.00
"Colorado, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,"1,149",34.00
"Michigan, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,"1,122",19.00
"Texas, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,"3,201",76.00
"Tennessee, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,344,4.00
"Oklahoma, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,123,1.00
"Arkansas, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,100,3.00
"North Carolina, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,"1,130",50.00
"Louisiana, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,151,8.00
"Arizona, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,537,14.00
"Massachusetts, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,"5,784",286.81
"Maine, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,119,0.00
"South Carolina, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,312,2.00
"Wyoming, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,32,1.00
"South Dakota, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,30,1.00
"New York, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,"2,473",88.00
"Florida, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,"1,308",29.00
"Montana, United States",Course - System Thinking - Run 12 - Search - Lead Gen - US, --,45,3.00
"Arkansas, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,3,0.00
Brazil,System Thinking Course - xPRO - C - YouTube Lead Gen - Run 6 - 2T2022, --,"1,478",66.00
"Tennessee, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,7,0.00
"Louisiana, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,1,0.00
"Oklahoma, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,1,0.00
"Pennsylvania, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,26,2.00
"South Dakota, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,1,0.00
"Minnesota, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,10,1.00
"Massachusetts, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,"1,022",39.00
"South Carolina, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,2,0.00
"Wisconsin, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,11,0.00
"Missouri, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,6,0.00
"California, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,233,6.00
"Hawaii, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,3,0.00
"Vermont, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,1,0.00
"Idaho, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,1,0.00
"Georgia, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,27,0.00
"Illinois, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,32,0.00
"Oregon, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,10,0.00
"Delaware, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,3,0.00
"Michigan, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,16,0.00
"Kansas, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,2,0.00
"Connecticut, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,19,1.00
"Maryland, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,23,0.00
"Virginia, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,36,0.00
"Florida, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,30,2.00
"Nevada, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,5,0.00
"Alabama, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,1,0.00
"Colorado, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,16,0.00
"Rhode Island, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,4,0.00
"New Jersey, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,22,0.00
"Iowa, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,5,0.00
"Maine, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,2,0.00
"Indiana, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,7,1.00
"Washington, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,26,0.00
"Montana, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,1,0.00
"Mississippi, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,3,0.00
"Utah, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,6,0.00
"Kentucky, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,5,0.00
"Alaska, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,0,0.00
"Texas, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,51,1.00
"North Carolina, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,15,0.00
"New York, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,72,3.00
"North Dakota, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,1,0.00
"New Mexico, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,3,0.00
"West Virginia, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,1,1.00
"Wyoming, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,0,0.00
"Arizona, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,16,0.00
"Ohio, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,12,1.00
"Nebraska, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,1,0.00
"New Hampshire, United States",Lifetime Campaign - Technical Innovation  - US (Run 1), --,5,0.00
Total: Locations,,,"566,662","15,061.49"
Total: Other locations,,,"665,994","3,317.05"
Total: Account,,,"1,265,267","19,514.46"
Total: Search,,,"262,735","7,845.84"
Total: Display,,,"598,317","2,367.19"
Total: In-stream video,,,"207,232","5,264.57"
Total: Demand Gen,,,"115,577","2,351.34"
Total: Performance Max,,,"81,406","1,685.53"
