Day,Search keyword,Search keyword match type,Campaign,Clicks,Currency code,Cost
2020-09-05,what is system thinking,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,5,USD,2.23
2020-09-05,system thinking training,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,5,USD,2.59
2020-09-05,project management program,Exact match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,2,USD,0.60
2020-09-05,technical problem solving,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,3,USD,0.50
2020-09-05,solve complex problems,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,2,USD,0.04
2020-09-05,system engineering,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,2,USD,10.64
2020-09-05,system dynamics,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,2,USD,5.17
2020-09-05,what is system engineering,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,3.95
2020-09-05,system engineering online course,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,4,USD,13.34
2020-09-05,system architecture course,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,1.48
2020-09-05,what is system thinking,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,5,USD,14.31
2020-09-05,system thinking training,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,7,USD,13.45
2020-09-05,product management course,Exact match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,2.34
2020-09-05,project management program,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,2,USD,5.30
2020-09-05,product management training,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,2,USD,5.87
2020-09-05,pmp online course,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,2.05
2020-09-05,product management course,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,2,USD,4.81
2020-09-05,product management program,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,5.23
2020-09-05,technical product management,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,2,USD,3.94
2020-09-05,technical project management,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,2,USD,4.48
2020-09-05,technical problem solving,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,2,USD,1.92
2020-09-06,leadership development program,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),3,USD,3.45
2020-09-06,management certificate,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),30,USD,52.69
2020-09-06,online leadership program,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),2,USD,5.87
2020-09-06,online leadership certificate,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,0.63
2020-09-06,online leadership course,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),4,USD,10.94
2020-09-06,leadership certification,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),5,USD,14.65
2020-09-06,online business strategy course,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,1.20
2020-09-06,types of leadership,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,0.56
2020-09-06,engineering leadership,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,0.73
2020-09-06,management training,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),6,USD,11.42
2020-09-06,leadership development,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,5.19
2020-09-06,leadership training,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,1.63
2020-09-06,leadership qualities,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),2,USD,1.94
2020-09-06,leadership skills,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),4,USD,5.08
2020-09-06,executive leadership training,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,5.63
2020-09-06,management skills,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,0.61
2020-09-06,executive leadership program,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),3,USD,6.25
2020-09-06,team building skills,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,0.80
2020-09-06,leadership classes,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,0.50
2020-09-06,best leadership qualities,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,3.64
2020-09-06,strategy course,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),3,USD,6.85
2020-09-06,leadership course online,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,1.51
2020-09-06,leading effective teams,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,0.94
2020-09-06,digital leadership program,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,1.94
2020-09-06,mit sloan leadership,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),5,USD,4.49
2020-09-06,mit leadership program,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),13,USD,26.16
2020-09-06, +executive +programs,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),2,USD,6.09
2020-09-06, +professional +coaching,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,1.56
2020-09-06,soft skills,Phrase match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,0.56
2020-09-06,harvard leadership training,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,0.50
2020-09-06,Stanford leadership courses,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,1.64
2020-09-06,leadership and management courses Harvard,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,2.06
2020-09-06,business strategy,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),8,USD,14.26
2020-09-06,organizational strategy,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),3,USD,4.89
2020-09-06,what is organizational strategy,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),2,USD,5.30
2020-09-06,importance of organizational strategy,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,1.68
2020-09-06,types of leadership training,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),1,USD,1.03
2020-09-06,leadership skills,Exact match,Lifetime Campaign - Organizational Strategy  - C (Run 1),2,USD,0.21
2020-09-06,management skills,Phrase match,Lifetime Campaign - Organizational Strategy  - C (Run 1),1,USD,0.09
2020-09-06,leadership skills,Phrase match,Lifetime Campaign - Organizational Strategy  - C (Run 1),1,USD,0.07
2020-09-06,organizational strategy,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),2,USD,0.53
2020-09-06,online leadership certificate,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),1,USD,0.22
2020-09-06,online leadership course,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),1,USD,1.27
2020-09-06,online business strategy course,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),2,USD,1.05
2020-09-06,technical leadership skills,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),1,USD,0.12
2020-09-06,management training,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),31,USD,11.17
2020-09-06,leadership training,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),4,USD,1.66
2020-09-06,leadership skills,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),2,USD,0.58
2020-09-06,management skills,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),2,USD,0.52
2020-09-06,soft skills,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),1,USD,0.07
2020-09-06,soft skills training,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),1,USD,0.22
2020-09-06,leadership classes,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),2,USD,0.84
2020-09-06,strategic planning skills,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),1,USD,0.43
2020-09-06,corporate strategy training,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),3,USD,1.46
2020-09-06,digital leadership program,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),1,USD,0.59
2020-09-06,mit leadership program,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),1,USD,0.43
2020-09-06, +leadership +certificate,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),1,USD,0.67
2020-09-06, +managing +engineers,Broad match,Lifetime Campaign - Organizational Strategy  - C (Run 1),1,USD,0.12
2020-09-06,engineering manager training,Exact match,Lifetime Campaign - Organizational Strategy  - A (Run 1),1,USD,0.56
2020-09-06,leadership development program,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),4,USD,2.71
2020-09-06,online leadership program,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),4,USD,4.83
2020-09-06,online leadership course,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),2,USD,2.39
2020-09-06,online business strategy course,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),5,USD,5.01
2020-09-06,technical leadership certificate,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),1,USD,1.93
2020-09-06,management training,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),7,USD,5.20
2020-09-06,leadership training,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),2,USD,1.41
2020-09-06,leadership skills,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),3,USD,1.91
2020-09-06,executive coaching certification,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),1,USD,0.46
2020-09-06,management skills,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),1,USD,0.58
2020-09-06,soft skills,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),1,USD,0.46
2020-09-06,executive coaching training,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),1,USD,0.27
2020-09-06,engineering manager training,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),1,USD,0.51
2020-09-06,mit sloan leadership,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),2,USD,1.95
2020-09-06,mit leadership program,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),1,USD,0.33
2020-09-06, +managing +engineers,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),1,USD,0.85
2020-09-06,soft skills,Phrase match,Lifetime Campaign - Organizational Strategy  - B (Run 1),4,USD,1.23
2020-09-06,management training,Phrase match,Lifetime Campaign - Organizational Strategy  - B (Run 1),2,USD,0.62
2020-09-06,leadership training,Phrase match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.26
2020-09-06,organizational strategy,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),5,USD,1.17
2020-09-06,what is organizational strategy,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.85
2020-09-06,organizational strategies,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),2,USD,0.73
2020-09-06,organizational strategy examples,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.14
2020-09-06,importance of organizational strategy,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.06
2020-09-06,leadership development program,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),2,USD,0.45
2020-09-06,online leadership program,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),2,USD,0.25
2020-09-06,online leadership certificate,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.38
2020-09-06,online leadership course,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),3,USD,2.23
2020-09-06,online business strategy course,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.26
2020-09-06,online team building course,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.36
2020-09-06,technical leadership skills,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.25
2020-09-06,management training,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),27,USD,14.73
2020-09-06,leadership development,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),5,USD,1.48
2020-09-06,leadership training,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),4,USD,0.77
2020-09-06,leadership skills,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),13,USD,2.41
2020-09-06,executive coaching certification,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.91
2020-09-06,management skills,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),8,USD,3.77
2020-09-06,soft skills training,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.15
2020-09-06,leadership classes,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),4,USD,1.47
2020-09-06,business strategy training,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.52
2020-09-06,management training topics,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),2,USD,1.00
2020-09-06,mit leadership program,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.48
2020-09-06,soft skills,Phrase match,Lifetime Campaign - Organizational Strategy  - A (Run 1),3,USD,0.95
2020-09-06,organizational strategy,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),3,USD,2.26
2020-09-06,what is organizational strategy,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),1,USD,0.14
2020-09-06,organizational strategies,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),1,USD,1.65
2020-09-06,types of organizational strategy,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),1,USD,1.33
2020-09-06,organizational strategy certificate,Broad match,Lifetime Campaign - Organizational Strategy  - A (Run 1),1,USD,1.08
2020-09-06,types of leadership training,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.31
2020-09-06,soft skills,Exact match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.18
2020-09-06,soft skills training,Exact match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.36
2020-09-06,leadership skills,Exact match,Lifetime Campaign - Organizational Strategy  - B (Run 1),7,USD,1.08
2020-09-06,harvard leadership training,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.10
2020-09-06,Stanford leadership courses,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.33
2020-09-06,Dale Carnegie Leadership training,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.26
2020-09-06,leadership and management courses Harvard,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.42
2020-09-06,leadership course cornell,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.25
2020-09-06, +organizational +strategies,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.04
2020-09-06, +leadership +skills,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),2,USD,0.52
2020-09-06, +leadership +classes,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.42
2020-09-06, +managing +engineers,Broad match,Lifetime Campaign - Organizational Strategy  - B (Run 1),1,USD,0.55
2020-09-06, +engineering +problem +solving,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,1,USD,2.26
2020-09-06,system engineering,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,2,USD,2.22
2020-09-06,what is system engineering,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,1,USD,1.66
2020-09-06,what is system thinking,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,4,USD,4.10
2020-09-06,system thinking training,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,5,USD,5.82
2020-09-06,project management certification,Exact match,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,1,USD,0.87
2020-09-06,technical problem solving,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,1,USD,0.30
2020-09-06,solve complex problems,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,1,USD,0.57
2020-09-06,logistics management,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,1,USD,0.73
2020-09-06,project management training,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,3,USD,4.37
2020-09-06,project management course,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,2,USD,1.99
2020-09-06,learn product management,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,1,USD,1.18
2020-09-06,product management program,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,1,USD,1.23
2020-09-06,system engineering,Phrase match,Course - System Thinking - Run 12 - Search - Lead Gen - US,5,USD,8.77
2020-09-06,system dynamics,Phrase match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,2.33
2020-09-06,product management course,Phrase match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,2.56
2020-09-06,product management online course,Phrase match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,3.72
2020-09-06,logistics management,Broad match,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,9,USD,2.07
2020-09-06,product management course,Phrase match,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,1,USD,0.61
2020-09-06, +system +dynamics,Broad match,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,2,USD,0.56
2020-09-06,project management program,Broad match,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,1,USD,0.33
2020-09-06,project management course,Broad match,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,1,USD,0.25
2020-09-06,product management training,Broad match,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,2,USD,0.76
2020-09-06,product management course,Broad match,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,2,USD,0.58
2020-09-06,system engineering,Phrase match,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,1,USD,0.17
2020-09-06, +product +management +course,Broad match,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,1,USD,0.55
2020-09-06,system performance,Broad match,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,1,USD,0.64
2020-09-06,system architecture course,Broad match,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,1,USD,0.24
2020-09-06,what is system thinking,Broad match,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,1,USD,0.15
2020-09-06,system thinking training,Broad match,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,1,USD,0.17
2020-09-06,product management course,Exact match,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,1,USD,0.43
2020-09-06,technical problem solving,Broad match,System Thinking Course - xPRO - C - Search Lead Gen - Run 6 - 2T2022,1,USD,0.22
2020-09-06,logistics management,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,5,USD,3.00
2020-09-06,supply chain logistics certificate,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,1,USD,1.09
2020-09-06,what is system thinking,Exact match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,1,USD,0.09
2020-09-06, +system +engineering,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,1,USD,0.28
2020-09-06, +system +performance,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,1,USD,0.73
2020-09-06,project management program,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,5,USD,2.53
2020-09-06,project management certification,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,2,USD,1.62
2020-09-06,project management course,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,2,USD,0.98
2020-09-06,pmp certification,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,8,USD,3.76
2020-09-06,learn project management,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,1,USD,0.12
2020-09-06,pmp online course,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,1,USD,0.58
2020-09-06,product management certificate,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,1,USD,1.61
2020-09-06, +logistics +course,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,1,USD,0.27
2020-09-06,system performance,Phrase match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,1,USD,0.11
2020-09-06,system performance,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,3,USD,0.34
2020-09-06,system engineering,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,4,USD,1.41
2020-09-06,system architecture course,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,1,USD,0.30
2020-09-06,what is system thinking,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,5,USD,2.18
2020-09-06,system thinking training,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,7,USD,3.41
2020-09-06,project management program,Exact match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,1,USD,0.19
2020-09-06,technical problem solving,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,4,USD,0.72
2020-09-06,solve complex problems,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,4,USD,0.82
2020-09-06,system performance,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,0.50
2020-09-06,system engineering,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,6,USD,8.61
2020-09-06,system dynamics,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,3,USD,1.70
2020-09-06,system models,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,2,USD,4.51
2020-09-06,what is system engineering,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,1.42
2020-09-06,system engineering online course,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,0.42
2020-09-06,system architecture course,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,1.87
2020-09-06,what is system thinking,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,2,USD,6.78
2020-09-06,system thinking training,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,10,USD,13.29
2020-09-06, +system +engineering,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,3,USD,11.53
2020-09-06, +system +dynamics,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,2.49
2020-09-06, +system +models,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,3.55
2020-09-06, +online +system +thinking +course,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,0.07
2020-09-06,project management training,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,2.73
2020-09-06,project management program,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,4,USD,11.75
2020-09-06,product management training,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,1.59
2020-09-06,project management online course,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,2.82
2020-09-06,learn project management,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,1.93
2020-09-06,pmp training,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,2.00
2020-09-06,product management course,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,2,USD,2.00
2020-09-06,technical project manager training,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,3.38
2020-09-06,product management certification,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,1.68
2020-09-06,product management program,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,5.10
2020-09-06,technical project management,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,2.09
2020-09-06,solve complex problems,Broad match,Course - System Thinking - Run 12 - Search - Lead Gen - US,1,USD,2.82
2020-09-07,leadership development program,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,1.70
2020-09-07,management certificate,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),16,USD,25.94
2020-09-07,online leadership program,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,3.52
2020-09-07,online leadership certificate,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),3,USD,9.59
2020-09-07,online leadership course,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),3,USD,4.75
2020-09-07,leadership certification,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),4,USD,3.96
2020-09-07,online business strategy course,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),2,USD,3.40
2020-09-07,technical leadership certificate,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,3.11
2020-09-07,types of leadership,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,0.65
2020-09-07,technical leadership skills,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,1.31
2020-09-07,management training for engineers,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,0.84
2020-09-07,management training,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),8,USD,13.06
2020-09-07,executive development,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),2,USD,5.76
2020-09-07,leadership training,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),3,USD,3.78
2020-09-07,leadership development program,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,4.43
2020-09-07,management skills,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,1.50
2020-09-07,soft skills,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,0.97
2020-09-07,leadership seminars,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,2.24
2020-09-07,executive leadership program,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),5,USD,9.53
2020-09-07,leadership classes,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,0.50
2020-09-07,business strategy training,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,2.93
2020-09-07,strategic management training,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,0.95
2020-09-07,strategy course,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),4,USD,9.71
2020-09-07,leadership course online,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,0.79
2020-09-07,mit sloan leadership,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),9,USD,16.11
2020-09-07,mit leadership program,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),13,USD,16.30
2020-09-07, +organizational +change,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,2.44
2020-09-07, +leadership +certificate,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,2.40
2020-09-07, +executive +programs,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),2,USD,8.66
2020-09-07, +strategic +planning,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,1.45
2020-09-07, +executive +leadership,Broad match,Lifetime Campaign - Organizational Strategy  - US (Run 1),1,USD,1.22
