Keyword,Region,Match type,Optimal Cost,Gurobi Pred,Actual Model Pred,Diff
1 mit opencourseware,A,Exact match,0.0,0.38402710015000036,0.38402694,1.5551270177160958e-07
1 mit opencourseware,A,Phrase match,0.0,0.5643769637500005,0.56437665,3.115092472860681e-07
1 mit opencourseware,A,Broad match,38.16000109069316,30.861377998810006,30.86138,-1.6246030796196465e-06
1 mit opencourseware,B,Exact match,38.160001090693186,35.99210759791001,35.99211,-3.608144680811165e-06
1 mit opencourseware,B,Phrase match,38.16000109069317,38.88196314251,38.88196,1.3200002371149822e-06
1 mit opencourseware,B,Broad match,38.160001090693164,41.197693433910004,41.197693,5.628162540460835e-07
5 day generative ai course google,USA,Exact match,0.0,0.024528394920000654,0.024528101,2.9383338413790927e-07
5 day generative ai course google,USA,Phrase match,0.0,0.38889278792000065,0.38889244,3.459320093157636e-07
5 day generative ai course google,USA,Broad match,0.0,0.427689818600001,0.42768976,5.767661537259272e-08
5 day generative ai course google,A,Exact match,0.0,0.5475122091500011,0.54751205,1.5470664171957083e-07
5 day generative ai course google,A,Phrase match,0.0,0.9118766021500004,0.9118765,1.0249713788823556e-07
5 day generative ai course google,A,Broad match,0.0,1.28967381005,1.2896739,-1.1439610592134386e-07
5 day generative ai course google,B,Exact match,5.429999809905392,4.692395773460003,4.692395,5.631938897465716e-07
5 day generative ai course google,B,Phrase match,6.599999806669734,7.3518805598600006,7.35188,4.86312637271169e-07
5 day generative ai course google,B,Broad match,14.840000275328347,16.225021105910002,16.22502,1.6509539477738144e-06
academy lms course content ai generator addon,A,Exact match,0.0,0.5076164735500015,0.5076164,7.28313125364366e-08
academy lms course content ai generator addon,A,Phrase match,0.0,0.8719808665500007,0.871981,-1.5819212573209285e-07
academy lms course content ai generator addon,A,Broad match,8.699999826830616,8.56100703976,8.561007,4.937394919579674e-07
academy lms course content ai generator addon,B,Exact match,5.720000209241377,7.19956764546,7.1995673,3.274973536804282e-07
academy lms course content ai generator addon,B,Phrase match,6.599999806669734,9.85905243186,9.859053,-2.262210543335641e-07
academy lms course content ai generator addon,B,Broad match,8.699999826830611,13.44177283376,13.441773,-5.808518164229781e-07
admissions mit edu,B,Exact match,0.8599999922324931,0.7729764288500008,0.77297616,2.688005623641132e-07
admissions mit edu,B,Phrase match,6.5999998066697305,5.2416038395600015,5.241603,9.419159585632997e-07
admissions mit edu,B,Broad match,8.699999826830615,8.48527460446,8.485274,2.895796296087383e-07
adobe generative ai content creation course,USA,Exact match,0.0,1.8994607657200004,1.8994607,9.23877860881106e-08
adobe generative ai content creation course,USA,Phrase match,0.0,2.2638251587200005,2.2638252,-1.9426361852481477e-08
adobe generative ai content creation course,USA,Broad match,0.0,1.728508701400001,1.7285086,1.0974808439812023e-07
adobe generative ai content creation course,A,Exact match,0.0,1.9464987199500012,1.946499,-2.7010889769307767e-07
