Keyword,Region,Match type,Optimal Cost,Gurobi Pred,Actual Model Pred,Diff
1 mit opencourseware,A,Broad match,38.1600011282936,25.947299828200002,25.947296,3.685621877025369e-06
1 mit opencourseware,B,Exact match,38.1600011282936,37.085821386000006,37.085815,5.956312506327777e-06
1 mit opencourseware,B,Phrase match,38.160001128293594,37.34811728100001,37.34811,7.08202539811964e-06
1 mit opencourseware,B,Broad match,38.160001128293594,39.54513095400001,39.545128,3.0853476644665534e-06
5 day generative ai course google,USA,Phrase match,0.0,0.08481784410000087,0.08481782,2.4802687181857408e-08
5 day generative ai course google,USA,Broad match,0.0,0.6529656291000001,0.65296626,-6.318100340685362e-07
5 day generative ai course google,A,Phrase match,0.0,0.2593419057000007,0.25934187,3.992203134739469e-08
5 day generative ai course google,A,Broad match,0.0,0.8274896907000006,0.82749027,-5.794377863077571e-07
5 day generative ai course google,B,Exact match,0.0,0.30640789082700093,0.30640766,2.3058110554252664e-07
5 day generative ai course google,B,Phrase match,5.26999988655175,4.7740606156270005,4.77406,8.431355453808465e-07
5 day generative ai course google,B,Broad match,13.320000440095594,12.7102105011,12.710212,-1.2527452142307993e-06
academy lms course content ai generator addon,USA,Exact match,0.0,0.21461696889999993,0.21461701,-4.503127448707289e-08
academy lms course content ai generator addon,USA,Phrase match,0.0,0.21461696890000048,0.21461701,-4.503127393196138e-08
academy lms course content ai generator addon,USA,Broad match,8.700000110755415,5.8848194584,5.8848195,-4.9198876972411654e-08
academy lms course content ai generator addon,A,Exact match,0.0,0.9182273334000003,0.91822755,-2.199676144565288e-07
academy lms course content ai generator addon,A,Phrase match,0.0,0.9182273334000004,0.91822755,-2.199676143455065e-07
academy lms course content ai generator addon,A,Broad match,8.700000110755413,7.243658355,7.243658,2.8920410155564014e-07
academy lms course content ai generator addon,B,Exact match,24.000000435158853,23.7379915417,23.737991,2.086921888633242e-07
academy lms course content ai generator addon,B,Phrase match,24.000000435158857,23.7379915417,23.737991,2.086921888633242e-07
academy lms course content ai generator addon,B,Broad match,24.000000435158857,25.242858220700004,25.242857,1.2413298868807487e-06
admissions mit edu,A,Exact match,0.0,0.03996362540000068,0.039963745,-1.1918074501598985e-07
admissions mit edu,A,Phrase match,0.0,0.3904407514000004,0.39044088,-1.2985228842188334e-07
admissions mit edu,A,Broad match,0.0,0.38282298640000023,0.3828233,-3.020407041143258e-07
admissions mit edu,B,Exact match,0.0,0.43750673652700056,0.4375068,-5.8402503833043795e-08
admissions mit edu,B,Phrase match,0.0,0.7879838625270005,0.7879842,-3.2984436793004335e-07
admissions mit edu,B,Broad match,13.320000440095587,11.0766711156,11.076672,-4.847417969244816e-07
adobe generative ai content creation course,USA,Exact match,0.0,0.8827835232000006,0.88278335,1.6987129580758875e-07
adobe generative ai content creation course,USA,Phrase match,0.0,1.2332606491999998,1.2332605,1.3684801003499558e-07
adobe generative ai content creation course,USA,Broad match,0.0,1.5482673142000003,1.5482672,6.890733672548777e-08
adobe generative ai content creation course,A,Exact match,0.0,1.0547092507000004,1.0547092,5.460930219136628e-08
adobe generative ai content creation course,A,Phrase match,0.0,1.4051863767000001,1.4051864,-3.8018627801506e-08
adobe generative ai content creation course,A,Broad match,0.0,1.7201930417000004,1.7201931,-1.0595930133305842e-07
adobe generative ai content creation course,B,Exact match,17.879993288107315,13.326718246300002,13.326718,-8.40832985460338e-08
adobe generative ai content creation course,B,Phrase match,17.869999236507688,14.0543541893,14.054355,-4.783635745297943e-07
adobe generative ai content creation course,B,Broad match,17.86999923650762,16.8990814333,16.899084,-2.6578865224280435e-06
adobe generative ai course,USA,Phrase match,0.0,0.15782968610000053,0.15782976,-7.540512642068009e-08
adobe generative ai course,USA,Broad match,0.0,1.0486019011,1.0486022,-3.2229630120284014e-07
adobe generative ai course,A,Phrase match,0.0,0.3323537477000009,0.33235386,-1.1243984587849809e-07
adobe generative ai course,A,Broad match,0.0,1.2231259627000008,1.2231262,-2.1031940833360352e-07
adobe generative ai course,B,Exact match,0.0,0.49253620982700086,0.4925362,2.26550648241286e-08
adobe generative ai course,B,Phrase match,2.5799999777251843,2.430959729027,2.4309602,-4.4934824394715633e-07
adobe generative ai course,B,Broad match,13.32000044009566,11.4610011605,11.461001,-2.3567919882339083e-07
advanced generative ai course,USA,Phrase match,0.0,0.15782968610000045,0.15782976,-7.540512650394682e-08
advanced generative ai course,USA,Broad match,0.0,1.0486019011,1.0486022,-3.2229630120284014e-07
advanced generative ai course,A,Phrase match,0.0,0.3323537477000006,0.33235386,-1.12439846211565e-07
advanced generative ai course,A,Broad match,0.0,1.2231259627000006,1.2231262,-2.1031940855564812e-07
advanced generative ai course,B,Exact match,0.0,0.4925362098270004,0.4925362,2.265506438003939e-08
advanced generative ai course,B,Phrase match,2.5799999777246545,2.756493044627,2.7564936,-5.237934099788788e-07
advanced generative ai course,B,Broad match,13.320000440095589,11.786534476100002,11.786534,1.6671279468027933e-07
advanced generative ai courses,USA,Exact match,0.0,0.8362584892999998,0.8362586,-1.0092140523276782e-07
advanced generative ai courses,USA,Phrase match,0.0,1.1867356153,1.1867353,3.4289246819696473e-07
advanced generative ai courses,USA,Broad match,0.0,1.1786435763000003,1.1786433,2.3046717556596263e-07
advanced generative ai courses,A,Exact match,0.0,1.5424671879000005,1.5424671,7.05904301678828e-08
advanced generative ai courses,A,Phrase match,0.0,1.8929443139000004,1.8929443,-2.2037499602944877e-08
advanced generative ai courses,A,Broad match,0.0,1.8848522749000005,1.8848524,-1.3446279245599158e-07
advanced generative ai courses,B,Exact match,0.0,2.0531267760270002,2.0531275,-7.512099382545046e-07
advanced generative ai courses,B,Phrase match,0.0,2.403603902027,2.4036045,-6.054192889237697e-07
advanced generative ai courses,B,Broad match,24.000000435158857,20.2664852922,20.266487,-1.8293820325254728e-06
agentic ai course mit,USA,Exact match,0.0,0.0851282703000004,0.0851281,1.7157372782239388e-07
agentic ai course mit,USA,Phrase match,0.0,0.43560539630000045,0.4356055,-9.986813614970558e-08
agentic ai course mit,USA,Broad match,0.0,1.3263776113000005,1.3263777,-1.3814305366288693e-07
agentic ai course mit,A,Exact match,0.0,0.25965233190000064,0.2596522,1.3453900821192022e-07
agentic ai course mit,A,Phrase match,0.0,0.6101294579000003,0.61012965,-1.9650750093802571e-07
agentic ai course mit,A,Broad match,-0.0,1.5009016729000002,1.5009018,-1.4537545145465458e-07
agentic ai course mit,B,Exact match,0.0,0.6571954430270004,0.65719545,-5.848426853916067e-09
agentic ai course mit,B,Phrase match,0.0,1.0076725690270005,1.0076724,1.3994222269886336e-07
agentic ai course mit,B,Broad match,7.93000005041732,7.957643184327,7.957643,1.522530252984211e-07
ai,USA,Exact match,-0.0,0.9283783794000005,0.92837805,3.33841071009644e-07
ai,USA,Phrase match,0.0,1.1906742744000003,1.1906743,-3.0562157915525745e-08
ai,USA,Broad match,0.0,1.1805917983999996,1.1805916,2.151480464895883e-07
ai,A,Exact match,0.0,1.1029024410000003,1.1029024,2.8585449562967824e-08
ai,A,Phrase match,0.0,1.3651983360000002,1.3651981,2.006240236163137e-07
ai,A,Broad match,0.0,1.3551158600000004,1.3551157,2.0791564980804367e-07
ai,B,Exact match,0.0,1.5004455521270004,1.5004456,-5.219734044992208e-08
ai,B,Phrase match,0.0,1.762741447127,1.7627418,-3.569959248217458e-07
ai,B,Broad match,8.700000110755413,8.574996764527,8.574996,7.699591293430785e-07
