Keyword,Region,Match type,Optimal Cost,Gurobi Pred,Actual Model Pred,Diff
1 mit opencourseware,USA,Exact match,0.0,1.08304735494,1.0830476,-2.7346271003203526e-07
1 mit opencourseware,USA,Phrase match,0.0,1.3634313861400007,1.3634318,-4.251927019360835e-07
1 mit opencourseware,USA,Broad match,39.15000120789621,33.43007134234001,33.430073,-1.4420838212458875e-06
1 mit opencourseware,A,Exact match,39.15000120789622,32.30785389134,32.30786,-7.436784997594259e-06
1 mit opencourseware,A,Phrase match,39.15000120789622,33.02772293574,33.02773,-6.0986838263943355e-06
1 mit opencourseware,A,Broad match,39.15000120789622,35.32774800474,35.32775,-3.1549279668752206e-06
1 mit opencourseware,B,Exact match,39.150001207896224,39.93198575724,39.931988,-2.005211172217969e-06
1 mit opencourseware,B,Phrase match,39.15000120789622,41.852313208640005,41.852314,-7.86721322754147e-07
1 mit opencourseware,B,Broad match,39.15000120789622,44.152338277640006,44.15234,-1.657662728860032e-06
5 day generative ai course google,USA,Exact match,0.0,1.23437522904,1.2343756,-3.670064476768431e-07
5 day generative ai course google,USA,Phrase match,0.0,1.5147592602400004,1.5147598,-5.187364400249805e-07
5 day generative ai course google,USA,Broad match,0.0,2.08820614094,2.0882063,-1.502587303470193e-07
5 day generative ai course google,A,Exact match,0.0,1.48932048877,1.4893208,-2.662348828064154e-07
5 day generative ai course google,A,Phrase match,0.0,1.7697045199700001,1.769705,-5.371741649273787e-07
5 day generative ai course google,A,Broad match,0.0,2.3431514006700005,2.3431516,-1.6869645458328364e-07
5 day generative ai course google,B,Exact match,0.0,1.22323244947,1.2232327,-2.9665426759528657e-07
5 day generative ai course google,B,Phrase match,0.0,1.5036164806700003,1.5036168,-3.2917497039264276e-07
5 day generative ai course google,B,Broad match,6.36000003309398,7.537545698270001,7.5375466,-9.364040716164368e-07
academy lms course content ai generator addon,USA,Broad match,0.0,0.041286324539999746,0.041286048,2.7699194409674943e-07
academy lms course content ai generator addon,A,Broad match,3.1199999205520896,2.84196535537,2.841965,3.9527173356646017e-07
academy lms course content ai generator addon,B,Exact match,2.3900000986887253,3.8922839796700006,3.8922832,7.784523492482265e-07
