Keyword,Region,Match type,Optimal Cost,Gurobi Pred,Actual Model Pred,Diff
1 mit opencourseware,USA,Exact match,0.0,1.03131239871,1.0313126,-1.861670142488947e-07
1 mit opencourseware,USA,Phrase match,0.0,1.16444073551,1.164441,-2.5398432379475366e-07
1 mit opencourseware,USA,Broad match,0.0,0.4184389028099999,0.4184393,-3.960581794193452e-07
1 mit opencourseware,A,Exact match,0.0,1.14695768071,1.1469579,-1.9358809577596503e-07
1 mit opencourseware,A,Phrase match,0.0,1.2800860175100002,1.2800863,-2.614054050997794e-07
1 mit opencourseware,A,Broad match,0.0,0.5340841848100001,0.53408456,-3.7367693839218674e-07
1 mit opencourseware,B,Exact match,0.0,1.99837285751,1.9983729,-5.4896921453106984e-08
1 mit opencourseware,B,Phrase match,-0.0,2.1315011943099997,2.1315017,-4.803420998733543e-07
1 mit opencourseware,B,Broad match,0.0,1.3854993616099998,1.3854994,3.4328146991668973e-09
5 day generative ai course google,USA,Exact match,0.0,0.8834550772100003,0.8834553,-1.992792575400415e-07
5 day generative ai course google,USA,Phrase match,0.0,1.4013368841099998,1.4013371,-2.626490334112219e-07
5 day generative ai course google,USA,Broad match,0.0,1.80324901441,1.8032494,-3.447208594131723e-07
5 day generative ai course google,A,Exact match,0.0,0.9991003592100002,0.99910057,-2.0670033917813413e-07
5 day generative ai course google,A,Phrase match,0.0,1.5169821661100003,1.5169826,-3.892794040449843e-07
5 day generative ai course google,A,Broad match,0.0,1.9188942964100002,1.9188945,-2.329326511674168e-07
5 day generative ai course google,B,Exact match,0.0,1.29834356901,1.2983437,-8.943726559351717e-08
5 day generative ai course google,B,Phrase match,0.0,1.8162253759100002,1.8162255,-1.5280704079856378e-07
5 day generative ai course google,B,Broad match,0.0,2.2181375062099997,2.218138,-4.732974465682105e-07
admissions mit edu,USA,Exact match,0.0,1.64534302351,1.6453428,1.9666673822804626e-07
admissions mit edu,USA,Phrase match,0.0,1.77847136031,1.7784715,-1.095691504193752e-07
admissions mit edu,USA,Broad match,0.0,1.0324695276099995,1.0324694,1.3578718460749428e-07
admissions mit edu,A,Exact match,0.0,1.7609883055099995,1.7609881,1.8924565625688672e-07
admissions mit edu,A,Phrase match,0.0,1.8941166423100002,1.8941166,2.2190578263803218e-09
admissions mit edu,A,Broad match,0.0,1.1481148096100005,1.1481147,1.2836610396860237e-07
admissions mit edu,B,Exact match,0.0,2.5347239912099995,2.534724,-5.906089395324443e-09
admissions mit edu,B,Phrase match,0.0,2.66785232801,2.6678524,-7.37233984970942e-08
admissions mit edu,B,Broad match,0.0,1.9218504953099995,1.9218502,2.9084222608055654e-07
adobe generative ai content creation course,USA,Exact match,0.0,0.2878952715100009,0.28789532,-5.033600741777278e-08
adobe generative ai content creation course,USA,Phrase match,0.0,0.4210236083099997,0.42102364,-2.8746351021791128e-08
adobe generative ai content creation course,USA,Broad match,0.0,0.8229357386099999,0.8229358,-8.101585458053506e-08
adobe generative ai content creation course,A,Exact match,0.0,0.40354055350999984,0.40354064,-8.755941238725029e-08
adobe generative ai content creation course,A,Phrase match,0.0,0.5366688903099995,0.53666896,-6.596975510309022e-08
adobe generative ai content creation course,A,Broad match,0.0,0.9385810206100001,0.9385811,-8.843693588556079e-08
adobe generative ai content creation course,B,Exact match,0.0,0.43137237321,0.4313725,-1.202954779122578e-07
adobe generative ai content creation course,B,Phrase match,0.0,0.5645007100100002,0.5645008,-9.870582007298623e-08
adobe generative ai content creation course,B,Broad match,0.0,0.96641284031,0.966413,-1.8077764651902584e-07
adobe generative ai course,USA,Exact match,0.0,0.25299569350999995,0.25299582,-1.253433783432456e-07
adobe generative ai course,USA,Phrase match,0.0,0.6082590642099996,0.60825914,-7.723516026736377e-08
adobe generative ai course,USA,Broad match,0.0,1.0101711945099996,1.0101714,-2.189116312667494e-07
adobe generative ai course,A,Exact match,0.0,0.36864097550999975,0.36864117,-1.9236910486775116e-07
adobe generative ai course,A,Phrase match,0.0,0.72390434621,0.72390443,-8.465624146136719e-08
adobe generative ai course,A,Broad match,0.0,1.1258164765100003,1.1258166,-1.0712342257690466e-07
adobe generative ai course,B,Exact match,0.0,0.4820036872100003,0.4820039,-2.102185122643263e-07
adobe generative ai course,B,Phrase match,0.0,0.8372670579100002,0.83726716,-1.0250564919100924e-07
adobe generative ai course,B,Broad match,0.0,1.2391791882100003,1.2391794,-1.8457747530398194e-07
advanced generative ai course,USA,Phrase match,0.0,0.32526596551,0.3252659,5.1308263526728126e-08
advanced generative ai course,USA,Broad match,0.0,0.7271780958099999,0.72717834,-2.3937981941113406e-07
advanced generative ai course,A,Exact match,0.0,0.0856478768100002,0.08564805,-1.755843899026166e-07
advanced generative ai course,A,Phrase match,0.0,0.4409112475100005,0.44091126,-1.5717462276132466e-08
advanced generative ai course,A,Broad match,0.0,0.8428233778100003,0.8428236,-2.468009006051375e-07
advanced generative ai course,B,Exact match,0.0,0.1990105885100006,0.19901073,-1.4127973327338061e-07
advanced generative ai course,B,Phrase match,0.0,0.55427395921,0.55427396,-3.764548339724172e-09
advanced generative ai course,B,Broad match,0.0,0.95618608951,0.9561862,-8.583637456371918e-08
advanced generative ai courses,A,Broad match,0.0,0.028344596510000323,0.028344654,-5.703680982724335e-08
advanced generative ai courses,B,Broad match,0.0,0.14170730820999994,0.14170738,-6.743563757405369e-08
agentic ai course mit,USA,Exact match,0.0,0.5685146994100003,0.5685147,-5.294284344259381e-09
agentic ai course mit,USA,Phrase match,0.0,0.9237780701099999,0.923778,7.261625600829547e-08
agentic ai course mit,USA,Broad match,0.0,1.0571118055099997,1.0571119,-5.381159451367523e-08
agentic ai course mit,A,Exact match,0.0,0.68415998141,0.68416023,-2.511339453059591e-07
agentic ai course mit,A,Phrase match,0.0,1.0394233521100003,1.0394235,-1.1361875951187983e-07
agentic ai course mit,A,Broad match,0.0,1.1727570875100002,1.1727571,-6.123267559665635e-08
agentic ai course mit,B,Exact match,0.0,0.6343123100099999,0.63431245,-1.4087577282495545e-07
agentic ai course mit,B,Phrase match,0.0,0.9895756807100002,0.9895759,-2.4177916602141636e-07
agentic ai course mit,B,Broad match,0.0,1.12290941611,1.1229094,-1.0579148002065608e-08
ai,USA,Exact match,0.0,0.47446570630999996,0.4744657,8.30623103631467e-09
ai,USA,Phrase match,0.0,0.5098012280099997,0.5098012,1.9037068810234814e-08
ai,USA,Broad match,0.0,0.31320508241000056,0.31320515,-7.034001470174189e-08
ai,A,Exact match,0.0,0.5901109883100006,0.5901109,9.02921173384641e-08
ai,A,Phrase match,0.0,0.6254465100100004,0.62544656,-4.7988656826092324e-08
ai,A,Broad match,0.0,0.42885036441000024,0.42885038,-1.8156451786488503e-08
ai,B,Exact match,0.0,0.7261438150100002,0.72614384,-2.196509740759467e-08
ai,B,Phrase match,0.0,0.7614793367099999,0.76147926,7.817270741838911e-08
ai,B,Broad match,0.0,0.5648831911100001,0.5648831,7.820259040336452e-08
ai and career empowerment university of maryland,USA,Exact match,0.0,0.2150508522100003,0.21505061,2.442903073163194e-07
ai and career empowerment university of maryland,USA,Phrase match,0.0,0.5703142229099999,0.57031405,1.7318923573039768e-07
ai and career empowerment university of maryland,USA,Broad match,0.0,0.8597291422100001,0.8597293,-1.4779854484725519e-07
ai and career empowerment university of maryland,A,Exact match,0.0,0.3306961342100002,0.33069608,5.8055291352054894e-08
ai and career empowerment university of maryland,A,Phrase match,0.0,0.6859595049099994,0.6859595,-1.3045780677956031e-08
ai and career empowerment university of maryland,A,Broad match,0.0,0.9753744242100001,0.9753746,-1.5521962637432551e-07
ai and career empowerment university of maryland,B,Exact match,0.0,0.28084846281000003,0.28084853,-7.010511532401509e-08
ai and career empowerment university of maryland,B,Phrase match,0.0,0.6361118335100003,0.63611186,-2.1996896637510588e-08
ai and career empowerment university of maryland,B,Broad match,0.0,0.9255267528100001,0.92552674,1.4643190993091082e-08
ai and generative ai course,USA,Phrase match,0.0,0.007204729609999315,0.007204718,1.1653515950837967e-08
ai and generative ai course,USA,Broad match,0.0,0.40911685990999974,0.409117,-1.5330601893515095e-07
ai and generative ai course,A,Broad match,0.0,0.3871677587100002,0.38716784,-8.248605998240066e-08
ai and generative ai course,B,Phrase match,0.0,0.12128845510999958,0.12128854,-8.286912639432487e-08
ai and generative ai course,B,Broad match,0.0,0.52320058541,0.5232007,-1.0533630734332888e-07
ai and machine learning courses,USA,Broad match,0.0,2.18367773331,2.1836782,-4.168670018067644e-07
ai and machine learning courses,A,Phrase match,0.0,0.09449125231000073,0.09449133,-8.04593931896802e-08
ai and machine learning courses,A,Broad match,0.0,2.2993230153099997,2.299323,-6.666021512558018e-08
ai and machine learning courses,B,Phrase match,0.0,0.23052407901000085,0.23052412,-4.370499548378426e-08
ai and machine learning courses,B,Broad match,0.0,2.43535584201,2.435356,-5.970813976574618e-08
ai animation generator course,B,Broad match,0.0,0.03861761960999979,0.038617752,-1.3288242803333183e-07
ai animation video generator course,USA,Broad match,0.0,0.09278019500999964,0.09278033,-1.3427705251867206e-07
ai animation video generator course,A,Broad match,0.0,0.2084254770099995,0.20842554,-5.974174763223594e-08
ai animation video generator course,B,Broad match,0.0,0.2362572967100005,0.23625739,-9.247781229682062e-08
ai art generator course,B,Broad match,0.0,0.03861761961000028,0.038617752,-1.3288242754760926e-07
ai article generator,USA,Exact match,0.0,1.05921748301,1.0592177,-2.08411508717532e-07
ai article generator,USA,Phrase match,0.0,1.4144808537100002,1.4144812,-3.093149021360375e-07
ai article generator,USA,Broad match,0.0,2.13840646601,2.1384068,-2.87530038889372e-07
ai article generator,A,Exact match,0.0,1.0372683818100001,1.0372685,-1.3759155015335978e-07
ai article generator,A,Phrase match,0.0,1.3925317525099996,1.392532,-2.384949442379991e-07
ai article generator,A,Broad match,0.0,2.11645736481,2.1164577,-3.3591937009802564e-07
ai article generator,B,Exact match,0.0,0.98742071041,0.98742086,-1.4654266722313736e-07
ai article generator,B,Phrase match,0.0,1.34268408111,1.3426841,-6.86321264264933e-08
ai article generator,B,Broad match,0.0,2.066609693410001,2.0666099,-1.6605655162038602e-07
ai automation course,USA,Exact match,0.0,1.3802014618099994,1.3802011,3.605068987777571e-07
ai automation course,USA,Phrase match,0.0,1.7354648325099997,1.7354648,2.118492647973369e-08
ai automation course,USA,Broad match,0.0,2.02487975181,2.0248802,-4.1901214364870043e-07
ai automation course,A,Exact match,0.0,1.49584674381,1.4958465,2.3387652836603934e-07
ai automation course,A,Phrase match,0.0,1.8511101145099997,1.8511097,3.713917136050071e-07
ai automation course,A,Broad match,0.0,2.14052503381,2.1405253,-3.072239356249895e-07
ai automation course,B,Exact match,0.0,1.7950899536099996,1.7950895,4.7034889116837064e-07
ai automation course,B,Phrase match,0.0,2.1503533243099997,2.1503532,1.3102691864830263e-07
ai automation course,B,Broad match,0.0,2.4397682436100006,2.4397686,-3.091701508139977e-07
ai boot camp,USA,Exact match,0.0,0.7106907076099999,0.7106908,-8.876527479717566e-08
ai boot camp,USA,Phrase match,0.0,0.8438190444100004,0.84381896,8.183599531363939e-08
ai boot camp,USA,Broad match,0.0,1.2457311747100002,1.2457312,-5.984047590779085e-08
ai boot camp,A,Exact match,0.0,0.82633598961,0.82633615,-1.5579100098861431e-07
ai boot camp,A,Phrase match,0.0,0.9594643264099999,0.9594645,-1.6400366587010495e-07
ai boot camp,A,Broad match,0.0,1.36137645671,1.3613765,-6.726155765690578e-08
ai boot camp,B,Exact match,0.0,0.8768379243100001,0.87683815,-2.233302281995364e-07
ai boot camp,B,Phrase match,0.0,1.0099662611100002,1.0099665,-2.3154289285898244e-07
