Keyword,Region,Match type,Optimal Cost,Gurobi Pred,Actual Model Pred,Diff
1 mit opencourseware,USA,Broad match,0.0,0.1634659931000005,0.16346648,-4.902545679696946e-07
1 mit opencourseware,A,Broad match,0.0,0.6415227922500006,0.6415232,-3.9014211972165924e-07
1 mit opencourseware,B,Exact match,0.0,0.03842557085000009,0.038425267,3.0410729379148904e-07
1 mit opencourseware,B,Phrase match,0.0,0.12012711784999985,0.12012681,3.041998686281744e-07
1 mit opencourseware,B,Broad match,0.0,0.8362236894500004,0.83622414,-4.492867244909604e-07
5 day generative ai course google,USA,Exact match,0.0,0.33780810988999965,0.3378077,4.247532046086633e-07
5 day generative ai course google,USA,Phrase match,0.0,0.5241594406900002,0.5241591,3.668603493212075e-07
5 day generative ai course google,USA,Broad match,0.0,1.0358797322900006,1.0358802,-4.757254412623979e-07
5 day generative ai course google,A,Exact match,0.0,0.6114886290399998,0.61148834,2.867548435370182e-07
5 day generative ai course google,A,Phrase match,0.0,0.79783995984,0.79783964,3.182689550795814e-07
5 day generative ai course google,A,Broad match,0.0,1.5139365314400002,1.5139369,-3.4581067120953435e-07
5 day generative ai course google,B,Exact match,0.0,0.8061895262400002,0.80618924,2.8721488420924146e-07
5 day generative ai course google,B,Phrase match,0.0,0.99254085704,0.99254054,3.187289953077155e-07
5 day generative ai course google,B,Broad match,0.0,1.7086374286400006,1.7086376,-1.665366962111392e-07
academy lms course content ai generator addon,USA,Exact match,0.0,0.10303964379000086,0.10303931,3.344075621969367e-07
academy lms course content ai generator addon,USA,Phrase match,0.0,0.18474119079000062,0.18474087,3.1959897583977437e-07
academy lms course content ai generator addon,USA,Broad match,0.0,0.8042681383900003,0.8042682,-4.2934004795824876e-08
academy lms course content ai generator addon,A,Exact match,0.0,0.37672016294000066,0.37671986,3.007173291491583e-07
academy lms course content ai generator addon,A,Phrase match,0.0,0.45842170994000087,0.45842138,3.3061222681762814e-07
academy lms course content ai generator addon,A,Broad match,0.0,1.2823249375400012,1.2823248,1.4658541136469694e-07
academy lms course content ai generator addon,B,Exact match,0.0,2.931558372140001,2.9315584,1.5497909622297357e-09
academy lms course content ai generator addon,B,Phrase match,2.6,6.493506632840001,6.4935055,1.1549347274097954e-06
academy lms course content ai generator addon,B,Broad match,0.0,3.8371631467400005,3.8371623,8.904991557479036e-07
adobe generative ai content creation course,USA,Exact match,0.0,0.2989113704900006,0.29891095,4.248360851999422e-07
adobe generative ai content creation course,USA,Phrase match,0.0,0.4852627012900005,0.4852623,3.967455516340479e-07
adobe generative ai content creation course,USA,Broad match,0.0,0.6543719178900003,0.65437186,6.024687282391028e-08
adobe generative ai content creation course,A,Exact match,0.0,0.5725918896400007,0.5725915,4.0604701367907836e-07
adobe generative ai content creation course,A,Phrase match,0.0,0.7589432204400007,0.7589428,4.37561124999597e-07
adobe generative ai content creation course,A,Broad match,0.0,1.132428717040001,1.1324285,1.9016164398699686e-07
adobe generative ai content creation course,B,Exact match,0.0,0.7672927868400004,0.7672924,4.065070535741455e-07
adobe generative ai content creation course,B,Phrase match,0.0,0.9536441176400003,0.9536436,4.976258096700548e-07
adobe generative ai content creation course,B,Broad match,0.0,1.3271296142400002,1.3271292,3.69435617875169e-07
adobe generative ai course,USA,Exact match,0.0,0.6099207258899999,0.6099203,4.0299494985518436e-07
adobe generative ai course,USA,Phrase match,0.0,0.7962720566899999,0.79627174,3.1529977162492173e-07
adobe generative ai course,USA,Broad match,0.0,1.3079923482900002,1.3079928,-4.6768137429431533e-07
adobe generative ai course,A,Exact match,0.0,0.8836012450400003,0.88360095,2.947989113932792e-07
adobe generative ai course,A,Phrase match,0.0,1.06995257584,1.0699521,4.4552231193151215e-07
adobe generative ai course,A,Broad match,0.0,1.78604914744,1.7860495,-3.3776660401940717e-07
adobe generative ai course,B,Exact match,0.0,1.0783021422399999,1.0783017,4.740728856145182e-07
adobe generative ai course,B,Phrase match,0.0,1.2646534730399999,1.264653,5.055869969350368e-07
adobe generative ai course,B,Broad match,0.0,1.9807500446400002,1.9807506,-5.161204978954004e-07
advanced generative ai course,USA,Exact match,0.0,0.29066954589000016,0.2906691,4.3249240189169313e-07
advanced generative ai course,USA,Phrase match,0.0,0.9654225726899996,0.9654222,3.596124544813506e-07
advanced generative ai course,USA,Broad match,0.0,1.4771428642900002,1.4771434,-5.425779807666231e-07
advanced generative ai course,A,Exact match,0.0,0.5643500650400003,0.56434965,4.137033303708293e-07
advanced generative ai course,A,Phrase match,0.0,1.23910309184,1.2391026,4.898349950099856e-07
advanced generative ai course,A,Broad match,0.0,1.9551996634400002,1.9552,-2.934539207188891e-07
advanced generative ai course,B,Exact match,0.0,0.7590509622399998,0.7590505,4.7376801493026477e-07
advanced generative ai course,B,Phrase match,0.0,1.4338039890399998,1.4338034,5.498996800135103e-07
advanced generative ai course,B,Broad match,0.0,2.149900560640001,2.1499012,-5.910171037015743e-07
advanced generative ai courses,USA,Exact match,0.0,1.7019586455900007,1.7019585,1.0848825504616855e-07
advanced generative ai courses,USA,Phrase match,0.0,1.8883099763900002,1.8883098,1.4000236592259796e-07
advanced generative ai courses,USA,Broad match,0.0,1.7213495789900006,1.7213495,1.0122205629237158e-07
advanced generative ai courses,A,Exact match,0.0,1.975639164740001,1.9756389,2.983154403501942e-07
advanced generative ai courses,A,Phrase match,0.0,2.16199049554,2.1619904,9.14109716809719e-08
advanced generative ai courses,A,Broad match,0.0,2.1994063781400004,2.1994061,2.3113682656727974e-07
advanced generative ai courses,B,Exact match,0.0,2.170340061940001,2.1703398,2.3917083602498224e-07
advanced generative ai courses,B,Phrase match,0.0,2.35669139274,2.3566911,2.7068494645732244e-07
advanced generative ai courses,B,Broad match,0.0,2.3941072753400006,2.394107,1.7199222224206778e-07
agentic ai course mit,USA,Exact match,0.0,0.37492264839000033,0.37492225,4.026491098318985e-07
agentic ai course mit,USA,Phrase match,0.0,0.5612739791900007,0.5612736,4.043608990977887e-07
agentic ai course mit,USA,Broad match,0.0,1.0729942707900006,1.0729947,-4.382248919299059e-07
agentic ai course mit,A,Exact match,0.0,0.6486031675399997,0.6486028,3.8386003753387854e-07
agentic ai course mit,A,Phrase match,0.0,0.8349544983399998,0.8349541,4.1537414896541947e-07
agentic ai course mit,A,Broad match,0.0,1.5510510699400006,1.5510514,-3.083101214329531e-07
agentic ai course mit,B,Exact match,0.0,0.8433040647400003,0.8433036,4.4392472320353704e-07
agentic ai course mit,B,Phrase match,0.0,1.0296553955399996,1.0296549,5.350434786333125e-07
agentic ai course mit,B,Broad match,0.0,1.7457519671400004,1.7457523,-3.674547262022543e-07
ai,USA,Exact match,0.0,0.33278727969,0.3327869,3.918058599783336e-07
ai,USA,Phrase match,0.0,0.41448882668999976,0.4144884,4.2170075720271427e-07
ai,USA,Broad match,0.0,0.5835980432899998,0.583598,2.5597433839230632e-08
ai,A,Exact match,0.0,0.6064677988400001,0.6064674,3.7301678845746977e-07
ai,A,Phrase match,0.0,0.6881693458400008,0.68816894,4.0291168657002885e-07
ai,A,Broad match,0.0,1.0616548424400003,1.0616547,1.5551220489129491e-07
ai,B,Exact match,0.0,0.8011686960399999,0.8011683,3.7347682846355923e-07
ai,B,Phrase match,0.0,0.8828702430400007,0.88286984,4.033717267981629e-07
ai,B,Broad match,0.0,1.2563557396400002,1.2563555,2.155768898948196e-07
ai and career empowerment university of maryland,USA,Exact match,0.0,0.5959438387900005,0.5959439,-8.897489212067455e-08
ai and career empowerment university of maryland,USA,Phrase match,0.0,0.6776453857900002,0.6776452,1.793385842052686e-07
ai and career empowerment university of maryland,USA,Broad match,0.0,0.8532960633900002,0.8532966,-5.145404502471251e-07
ai and career empowerment university of maryland,A,Exact match,0.0,0.8696243579400007,0.8696245,-1.375662859182114e-07
ai and career empowerment university of maryland,A,Phrase match,0.0,0.9513259049400005,0.9513257,1.9035183518312238e-07
ai and career empowerment university of maryland,A,Broad match,0.0,1.3313528625400004,1.3313534,-5.634396138542996e-07
ai and career empowerment university of maryland,B,Exact match,0.0,1.0643252551400002,1.0643252,4.170768819200532e-08
ai and career empowerment university of maryland,B,Phrase match,0.0,1.1460268021400004,1.1460265,3.100211649620377e-07
ai and career empowerment university of maryland,B,Broad match,0.0,1.5260537597400001,1.5260541,-3.841656395220383e-07
ai and generative ai course,USA,Exact match,0.0,0.6963255965899999,0.69632536,2.3486133171601864e-07
ai and generative ai course,USA,Phrase match,0.0,0.8826769273899999,0.88267666,2.6637544303653726e-07
ai and generative ai course,USA,Broad match,0.0,1.0517861439900003,1.0517861,7.888837671998772e-08
ai and generative ai course,A,Exact match,0.0,0.9700061157399998,0.9700058,3.0547922713619613e-07
ai and generative ai course,A,Phrase match,0.0,1.1563574465400006,1.156357,3.965979840092615e-07
ai and generative ai course,A,Broad match,0.0,1.5298429431400005,1.5298429,8.959385788820384e-08
ai and generative ai course,B,Exact match,0.0,1.1647070129400008,1.1647066,4.2514855791431216e-07
ai and generative ai course,B,Phrase match,0.0,1.3510583437400006,1.3510579,4.566626690127862e-07
ai and generative ai course,B,Broad match,0.0,1.7245438403400013,1.7245438,3.04492542291257e-08
ai and machine learning courses,USA,Exact match,0.0,0.9106724355900003,0.9106722,2.47784824547459e-07
ai and machine learning courses,USA,Phrase match,0.0,1.0970237663900002,1.0970234,3.9850822530773655e-07
ai and machine learning courses,USA,Broad match,0.0,3.4637129133900006,3.4637122,6.979664166628652e-07
ai and machine learning courses,A,Exact match,0.0,1.1843529547400002,1.1843525,4.376120095184177e-07
ai and machine learning courses,A,Phrase match,0.0,1.37070428554,1.3707038,4.6912612061689174e-07
ai and machine learning courses,A,Broad match,0.0,3.94176971254,3.9417682,1.5431369240204162e-06
ai and machine learning courses,B,Exact match,0.0,1.3790538519400002,1.3790534,4.976766945219424e-07
ai and machine learning courses,B,Phrase match,0.0,1.5654051827400002,1.5654047,5.29190805842461e-07
ai and machine learning courses,B,Broad match,0.0,4.13647060974,4.136469,1.7224108983526776e-06
ai animation generator course,USA,Exact match,0.0,0.6302609331900004,0.6302607,2.272421244509104e-07
ai animation generator course,USA,Phrase match,0.0,0.7119624801900006,0.7119623,1.9753237734398965e-07
ai animation generator course,USA,Broad match,0.0,0.8810716967900005,0.8810717,1.0045310583350897e-08
ai animation generator course,A,Exact match,0.0,0.9039414523400005,0.90394115,2.978600199821102e-07
ai animation generator course,A,Phrase match,0.0,0.9856429993400002,0.9856426,3.873595619818815e-07
ai animation generator course,A,Broad match,0.0,1.3591284959400003,1.3591282,2.591693704090403e-07
ai animation generator course,B,Exact match,0.0,1.09864234954,1.0986419,4.771339940923269e-07
ai animation generator course,B,Phrase match,0.0,1.1803438965400004,1.1803434,5.070288919828414e-07
ai animation generator course,B,Broad match,0.0,1.5538293931400007,1.5538292,2.0002476630587296e-07
ai animation video generator course,USA,Exact match,0.0,0.31297603619000003,0.31297556,4.805316595746234e-07
ai animation video generator course,USA,Phrase match,0.0,0.4993273669900008,0.49932697,3.928364821215169e-07
ai animation video generator course,USA,Broad match,0.0,0.6684365835900007,0.6684365,5.633780342240158e-08
ai animation video generator course,A,Exact match,0.0,0.5866565553399999,0.5866563,2.829286535055431e-07
ai animation video generator course,A,Phrase match,0.0,0.7730078861400003,0.7730076,3.144427651591286e-07
ai animation video generator course,A,Broad match,0.0,1.14649338274,1.1464932,1.8625257314219823e-07
ai animation video generator course,B,Exact match,0.0,0.7813574525400004,0.78135717,2.8338869428878866e-07
ai animation video generator course,B,Phrase match,1.1199999805728815,1.4400686753400007,1.440068,6.688244977848257e-07
ai animation video generator course,B,Broad match,1.1199999805728567,2.0507789929400007,2.0507784,6.039629498744148e-07
ai art generation course,USA,Exact match,0.0,2.3603705155900014,2.36037,5.948594106186533e-07
