Keyword,Region,Match type,Optimal Cost,Gurobi Pred,Actual Model Pred,Diff
1 mit opencourseware,B,Exact match,39.249999061491636,43.4346368577,43.434635,1.695346483643334e-06
1 mit opencourseware,B,Phrase match,39.249999061491636,46.547371561700004,46.547375,-3.163641792980343e-06
1 mit opencourseware,B,Broad match,39.249999061491636,49.599470576600005,49.59947,2.345398833369927e-06
5 day generative ai course google,USA,Exact match,0.0,0.23149213278999964,0.23149203,1.0514965692598466e-07
5 day generative ai course google,USA,Phrase match,0.0,0.5145484501900002,0.5145485,-3.0320711497111574e-08
5 day generative ai course google,USA,Broad match,0.0,1.3118554410899996,1.3118553,1.2492789025486672e-07
5 day generative ai course google,A,Exact match,0.0,0.2287748467900001,0.22877479,6.079451669860347e-08
5 day generative ai course google,A,Phrase match,0.0,0.5118311641900002,0.5118312,-5.977469097473431e-08
5 day generative ai course google,A,Broad match,0.0,1.30913815509,1.3091381,9.54739112213332e-08
5 day generative ai course google,B,Phrase match,6.390000161029436,5.67262078919,5.6726203,4.927117283060056e-07
5 day generative ai course google,B,Broad match,6.390000161029426,7.688201866090002,7.6882005,1.3923046013886164e-06
academy lms course content ai generator addon,USA,Exact match,0.0,0.14945385449999982,0.14945403,-1.729143220829954e-07
academy lms course content ai generator addon,USA,Phrase match,0.0,0.43251017189999974,0.4325103,-1.1466959559669476e-07
academy lms course content ai generator addon,USA,Broad match,0.0,0.8845141638,0.8845142,-4.880833737175294e-08
academy lms course content ai generator addon,A,Exact match,0.0,0.1467365685,0.14673677,-2.0236830139408468e-07
academy lms course content ai generator addon,A,Phrase match,0.0,0.4297928859000003,0.42979303,-1.44123574519206e-07
academy lms course content ai generator addon,A,Broad match,13.319999966238665,11.08915184546,11.089152,-4.906606054788654e-07
academy lms course content ai generator addon,B,Exact match,10.129999952204308,10.7584345648,10.758436,-1.6382029297545841e-06
academy lms course content ai generator addon,B,Phrase match,15.480000451139416,15.763348927200001,15.76335,-6.058810537723502e-07
academy lms course content ai generator addon,B,Broad match,15.480000451139436,20.0416243831,20.041624,3.138861330853615e-07
admissions mit edu,USA,Exact match,0.0,0.74295444189,0.74295485,-4.083068383398114e-07
