Keyword,Region,Match type,Optimal Cost,Gurobi Pred,Actual Model Pred,Diff
1 mit opencourseware,A,Exact match,0.0,0.14615582311999956,0.14615615,-3.240023835615613e-07
1 mit opencourseware,A,Phrase match,0.0,0.3564692771199994,0.3564697,-4.136797137621606e-07
1 mit opencourseware,A,Broad match,42.55999886054008,34.50188486770001,34.50188,4.221948053384494e-06
1 mit opencourseware,B,Exact match,42.55999886054008,39.198898835200005,39.198895,4.334467583078094e-06
1 mit opencourseware,B,Phrase match,42.55999886054008,41.735837818200004,41.735832,5.6038445350736765e-06
1 mit opencourseware,B,Broad match,42.55999886054008,43.9614842994,43.96148,5.1123882798265186e-06
5 day generative ai course google,USA,Exact match,0.0,0.45521734119999946,0.45521754,-1.990641301796714e-07
5 day generative ai course google,USA,Phrase match,0.0,0.8671699185929999,0.8671703,-3.5566466005665376e-07
5 day generative ai course google,USA,Broad match,0.0,1.6365945105999993,1.6365948,-2.617388679126975e-07
5 day generative ai course google,A,Phrase match,0.0,0.396406492593,0.39640695,-4.5597343678593916e-07
5 day generative ai course google,A,Broad match,0.0,1.3887944551999993,1.3887947,-2.0536823797101533e-07
5 day generative ai course google,B,Exact match,2.8999998970466616,2.5815312935002526,2.581531,2.456792076444003e-07
5 day generative ai course google,B,Phrase match,2.8999998970463707,2.993483870893,2.993484,-1.4934015446499416e-07
5 day generative ai course google,B,Broad match,10.239999719241133,12.222136347,12.222137,-1.1041718757098806e-06
academy lms course content ai generator addon,USA,Phrase match,0.0,0.5711682832099995,0.57116866,-3.7790755424982336e-07
academy lms course content ai generator addon,USA,Broad match,0.0,0.36213080440999956,0.3621311,-2.8456209211213945e-07
academy lms course content ai generator addon,A,Phrase match,10.239999719241132,8.049421330609999,8.049423,-1.8871634388517577e-06
academy lms course content ai generator addon,A,Broad match,10.239999719238371,8.67467064681,8.674671,-5.262857030174928e-07
academy lms course content ai generator addon,B,Exact match,10.239999719241133,14.73116170701,14.731164,-2.27156666099404e-06
academy lms course content ai generator addon,B,Phrase match,10.239999719241133,16.167820402009998,16.167822,-1.4821452758440046e-06
academy lms course content ai generator addon,B,Broad match,10.239999719241135,16.79306971821,16.79307,-1.212675400097396e-07
admissions mit edu,USA,Exact match,0.0,0.7770646958199996,0.77706504,-3.4286103067771023e-07
admissions mit edu,USA,Phrase match,0.0,1.189017273213,1.1890177,-3.8025227100391135e-07
admissions mit edu,USA,Broad match,0.0,1.3281428215199997,1.328143,-1.790827224290581e-07
admissions mit edu,A,Exact match,0.0,0.7146023624199999,0.7146026,-2.2718723891035353e-07
admissions mit edu,A,Phrase match,0.0,1.126554939813,1.1265556,-6.222063482219653e-07
admissions mit edu,A,Broad match,0.0,1.5750654751199997,1.5750657,-2.5688225857578573e-07
admissions mit edu,B,Exact match,8.800000430087183,10.74180115662,10.741802,-1.0589561725282692e-06
admissions mit edu,B,Phrase match,8.80000043008718,11.153753734013,11.153754,-5.003009651005641e-07
admissions mit edu,B,Broad match,8.80000043008717,13.43523169632,13.435232,-4.6615558524365497e-07
adobe generative ai content creation course,USA,Exact match,0.0,0.9029091683099999,0.9029096,-4.085828528843649e-07
adobe generative ai content creation course,USA,Phrase match,0.0,1.3148617457029996,1.314862,-2.6716015955052796e-07
adobe generative ai content creation course,USA,Broad match,0.0,1.4539872940099996,1.4539874,-6.599061075363011e-08
adobe generative ai content creation course,A,Exact match,0.0,1.12669415911,1.1266944,-2.8173167487821615e-07
adobe generative ai content creation course,A,Phrase match,0.0,1.5386467365029999,1.5386469,-1.9991362609772523e-07
adobe generative ai content creation course,A,Broad match,0.0,1.9871572718099997,1.9871573,-7.300811555310815e-08
adobe generative ai content creation course,B,Exact match,8.800000430087184,9.29831800524,9.298318,9.599927786041462e-08
adobe generative ai content creation course,B,Phrase match,8.800000430087184,9.710270582633,9.710272,-1.252694149300737e-06
adobe generative ai content creation course,B,Broad match,8.80000043008718,11.991748544939998,11.99175,-1.2185487712201848e-06
adobe generative ai course,USA,Exact match,0.0,0.7062666855899994,0.70626694,-2.540500457781647e-07
adobe generative ai course,USA,Phrase match,0.0,1.118219262983,1.1182196,-3.5104593076873414e-07
adobe generative ai course,USA,Broad match,0.0,1.8876438549899994,1.887644,-1.9751549373836497e-07
adobe generative ai course,A,Exact match,0.0,0.7302259685899997,0.73022634,-3.6931969882303406e-07
adobe generative ai course,A,Phrase match,0.0,1.1421785459829994,1.1421789,-3.4710629503997836e-07
adobe generative ai course,A,Broad match,0.0,2.1345665085900034,2.1345665,-3.689644678672721e-08
adobe generative ai course,B,Exact match,0.7800000001246628,1.0256585285899995,1.0256588,-3.173114897503382e-07
adobe generative ai course,B,Phrase match,2.0797253399429394e-06,1.2547447995323036,1.2547443,5.082267615641456e-07
adobe generative ai course,B,Broad match,10.239999719241114,12.219719118320002,12.21972,-7.684597829182849e-07
advanced generative ai course,USA,Exact match,0.0,0.6156149089899995,0.6156151,-2.204808257078028e-07
advanced generative ai course,USA,Phrase match,0.0,1.0275674863829998,1.0275679,-3.770813556958075e-07
advanced generative ai course,USA,Broad match,0.0,1.5036863716899997,1.5036867,-2.9479864771531084e-07
advanced generative ai course,A,Exact match,0.0,0.55315257559,0.5531529,-3.43225612819964e-07
advanced generative ai course,A,Phrase match,0.0,0.9651051529829999,0.96510553,-3.806168535902543e-07
advanced generative ai course,A,Broad match,0.0,1.7506090252899993,1.7506092,-1.3417960520456518e-07
advanced generative ai course,B,Exact match,2.8999998970463676,2.7182648393899997,2.7182646,2.596170505242412e-07
advanced generative ai course,B,Phrase match,2.8999998970463636,3.1302174167829997,3.1302176,-1.3540205889839285e-07
advanced generative ai course,B,Broad match,10.23999971924113,11.707662912989997,11.707664,-6.230817799490751e-07
advanced generative ai courses,USA,Exact match,0.0,1.5875766852099997,1.587577,-3.001491921672539e-07
advanced generative ai courses,USA,Phrase match,0.0,1.999529262603,1.9995296,-3.375404327154996e-07
advanced generative ai courses,USA,Broad match,0.0,1.8061498079099996,1.8061498,-3.24449198618737e-08
advanced generative ai courses,A,Exact match,0.0,1.52511435181,1.5251144,-6.526611073809363e-08
advanced generative ai courses,A,Phrase match,0.0,1.9370669292029998,1.9370673,-3.4107593083199106e-07
advanced generative ai courses,A,Broad match,8.800000430087183,8.98487054631,8.98487,5.89339785861398e-07
advanced generative ai courses,B,Exact match,8.800000430087184,11.55231314601,11.552315,-1.6122907808835407e-06
advanced generative ai courses,B,Phrase match,8.800000430087186,11.964265723403,11.964267,-1.0536355734558356e-06
advanced generative ai courses,B,Broad match,8.800000430087167,13.913238682709999,13.9132395,-7.96354942877997e-07
agentic ai course mit,USA,Exact match,0.0,0.4189566730000001,0.41895688,-2.02801086313098e-07
agentic ai course mit,USA,Phrase match,0.0,0.8309092503929996,0.8309097,-4.786109066845512e-07
agentic ai course mit,USA,Broad match,0.0,1.3070281357,1.3070283,-1.5790961915840285e-07
agentic ai course mit,A,Exact match,0.0,0.3564943395999994,0.35649467,-3.2554587464650453e-07
agentic ai course mit,A,Phrase match,0.0,0.7684469169929999,0.76844716,-2.4372782525539094e-07
agentic ai course mit,A,Broad match,0.0,1.5539507892999997,1.553951,-2.3570915552717508e-07
agentic ai course mit,B,Exact match,0.8600000285771544,0.9369726733999995,0.93697286,-1.8312160698918944e-07
agentic ai course mit,B,Phrase match,0.0,1.0045105899929998,1.0045109,-2.8952360175971137e-07
agentic ai course mit,B,Broad match,20.19999951616714,17.6933028266,17.693302,6.720589844633196e-07
ai,USA,Phrase match,0.0,0.6994361984899994,0.6994369,-7.045098785463111e-07
ai,A,Exact match,0.0,0.3805690630899996,0.3805693,-2.459062009574353e-07
ai,A,Phrase match,0.0,1.4732462990900002,1.473247,-7.52149013516501e-07
ai,A,Broad match,0.0,0.9835615712900001,0.98356175,-1.829366844674496e-07
ai,B,Exact match,8.800000430087183,8.580333078790002,8.580333,3.2274752115313277e-07
ai,B,Phrase match,8.800000430087183,9.67301031479,9.67301,4.423534765152226e-07
ai,B,Broad match,8.800000430087183,11.016293013990001,11.016294,-5.117057995107643e-07
