Keyword,Region,Match type,Optimal Cost,Gurobi Pred,Actual Model Pred,Diff
1 mit opencourseware,USA,Exact match,0.0,0.42294835450000046,0.42294836,-5.94311477808418e-09
1 mit opencourseware,USA,Phrase match,0.0,0.6321924564999999,0.6321925,-3.5985046498154816e-08
1 mit opencourseware,USA,Broad match,0.0,0.5564080052000002,0.5564081,-1.020807309792815e-07
1 mit opencourseware,A,Exact match,0.0,0.6614646350999998,0.6614647,-5.606210962127989e-08
1 mit opencourseware,A,Phrase match,0.0,0.8707087370999997,0.8707085,2.1191918309071411e-07
1 mit opencourseware,A,Broad match,0.0,0.7949242858000001,0.7949244,-9.259508049197507e-08
1 mit opencourseware,B,Exact match,0.0,0.7437310219,0.743731,1.8896439968330014e-11
1 mit opencourseware,B,Phrase match,0.0,0.9529751239000002,0.9529751,2.9581610272444436e-08
1 mit opencourseware,B,Broad match,0.0,0.8771906725999998,0.87719065,2.3090569900574565e-08
5 day generative ai course google,USA,Broad match,0.0,0.6540620597999999,0.6540621,-3.250422986322832e-08
5 day generative ai course google,A,Phrase match,0.0,0.23825329561899977,0.2382529,4.025287516640219e-07
5 day generative ai course google,A,Broad match,0.0,0.892578340400001,0.8925784,-8.262322293006719e-08
5 day generative ai course google,B,Phrase match,0.0,0.3205196824190002,0.32051948,2.0529001765190458e-07
5 day generative ai course google,B,Broad match,0.0,0.9748447272000004,0.9748448,-8.614686242136571e-08
academy lms course content ai generator addon,USA,Phrase match,0.0,0.11572715280000029,0.115727186,-3.340300264165208e-08
academy lms course content ai generator addon,A,Phrase match,0.0,1.0050364044000002,1.0050364,5.0335058787709386e-08
academy lms course content ai generator addon,A,Broad match,0.0,0.5917572185000003,0.5917572,4.019342070282761e-08
academy lms course content ai generator addon,B,Exact match,0.0,2.0188215302000003,2.0188212,2.907285647779645e-07
academy lms course content ai generator addon,B,Phrase match,0.0,3.4675200462000006,3.4675205,-4.29187572592582e-07
academy lms course content ai generator addon,B,Broad match,0.0,3.0542408603,3.0542407,1.5671723652133096e-07
admissions mit edu,USA,Exact match,0.0,0.5792197836000001,0.5792197,8.469405532451901e-08
