Keyword,Region,Match type,Optimal Cost,Gurobi Pred,Actual Model Pred,Diff
1 mit opencourseware,B,Broad match,0.0,0.24139773201999937,0.24139804,-3.044599505841461e-07
5 day generative ai course google,USA,Phrase match,0.0,0.21120830325999984,0.21120794,3.620854927000039e-07
5 day generative ai course google,USA,Broad match,0.0,1.3202079847600001,1.3202078,1.5051622570538825e-07
5 day generative ai course google,A,Phrase match,0.0,0.32758846005999953,0.32758808,3.787001362498543e-07
5 day generative ai course google,A,Broad match,0.0,1.4365881415600001,1.436588,9.26250636190673e-08
5 day generative ai course google,B,Phrase match,0.0,0.5997774187599998,0.59977704,3.7589424661810256e-07
5 day generative ai course google,B,Broad match,0.0,1.7087771002600003,1.708777,1.4942381865168386e-07
academy lms course content ai generator addon,B,Exact match,0.0,0.7992284852599996,0.79922825,2.342796223686605e-07
academy lms course content ai generator addon,B,Phrase match,0.0,1.7840727789599995,1.7840731,-3.354351421069879e-07
academy lms course content ai generator addon,B,Broad match,0.0,2.3067453844599997,2.3067455,-1.44714805028201e-07
admissions mit edu,USA,Phrase match,0.0,0.054758721150000245,0.054758698,2.340181604054692e-08
admissions mit edu,USA,Broad match,0.0,0.3402255214000003,0.3402258,-2.645706875803455e-07
admissions mit edu,A,Exact match,0.0,0.08586301194999989,0.08586296,5.50088721101849e-08
admissions mit edu,A,Phrase match,0.0,0.17113887794999982,0.17113885,2.5115298285527388e-08
admissions mit edu,A,Broad match,0.0,0.4566056781999994,0.456606,-3.224618505548449e-07
admissions mit edu,B,Exact match,0.0,0.29652348805000034,0.29652345,3.624488559283989e-08
admissions mit edu,B,Phrase match,0.0,0.5135914417499999,0.51359147,-2.6584198065116027e-08
admissions mit edu,B,Broad match,0.0,0.7990582419999996,0.7990586,-3.74161346794466e-07
adobe generative ai content creation course,USA,Broad match,0.0,0.28413666145999983,0.28413698,-3.1931201860402325e-07
adobe generative ai content creation course,A,Exact match,0.0,0.029774152009999666,0.029774223,-7.05129743483468e-08
