Keyword,Region,Match type,Optimal Cost,Gurobi Pred,Actual Model Pred,Diff
1 mit opencourseware,USA,Exact match,0.0,1.6587713669,1.6587714,-2.8783288641420768e-08
1 mit opencourseware,USA,Phrase match,0.0,1.3648475945,1.3648474,1.728538818746017e-07
1 mit opencourseware,USA,Broad match,0.0,0.6021633348000002,0.60216355,-2.184379148673088e-07
1 mit opencourseware,A,Exact match,0.0,1.9089715782599996,1.9089717,-8.902973425151117e-08
1 mit opencourseware,A,Phrase match,0.0,1.6150478058600002,1.6150476,2.3181672625938177e-07
1 mit opencourseware,A,Broad match,0.0,0.8523635461599999,0.8523638,-2.786843604773992e-07
1 mit opencourseware,B,Exact match,0.0,2.0731715938599997,2.0731716,-2.1740586220175828e-08
1 mit opencourseware,B,Phrase match,0.0,1.7792478214600003,1.7792476,1.7989658473993586e-07
1 mit opencourseware,B,Broad match,0.0,1.01656356176,1.0165639,-3.306045019968451e-07
5 day generative ai course google,USA,Exact match,0.0,0.53762766244,0.53762776,-9.415561152970042e-08
5 day generative ai course google,USA,Phrase match,0.0,0.7319435284400002,0.73194355,-1.928567727738084e-08
5 day generative ai course google,USA,Broad match,0.0,1.4510946777400007,1.4510947,-6.884965997322468e-08
5 day generative ai course google,A,Exact match,0.0,0.40417835279999964,0.40417853,-1.7717779882131524e-07
5 day generative ai course google,A,Phrase match,0.0,0.5984942187999998,0.59849423,-1.2900897461420868e-08
5 day generative ai course google,A,Broad match,0.0,1.3176453681,1.3176454,-6.24648803793093e-08
5 day generative ai course google,B,Exact match,0.0,0.5683783684000004,0.56837857,-1.9929561723142086e-07
5 day generative ai course google,B,Phrase match,0.0,0.7626942344,0.76269424,-5.216394094453847e-09
5 day generative ai course google,B,Broad match,0.0,1.4818453837000003,1.4818455,-1.1438502167671061e-07
academy lms course content ai generator addon,USA,Broad match,0.0,0.0153777558399999,0.015377637,1.188411080689511e-07
academy lms course content ai generator addon,A,Phrase match,0.0,0.0994450529000003,0.09944487,1.7926899978371047e-07
academy lms course content ai generator addon,A,Broad match,0.0,0.4850758942000001,0.4850757,1.8199602058732722e-07
academy lms course content ai generator addon,B,Exact match,1.319999970238035,3.4042024165,3.404203,-5.215798339897049e-07
academy lms course content ai generator addon,B,Phrase match,1.319999970238035,3.9320385905,3.9320388,-1.9352709967890291e-07
academy lms course content ai generator addon,B,Broad match,1.3199999702379694,4.3176694318,4.3176694,4.0167919657108087e-08
admissions mit edu,USA,Exact match,0.0,1.8077782455000002,1.8077785,-2.3216876199327885e-07
admissions mit edu,USA,Phrase match,0.0,1.5138544731,1.5138544,8.867769785148027e-08
admissions mit edu,USA,Broad match,0.0,0.7511702134,0.7511705,-3.0261409911247483e-07
admissions mit edu,A,Exact match,0.0,2.2774763838600003,2.2774768,-4.0370713838555616e-07
admissions mit edu,A,Phrase match,0.0,1.98355261146,1.9835523,2.747671898895021e-07
admissions mit edu,A,Broad match,0.0,1.2208683517600003,1.2208686,-2.3573389618114504e-07
admissions mit edu,B,Exact match,0.0,2.44167639946,2.4416766,-2.1720870124752878e-07
admissions mit edu,B,Phrase match,0.0,2.14775262706,2.1477523,3.4205633792083745e-07
admissions mit edu,B,Broad match,0.0,1.3850683673599997,1.3850687,-2.8765403836672476e-07
adobe generative ai content creation course,USA,Exact match,0.0,0.8985310963399996,0.8985311,1.704770224986163e-08
adobe generative ai content creation course,USA,Phrase match,0.0,1.0545917849399997,1.0545914,3.6762737765094755e-07
adobe generative ai content creation course,USA,Broad match,0.0,1.44022262624,1.4402225,1.2448523922792276e-07
adobe generative ai content creation course,A,Exact match,0.0,0.7650817866999999,0.76508176,2.343248284297772e-08
adobe generative ai content creation course,A,Phrase match,0.0,0.9211424752999997,0.92114216,3.144075131356061e-07
adobe generative ai content creation course,A,Broad match,0.0,1.3067733166,1.3067732,1.3087001948797194e-07
adobe generative ai content creation course,B,Exact match,0.0,0.9292818023000001,0.9292818,3.111698620994474e-08
adobe generative ai content creation course,B,Phrase match,0.0,1.0853424909,1.0853422,3.2209201661359543e-07
adobe generative ai content creation course,B,Broad match,2.6000000275053576,5.174009397200001,5.1740103,-8.795944328454652e-07
adobe generative ai course,USA,Exact match,0.0,0.3716381663400001,0.37163836,-1.9129931266848033e-07
adobe generative ai course,USA,Phrase match,0.0,0.6437484874399998,0.6437489,-3.919926784279326e-07
adobe generative ai course,USA,Broad match,0.0,1.02937932874,1.0293795,-1.582976587588547e-07
adobe generative ai course,A,Exact match,0.0,0.6218383777000002,0.6218387,-3.111504026653833e-07
adobe generative ai course,A,Phrase match,0.0,0.8939486988000004,0.89394915,-4.522391231498446e-07
adobe generative ai course,A,Broad match,0.0,1.2795795400999999,1.2795798,-2.185441041469005e-07
