Keyword,Region,Match type,Optimal Cost,Gurobi Pred,Actual Model Pred,Diff
1 mit opencourseware,USA,Broad match,0.0,0.016338707580000906,0.01633852,1.8782797530161877e-07
1 mit opencourseware,A,Phrase match,0.0,0.06862782377000089,0.06862772,1.0120864148144282e-07
1 mit opencourseware,A,Broad match,0.0,0.2001548200800006,0.20015456,2.6225586577388604e-07
1 mit opencourseware,B,Exact match,0.0,0.14803875657000073,0.14803855,2.0535864361792555e-07
1 mit opencourseware,B,Phrase match,0.0,0.34003646357000084,0.34003633,1.3096273154822313e-07
1 mit opencourseware,B,Broad match,0.0,0.47156345988000115,0.47156316,2.9946053703433506e-07
5 day generative ai course google,USA,Exact match,0.0,0.6590078721610005,0.6590077,1.440611775427314e-07
5 day generative ai course google,USA,Phrase match,0.0,0.8510055791610007,0.8510055,8.456642675014336e-08
5 day generative ai course google,USA,Broad match,0.0,1.8812683052710009,1.8812681,1.6161713123352683e-07
5 day generative ai course google,A,Exact match,0.0,0.8428239846610004,0.8428238,1.8123616518650465e-07
5 day generative ai course google,A,Phrase match,0.0,1.0348216916610014,1.0348215,1.8134605994646336e-07
5 day generative ai course google,A,Broad match,0.0,2.0650844177710006,2.0650842,1.9879211876627778e-07
5 day generative ai course google,B,Exact match,0.0,0.9538481185610006,0.95384794,1.7382451988900982e-07
5 day generative ai course google,B,Phrase match,0.0,1.1458458255610005,1.1458458,5.472512398796425e-08
5 day generative ai course google,B,Broad match,0.0,2.066575258571001,2.066575,2.0821699697748386e-07
academy lms course content ai generator addon,USA,Phrase match,0.0,0.09252321950000092,0.09252277,4.4933360382470866e-07
academy lms course content ai generator addon,A,Exact match,0.0,0.08434162500000063,0.08434108,5.460033423027033e-07
academy lms course content ai generator addon,A,Phrase match,0.0,0.27633933199999994,0.27633873,6.057178801865959e-07
academy lms course content ai generator addon,B,Exact match,0.0,2.6595429948000007,2.6595428,1.9580402899066485e-07
academy lms course content ai generator addon,B,Phrase match,0.0,2.8515407018000007,2.85154,6.131464362901795e-07
academy lms course content ai generator addon,B,Broad match,0.8599999701548233,3.0166396497800014,3.0166395,1.7872592428247458e-07
admissions mit edu,USA,Exact match,0.0,1.182127237391001,1.1821271,1.1928034426844647e-07
admissions mit edu,USA,Phrase match,0.0,1.374124944391001,1.3741248,1.7899488291561738e-07
admissions mit edu,USA,Broad match,0.0,1.6888966983710008,1.6888964,2.807532029081017e-07
admissions mit edu,A,Exact match,0.0,1.3659433498910005,1.3659432,1.564553315791528e-07
admissions mit edu,A,Phrase match,0.0,1.557941056891001,1.557941,9.696058111963168e-08
admissions mit edu,A,Broad match,0.0,1.8727128108710003,1.8727125,3.1792819021880803e-07
admissions mit edu,B,Exact match,0.0,1.3674341906910006,1.3674341,4.6670920017533035e-08
admissions mit edu,B,Phrase match,0.0,1.5594318976910007,1.5594319,-1.2823830886077303e-08
admissions mit edu,B,Broad match,0.0,1.8742036516710012,1.8742036,8.893448999458542e-08
adobe generative ai content creation course,USA,Exact match,0.0,0.6496236340610009,0.6496235,1.208392601537156e-07
adobe generative ai content creation course,USA,Phrase match,0.0,0.8416213410610007,0.8416212,1.2094915380345128e-07
adobe generative ai content creation course,USA,Broad match,0.0,1.3455693933710007,1.3455693,1.4040316620445026e-07
adobe generative ai content creation course,A,Exact match,0.0,0.8334397465610011,0.8334395,2.1761889290594638e-07
adobe generative ai content creation course,A,Phrase match,0.0,1.025437453561001,1.0254374,9.851949700490081e-08
adobe generative ai content creation course,A,Broad match,0.0,1.5293855058710009,1.5293853,1.7757815418129042e-07
adobe generative ai content creation course,B,Exact match,0.0,0.9992966519610008,0.9992964,2.251879295256387e-07
adobe generative ai content creation course,B,Phrase match,0.0,1.191294358961001,1.1912942,1.6569317873305067e-07
adobe generative ai content creation course,B,Broad match,0.0,1.6952424112710005,1.695242,3.639611250161323e-07
adobe generative ai course,USA,Exact match,0.0,0.6091235450610006,0.6091234,1.3626659756127424e-07
adobe generative ai course,USA,Phrase match,0.0,0.8011212520610006,0.8011212,7.67718465466416e-08
adobe generative ai course,USA,Broad match,0.0,1.8313839781710008,1.8313838,1.5382255114104737e-07
adobe generative ai course,A,Exact match,0.0,0.7929396575610007,0.7929395,1.734415854270921e-07
adobe generative ai course,A,Phrase match,0.0,0.9849373645610006,0.9849372,1.7355147907682777e-07
adobe generative ai course,A,Broad match,0.0,2.0152000906710006,2.0152,1.9099753867379832e-07
adobe generative ai course,B,Exact match,0.0,0.903963791461001,0.9039636,1.6602994024061957e-07
adobe generative ai course,B,Phrase match,0.0,1.0959614984610002,1.0959615,4.6930543673440184e-08
adobe generative ai course,B,Broad match,0.0,2.016690931471001,2.0166907,2.004224168850044e-07
advanced generative ai course,USA,Exact match,0.0,0.6242619127610007,0.62426174,1.758911887250747e-07
advanced generative ai course,USA,Phrase match,0.0,0.8162596197610006,0.8162595,1.1639643759941976e-07
advanced generative ai course,USA,Broad match,0.0,1.6665727660710006,1.6665726,1.9527021932752575e-07
advanced generative ai course,A,Exact match,0.0,0.8080780252610007,0.8080778,2.1306617647987025e-07
advanced generative ai course,A,Phrase match,0.0,1.0000757322610008,1.0000756,1.535714255762599e-07
advanced generative ai course,A,Broad match,0.0,1.8503888785710003,1.8503889,-5.9733722412858015e-09
advanced generative ai course,B,Exact match,0.0,1.0364940601610007,1.0364939,1.6272295133568093e-07
advanced generative ai course,B,Phrase match,0.0,1.2284917671610005,1.2284917,1.0322820021002599e-07
advanced generative ai course,B,Broad match,0.0,2.0788049134710005,2.0788047,1.8210198193813198e-07
advanced generative ai courses,USA,Exact match,0.0,1.245293069561001,1.2452929,1.675682030910508e-07
advanced generative ai courses,USA,Phrase match,0.0,1.437290776561001,1.4372907,1.0807345218744047e-07
advanced generative ai courses,USA,Broad match,0.0,1.607008927871001,1.6070087,2.3226858392177974e-07
advanced generative ai courses,A,Exact match,0.0,1.4291091820610011,1.429109,2.0474319106789096e-07
advanced generative ai courses,A,Phrase match,0.0,1.6211068890610005,1.6211067,1.452484394981468e-07
advanced generative ai courses,A,Broad match,0.0,1.7908250403710004,1.790825,3.102499213092358e-08
advanced generative ai courses,B,Exact match,0.0,1.6575252169610006,1.657525,2.736092550303937e-07
advanced generative ai courses,B,Phrase match,0.0,1.8495229239610003,1.8495228,9.490521413191289e-08
advanced generative ai courses,B,Broad match,0.0,2.0192410752710006,2.0192409,2.1910034631034137e-07
agentic ai course mit,USA,Exact match,0.0,0.17679544586100038,0.17679527,1.7184175904461085e-07
agentic ai course mit,USA,Phrase match,0.0,0.36879315286100056,0.36879304,1.1234700825202282e-07
agentic ai course mit,USA,Broad match,0.0,1.2191062991710004,1.2191058,4.594416913583643e-07
