Budget,Spend USA,Conv USA,Clicks USA,Purch USA,Spend A,Conv A,Clicks A,Purch A,Spend B,Conv B,Clicks B,Purch B
Actual,0.846740219546355,0.8824109836198327,0.8480791730860819,0.9229197472584828,0.10205299848636662,0.04889288755293894,0.07275432874138393,0.04227513229735293,0.05120678196727846,0.06869612882722795,0.07916651270398134,0.034805120444163555
362,0.9329320607488087,0.9367966826940777,0.9158335916795297,0.9583432702632282,0.03887544132291796,0.029518104768770665,0.04467940140892637,0.024963787575702386,0.028192497928273406,0.03368521253715152,0.0394870115729497,0.016692942161069094
