Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.0,0.021957882454354132,0.0,28.719603,0.4099999991285885,46.59
B,0.0,0.00746681223909044,0.0,54.09925,0.0,35.13
USA,0.20335013782674474,0.08780129965633343,156.59792,67.61491,353.53000450497575,256.5
