Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.25515774736050234,0.08629642315601767,83.52706,28.24953,165.3700010901276,86.67999999999999
B,0.03292541984572385,0.0487029828270797,42.417194,62.74313,26.03000001371946,32.68
C,0.0,0.0,0.0,0.0,0.0,0.0
USA,0.02163317004273204,0.1028545885520481,6.210481,29.527641,165.61999989084285,212.78
