Day,k_policy,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Oracle_k,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match,No_Observations,No_Optimized_Bids
2025-10-11,full,43396,88.05829620361328,25.478500366210938,146.8364009216674,84.0,325.87000038450714,138.1,0.25180438930924154,0.046928353810029355,24,40,5.443802000362188,0.7916666666666666,384,1.3005272150039673,0.8592733144760132,-0.0001145692811075,0.0,29.850000000000005,0.0,13.295804977416992,0.0,0.010413402458818832,164.31000347531858,63.260000000000005,15.145453453063965,4.6070170402526855,0.05168829931060931,0.015722796048571536,161.55999690918856,44.99000000000001,72.912841796875,7.57567834854126,0.2001160899986322,0.020792155302638986,0.0,0.0,0.0,0.0,0.0,0.0,91.83000095538715,53.440000000000005,18.85698127746582,15.204171180725098,0.05546772441390689,0.01832924346711506,234.03999942912,0.0,69.2013168334961,0.0,0.1963366701302307,0.0,79.00999911912399,0.0,21.63832664489746,0.0,0.06145584016615967,0.0,128.42000061697033,0.0,33.77703857421875,0.0,0.0962984081047797,0.0,118.44000064841286,0.0,32.6429328918457,0.0,0.09405014103830212,0.0,,
2025-10-12,full,43396,75.4748306274414,38.75664520263672,142.08566805615277,78.0,325.51999811095993,222.44999999999996,0.21378251895829153,0.08977075613459955,59,44,0.8284024681987635,0.9491525423728814,384,1.320781707763672,0.8569877743721008,-0.0001428180357387,3.060000004135988,26.259999999999998,1.371049165725708,11.448503494262695,0.001073818828849116,0.008966576762915445,161.11999914301387,124.25999999999999,13.953847885131836,8.761524200439453,0.04762159277454269,0.029901269492716636,161.33999896381007,71.92999999999999,60.149940490722656,18.546613693237305,0.16508710735489973,0.05090290987896747,0.0,0.0,0.0,0.0,0.0,0.0,97.17999960903967,77.67999999999999,34.765541076660156,15.420894622802734,0.09780597525529937,0.029074179084354446,228.33999850192026,0.0,40.70929718017578,0.0,0.11597654731054172,0.0,122.0199993654314,0.0,26.334625244140625,0.0,0.0756472821902626,0.0,86.75999949806729,0.0,16.228017807006836,0.0,0.045075685894837444,0.0,116.73999924746128,0.0,32.912193298339844,0.0,0.09305955087319151,0.0,,
2025-10-13,full,43396,82.47038269042969,26.698495864868164,157.65518720394098,79.0,325.180003080476,192.39999999999998,0.2337757411667494,0.06374664011948467,105,44,0.16441049401814312,0.7238095238095238,384,1.3084484338760376,0.8582189083099365,-0.0001867646468803,0.0,19.4,0.0,7.423877716064453,0.0,0.00581445245430021,162.68000102514003,110.19,11.116575241088867,7.52948522567749,0.03793857147631772,0.02569657698613158,162.50000205533598,62.80999999999999,71.35380554199219,11.745131492614746,0.1958371696904317,0.03223561067905288,0.0,0.0,0.0,0.0,0.0,0.0,83.32000054428313,86.62,35.4810676574707,15.688578605651855,0.09962180311820117,0.032320432911124325,241.86000253619287,0.0,46.98931121826172,0.0,0.1341539292061026,0.0,79.30000052094941,0.0,11.751762390136719,0.0,0.03454661688044358,0.0,117.77000120931507,0.0,28.679933547973633,0.0,0.08172596224523902,0.0,128.11000135021146,0.0,42.03868865966797,0.0,0.11750314796372509,0.0,,
2025-10-14,full,43396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,1.331792950630188,0.8555513620376587,-0.0001262221087051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-15,full,43396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,1.331792950630188,0.8555513620376587,-0.0001262221087051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-16,full,43396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,1.331792950630188,0.8555513620376587,-0.0001262221087051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-17,full,43396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,1.331792950630188,0.8555513620376587,-0.0001262221087051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-18,full,43396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,1.331792950630188,0.8555513620376587,-0.0001262221087051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-19,full,43396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,1.331792950630188,0.8555513620376587,-0.0001262221087051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-20,full,43396,75.308349609375,17.046661376953125,154.85183333289044,36.0,325.99080524976756,79.4,0.21203238578086905,0.032983744947069196,139,27,0.014264395476965747,0.07194244604316546,384,1.331792950630188,0.8555513620376587,-0.0001262221087051,0.0,16.39,0.0,7.366816520690918,0.0,0.005769761206489979,163.5108034455685,12.969999999999999,7.994029998779297,0.9678969383239746,0.02728197219068438,0.0033032320098538197,162.4800018041991,50.04,67.31431579589844,8.711947441101074,0.18475041359018468,0.023910751730725398,0.0,0.0,0.0,0.0,0.0,0.0,79.4599998208923,57.09000000000001,33.84022521972656,14.0394287109375,0.09402192170856179,0.024604543289675405,246.5308054288752,0.0,41.4681282043457,0.0,0.11801046447914393,0.0,70.10999935528265,0.0,7.242516040802002,0.0,0.021648758592233426,0.0,125.3808066612269,0.0,32.32147979736328,0.0,0.09055209145481126,0.0,130.49999923325805,0.0,35.744361877441406,0.0,0.09983153573382438,0.0,,
2025-10-21,full,43396,80.03471374511719,70.91806030273438,169.90400312124115,146.0,325.8600075927675,463.23,0.22688608196406063,0.19339294983506244,91,55,0.6182628374332694,0.8901098901098901,384,1.323359131813049,0.856387734413147,-0.0001643978188571,0.0,34.19,0.0,14.625007629394531,0.0,0.011454445203735491,162.98000401014525,351.51,10.810182571411133,41.06104278564453,0.03689291993658966,0.14013283120985418,162.88000358262224,77.52999999999999,69.22452545166016,15.232010841369629,0.18999316202747096,0.04180567342147277,0.0,0.0,0.0,0.0,0.0,0.0,54.0300011963207,157.31,18.145092010498047,27.60405921936035,0.0508658108516942,0.06655293204328035,271.8300063964468,0.0,61.88961410522461,0.0,0.176020272739713,0.0,116.5300027483906,0.0,30.728811264038086,0.0,0.08668361757661397,0.0,90.9000020561107,0.0,17.95452117919922,0.0,0.05169519111471145,0.0,118.43000278826624,0.0,31.351375579833984,0.0,0.08850727065528716,0.0,,
2025-10-22,full,43396,72.35858917236328,103.34219360351562,165.03092139246317,162.0,325.85000239384124,419.72999999999996,0.19962380640317115,0.21954486952296925,145,45,0.44007314286719323,0.9310344827586207,384,1.3380913734436035,0.8549162149429321,-0.0002074172334971,2.6099999527845474,34.43,1.6874631643295288,44.802818298339844,0.0013216373009404335,0.035089993109404055,161.9000004429547,298.10999999999996,6.493110179901123,35.60026168823242,0.022159641735097546,0.12149634110032727,161.34000199810197,87.19,64.17801666259766,22.93911361694336,0.17614252736713318,0.06295853531323795,6.6,0.0,0.5474913120269775,0.0,0.0018684745817421312,0.0,71.56000116260786,82.74000000000001,33.09840774536133,21.465944290161133,0.09149028448089586,0.03168996709781564,247.69000123123342,0.0,38.712684631347656,0.0,0.10626505720007039,0.0,70.07999962584094,0.0,6.814477920532227,0.0,0.020187954668566342,0.0,102.26000148145683,0.0,24.18714141845703,0.0,0.06783230221688531,0.0,153.51000128654346,0.0,41.35696792602539,0.0,0.1116035495177195,0.0,,
2025-10-23,full,43396,77.81778717041016,123.10651397705078,172.2884627508538,174.0,325.94000332095607,366.7100000000001,0.21685977241719467,0.24199332384324668,164,37,0.07295674731544836,0.4268292682926829,384,1.3568766117095947,0.8535048961639404,-4.314225450613783e-05,0.0,37.309999999999995,0.0,60.03684616088867,0.0,0.047021435510994185,164.62000154108054,245.41000000000003,4.911140441894531,32.7317008972168,0.016760706300657402,0.11170651053720694,161.32000177987547,83.99000000000002,72.9066390991211,30.337966918945312,0.20009906611653727,0.08326537779504557,15.900000342348882,0.0,0.1778639554977417,0.0,0.0006070128832277584,0.0,31.26000047928844,168.02,1.111363410949707,79.24724578857422,0.003792853400266268,0.1324554350307246,278.7800024993187,0.0,76.528564453125,0.0,0.21245990654053729,0.0,107.8200014435148,0.0,25.920513153076172,0.0,0.07226390312905684,0.0,122.13000117117629,0.0,32.423240661621094,0.0,0.09006808863500552,0.0,95.99000070626494,0.0,19.47403335571289,0.0,0.054527781059968965,0.0,,
2025-10-24,full,43396,98.5794677734375,117.54557037353516,158.87899346788706,205.0,325.8100034147261,345.12999999999994,0.27425552961762745,0.22708227122881963,162,36,0.12338600400076297,0.5679012345679012,384,1.3541263341903689,0.8548133373260498,-9.096620619796031e-05,0.0,35.849999999999994,0.0,58.08697509765625,0.0,0.04549427484443085,163.02000033771918,220.64999999999998,5.529788017272949,27.534210205078125,0.018872024115600416,0.0939685565826217,162.790003077007,88.63000000000001,93.04966735839844,31.924381256103516,0.25538350550202704,0.0876194398017671,0.0,0.0,0.0,0.0,0.0,0.0,98.8700010247927,129.62,54.157562255859375,74.62086486816406,0.14920604898114706,0.12163729107297933,226.94000238993345,0.0,44.421897888183594,0.0,0.1250494701666882,0.0,96.87000116046731,0.0,26.181119918823242,0.0,0.07317017766449527,0.0,93.96000109510598,0.0,21.626768112182617,0.0,0.06048820835135039,0.0,134.98000115915286,0.0,50.77157974243164,0.0,0.14059713272515295,0.0,,
2025-10-25,full,43396,83.29838562011719,127.4991455078125,166.85393379941578,203.0,325.9699955499718,366.37,0.23407039787254166,0.24818757080441695,128,28,0.06031629061599187,0.40625,384,1.3784968852996826,0.8542584180831909,-0.0001343155338879,0.0,36.09,0.0,62.87980651855469,0.0,0.049248066285262404,164.25999955174703,237.79000000000002,8.156620025634766,32.30429458618164,0.02783685017862713,0.11024787423917354,161.70999599822474,92.49000000000001,75.14175415039062,32.315032958984375,0.20623354769391453,0.08869163027998102,2.1200000381448514,0.0,0.02371513843536377,0.0,8.093486123993441e-05,0.0,95.31999773347587,160.62,40.37460708618164,88.66290283203125,0.11148318233861514,0.14394697693425482,228.52999777835106,0.0,42.90003967285156,0.0,0.12250628992196883,0.0,102.00999878203456,0.0,24.33441925048828,0.0,0.06848181899312122,0.0,118.26999826388354,0.0,31.607524871826172,0.0,0.0884834001030689,0.0,105.68999850405369,0.0,27.35643768310547,0.0,0.07710517714900494,0.0,,
2025-10-26,full,43396,177.2728271484375,124.4842300415039,234.0639035405261,183.0,325.60000064969506,302.5,0.3045859861037775,0.22809944568596935,107,32,0.03960684622060837,0.40186915887850466,384,1.3746880292892456,0.8567541241645813,-0.0001040989396629,42.45999937297113,35.11,94.97344970703125,67.43700408935547,0.07438411479735925,0.052817301064041186,141.49999972970133,178.29,6.47048282623291,28.00163459777832,0.022082420885571167,0.09556378584250806,141.64000154702262,89.10000000000001,75.82888793945312,29.045602798461914,0.20811945042084712,0.07971835877942007,0.0,0.0,0.0,0.0,0.0,0.0,132.69999960568737,128.1,142.1810302734375,81.24679565429688,0.2042562513244805,0.12045635338988694,192.9000010440077,0.0,35.091800689697266,0.0,0.1003297343724604,0.0,86.14999966811239,0.0,48.55691146850586,0.0,0.07381897976165727,0.0,108.56000061753109,0.0,58.6801643371582,0.0,0.09952594939535046,0.0,130.89000036405162,0.0,70.03575134277344,0.0,0.13124106336559857,0.0,,
2025-10-27,full,43396,127.97135162353516,118.34431457519531,235.31056973992864,180.0,325.69958848825775,312.87,0.2733704559895941,0.2154222239656809,149,33,0.11506647006688726,0.4228187919463087,384,1.3890970945358276,0.8568971157073975,-5.445854935546381e-05,19.97000060394556,34.879999999999995,41.2955436706543,64.43046569824219,0.032343065040733164,0.050462557396086134,153.10958715900853,200.26999999999998,4.695530891418457,25.423675537109375,0.016024877138006814,0.0867657514116677,152.62000072530375,77.72,81.98028564453125,28.49016571044922,0.2250025138108541,0.07819391515792705,0.0,0.0,0.0,0.0,0.0,0.0,103.93000101952113,164.07999999999998,86.99453735351562,96.13031005859375,0.158074765200902,0.15083671622339545,221.7695874687367,0.0,40.97681427001953,0.0,0.11529570085164761,0.0,132.91989758455452,0.0,76.43983459472656,0.0,0.12984572815759268,0.0,89.92969203940575,0.0,22.51239013671875,0.0,0.06283319702527948,0.0,102.84999886429753,0.0,29.019123077392578,0.0,0.08069153644845464,0.0,,
2025-10-28,full,43396,72.04823303222656,107.61680603027344,304.1585095269004,185.0,326.00218294163824,328.6400000000001,0.20084489640600692,0.19499249753749642,158,35,0.30297374736320726,0.9367088607594937,384,1.3847408294677734,0.8590872883796692,-0.0002639443126316,0.0,35.120000000000005,0.0,58.64303207397461,0.0,0.04592978697798827,163.37999620372162,214.01000000000002,4.642054080963135,21.924030303955078,0.01584237021997631,0.0748221732264371,162.6221867379166,79.51,67.40617370605469,27.049741744995117,0.1850025261860306,0.07424053733307104,0.0,0.0,0.0,0.0,0.0,0.0,58.30000068538702,122.27000000000001,25.467071533203125,78.16407775878906,0.07028526362654122,0.11414632173232421,267.70218225625126,0.0,46.58116149902344,0.0,0.1305596380143618,0.0,115.90999994333886,0.0,25.447128295898438,0.0,0.0708642002000794,0.0,96.38218300084093,0.0,20.601137161254883,0.0,0.05759918073946765,0.0,113.70999999745848,0.0,25.999969482421875,0.0,0.07238152593625205,0.0,,
2025-10-29,full,43396,71.7889633178711,108.61759948730469,312.11494846198667,195.0,325.9500012172016,312.6700000000001,0.20057515306425178,0.20199071356094597,148,37,0.1472457832681304,0.7837837837837838,384,1.4024088382720947,0.8586986660957336,-0.0001754379999888,0.0,34.03,0.0,56.69880294799805,0.0,0.044407045130682464,163.52000102697497,193.72,5.303289413452148,22.579633712768555,0.018099029611942423,0.07705961202804334,162.43000019022656,84.92,66.48567199707031,29.339157104492188,0.18247612345230935,0.08052405640222016,0.0,0.0,0.0,0.0,0.0,0.0,61.60000083986209,169.33999999999997,25.36811637878418,86.66316986083984,0.06994755646253717,0.13991302262733402,264.3500003773395,0.0,46.42084503173828,0.0,0.13062760163319237,0.0,100.10000021707614,0.0,19.8973388671875,0.0,0.055923409273997735,0.0,110.43000052807545,0.0,25.692584991455078,0.0,0.07153882546370378,0.0,115.4200004720499,0.0,26.19904136657715,0.0,0.0731129223409364,0.0,,
