Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg purch (opt),se purch (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in purch,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg purch (act),se purch (act),clicks/$ (act),avg n kws (act),se n kws (act),n_skipped_days,skipped_dates,n_no_observation_days,no_observation_dates
43396,146.90610441050134,6.9252144239560645,310.1042078927467,6.889378506661497,0.24709501905685327,0.007240653684637939,0.4737314124460724,87.06766917293233,3.874971177671888,0.5157011332014504,0.46233831809949316,0.293798266930407,96.9228703419965,3.5082290651037256,299.18646616541355,9.078107428652965,0.1909841938829436,0.006631548476800348,0.32395472824766747,34.045112781954884,0.9271643354361605,8,"2025-10-14, 2025-10-15, 2025-10-16, 2025-10-17, 2025-10-18, 2025-10-19, 2026-02-09, 2026-02-10",8,"2025-10-14, 2025-10-15, 2025-10-16, 2025-10-17, 2025-10-18, 2025-10-19, 2026-02-09, 2026-02-10"
