Budget,Spend New,Clicks New,Purch New,Spend Existing,Clicks Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,0.5131471810775085,0.6482967862193236,0.5801748664301168,0.0,0.0,0.0
43396,0.003037543082521655,0.00022720654438275787,0.0004610060769800484,0.2784290937524544,0.5523468333720084,0.424179201346113,0.718533363165024,0.4474259333296402,0.5753597909719433
