Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.6408423343502933,0.2599945945520961,0.45030121865807443,0.25359571570021966,0.25675189535509196,0.35761891261947243,0.10556194994948707,0.48325351294109337,0.19207986872245283
43396,0.4312361852871921,0.07171613875347667,0.14551330763091125,0.42750299030775946,0.36209119042664695,0.5908425884676101,0.14126082440504842,0.5661926504051035,0.26364410390147835
