Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg conv (opt),se conv (opt),avg purch (opt),se purch (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in conv,improvement in purch,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg conv (act),se conv (act),avg purch (act),se purch (act),clicks/$ (act),avg n kws (act),se n kws (act)
357,254.0024706451613,3.572837970664938,356.8072223857308,0.22344785219667798,7.278989467745347,0.10305376294326234,0.01658208424630582,0.0005796502182013544,0.7118759226531822,108.7741935483871,7.501069411559318,1.0772543375871118,0.9317315591100457,1.1148625464291224,-0.5508663353323866,122.27798303225806,2.7533507291456325,331.8109677419355,10.232678848688424,3.4418262690573846,0.07766601559164982,0.036920154401201666,0.001346322268545055,0.3685170019074211,35.225806451612904,0.7865942340710879
