Budget,Spend Exact match,Clicks Exact match,Conv Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Conv Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Conv Broad match,Purch Broad match
Actual,0.11509759734944305,0.02349810177654449,0.022880301977631173,0.05500766696098656,0.07901409080568611,0.03545637166553092,0.03445644221839233,0.02726174099240543,0.8058883118448709,0.9410455347887736,0.9426632542570582,0.9177305868308456
357,0.17248696817649414,0.2028673073143171,0.20316130516265765,0.13749479994884092,0.28975729513056725,0.3568301486384195,0.35796609197857354,0.22704623222808953,0.5377557366929389,0.4403025278421885,0.43887260614174467,0.6354589639605965
