Day,N_Estimators,Hist_MSE,Hist_R2,Hist_Bias,CV_Score,best_params
2025-12-04,10,1.8148894309997559,0.8793397545814514,-0.000765325295117063,1.9609089374542237,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-06,10,1.8029108047485352,0.8809863924980164,-0.0006945694904623446,1.9300140142440796,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-08,10,1.8250733613967896,0.8805813789367676,-0.0007672769524781002,1.9930012702941895,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-07,10,1.781186819076538,0.8829618692398071,-0.0006911615281512637,2.0128854751586913,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-09,10,1.8008919954299927,0.8826871514320374,-0.0007565768249559834,1.9612323760986328,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-14,10,1.776811957359314,0.8868235945701599,-0.0007532637118499279,1.9677582740783692,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-15,10,1.762941837310791,0.8880708813667297,-0.0007611295583696873,1.95674467086792,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-17,10,1.815161108970642,0.8855923414230347,-0.0007145907591131122,1.9938382387161255,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-16,10,1.803937315940857,0.8858930468559265,-0.0006519912552549948,1.989698338508606,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-18,10,1.8111023902893066,0.886210024356842,-0.0005832320749385318,1.9584244728088378,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-19,10,1.8129113912582397,0.8864282965660095,-0.000650716357165093,1.9883270740509034,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-20,10,1.8134592771530151,0.8868089914321899,-0.0006360113000287637,1.9415108919143678,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-21,10,1.8180395364761353,0.8870267271995544,-0.0006698295822786522,1.9671373605728149,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-23,10,1.8532711267471313,0.8858417272567749,-0.0007353855433595042,2.0107421398162844,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-22,10,1.8216524124145508,0.8872837424278259,-0.0007501655132859509,1.995187473297119,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-24,10,1.8514814376831055,0.8866832852363586,-0.0007489846107209436,1.9487499952316285,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-25,10,1.8274940252304077,0.8887582421302795,-0.0007372929070617892,1.9866326570510864,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-26,10,1.8107744455337524,0.8904210925102234,-0.0008355404535779657,1.9957211494445801,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-27,10,1.797971248626709,0.8918001651763916,-0.0007493589172463805,2.0364640235900877,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-28,10,1.8070266246795654,0.8918135762214661,-0.0007331164917847432,1.9403186321258545,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
2025-12-31,10,1.7874341011047363,0.8945568203926086,-0.0008000670293651457,2.0082897901535035,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 10}"
