Budget,Spend Exact match,Clicks Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Purch Broad match
Actual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41896,0.33272753969367924,0.3262711430851663,0.3259804693935764,0.33235682498663877,0.32434120437773445,0.3244365864775111,0.3349156353196819,0.3493876485559496,0.34958294826307756
