Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.7802585193889541,0.4461503762846114,0.734092945454591,0.14630538113466893,0.22720180901907272,0.24260705732437488,0.07343609947637687,0.326647821831389,0.02329999722103302
41896,0.74285409626535,0.6568939226314111,0.7468454397323082,0.2571459037346499,0.34310606994720666,0.25315456026769156,0.0,0.0,0.0
