Budget,Spend New,Clicks New,Purch New,Spend Existing,Clicks Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,0.9807242892398934,0.9794787866238687,0.9855144657496974,0.0,0.0,0.0
41896,0.13040542748530323,0.1150731443370388,0.11521131400306575,0.08980095506735614,0.13096440755724673,0.12311363250961517,0.7797936174473407,0.753962437887791,0.7616750549176472
