Day,k_policy,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Oracle_k,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match,No_Observations,No_Optimized_Bids
2025-10-01,full,41896,83.51072692871094,28.672626495361328,267.8529483767918,32.0,314.71784406976025,122.13999999999999,0.1375914530901822,0.03866701971093538,194,16,,,384,0.6094234585762024,0.8441853523254395,-0.000258497467125,97.26784737241361,11.45,30.5609188079834,5.843025207519531,0.03749306654024168,0.007168400943886913,0.0,8.2,0.0,6.447024345397949,0.0,0.000528358002409273,217.44999669734668,102.49,52.94981002807617,16.38257598876953,0.10009838654994051,0.03097026076463919,0.0,0.0,0.0,0.0,0.0,0.0,26.287848457382488,98.71,10.206698417663574,23.868423461914062,0.015820962727624927,0.03129268448028569,288.42999561237775,0.0,73.30403137207031,0.0,0.12177049158042208,0.0,104.70999834343527,0.0,27.13898468017578,0.0,0.04500070476290836,0.0,104.70999834343509,0.0,27.885778427124023,0.0,0.04576305023064585,0.0,105.29784738288987,0.0,28.485965728759766,0.0,0.04682769926662461,0.0,,
2025-10-02,full,41896,70.56893920898438,37.42743682861328,192.4934000412636,40.0,316.96000600893757,160.55,0.12782369359790366,0.0473448102388723,141,16,0.44669041984055646,0.02127659574468085,384,0.5996786952018738,0.8465014696121216,-0.0002738990569749,24.54999934354285,12.18,8.412453651428223,4.556680679321289,0.010320653865688702,0.005590274373727114,0.0,12.32,0.0,11.272207260131836,0.0,0.0009238000503037331,292.4100066653947,136.04999999999998,62.15648651123047,21.598546981811523,0.11750303973221496,0.04083073581484145,0.0,0.0,0.0,0.0,0.0,0.0,21.36000046762871,91.32,6.059922218322754,25.655990600585938,0.011455913370616548,0.027383693611665857,295.60000554130886,0.0,64.50901794433594,0.0,0.11636778203015025,0.0,101.68000211071669,0.0,22.89936065673828,0.0,0.041902609070299135,0.0,109.7300019527284,0.0,23.915369033813477,0.0,0.04302225999062552,0.0,105.55000194549245,0.0,23.754215240478516,0.0,0.04289882814270528,0.0,,
2025-10-03,full,41896,82.9219970703125,34.91597366333008,174.94122601887415,46.0,314.67999087123906,122.35,0.13629781066645336,0.033279567774571944,221,16,0.33339352519257054,0.38461538461538464,384,0.6072429418563843,0.8447663187980652,-0.0003090432382399,89.51999727919922,10.24,30.833229064941406,3.463836431503296,0.037827142701312495,0.004249539829659395,0.0,13.260000000000002,0.0,16.825307846069336,0.0,0.0013788977014766405,225.15999359203983,98.85,52.088783264160156,14.626830101013184,0.09847066796514087,0.027651130243435906,0.0,0.0,0.0,0.0,0.0,0.0,16.3199994976461,102.22,6.982296943664551,26.62166404724121,0.01142871974132605,0.02829708809340556,298.359991373593,0.0,75.93971252441406,0.0,0.12486908826870079,0.0,104.96999699258825,0.0,27.37813377380371,0.0,0.0450689313062783,0.0,103.36999694098259,0.0,27.36140251159668,0.0,0.044732709466422875,0.0,106.33999693766822,0.0,28.182476043701172,0.0,0.046496168723755546,0.0,,
2025-10-04,full,41896,80.32026672363281,34.99418640136719,211.15312040810258,55.0,314.630001689102,149.23000000000002,0.13897959168385016,0.047680717982327064,180,23,0.22570337071464353,0.10555555555555556,384,0.6046382784843445,0.8458020687103271,-0.000199988779873,75.9499993963928,7.630000000000001,19.38037109375,2.014030933380127,0.023776428392355477,0.0024708743726245997,0.0,12.619999999999997,0.0,9.475958824157715,0.0,0.0007765906264676049,238.68000229270922,128.98,60.93989944458008,23.50419807434082,0.11520316329149467,0.04443325298323486,0.0,0.0,0.0,0.0,0.0,0.0,16.8300001054182,106.21,5.892191410064697,22.644155502319336,0.010527795034210492,0.03483248266860766,297.80000158368387,0.0,74.42807006835938,0.0,0.12845179794062928,0.0,110.56000053605003,0.0,28.799299240112305,0.0,0.04881193372529247,0.0,99.40000065383764,0.0,24.758718490600586,0.0,0.04385483111411487,0.0,104.67000049921437,0.0,26.762250900268555,0.0,0.046312823238716556,0.0,,
2025-10-05,full,41896,70.5876693725586,25.77763557434082,140.40480368883402,41.0,314.49998447976594,106.59,0.1307069149788565,0.034375590939898136,230,17,0.13670858003969621,0.5739130434782609,384,0.5819436311721802,0.8515822887420654,-0.0001451230076681,12.23999939266859,9.41,4.121066570281982,2.5411691665649414,0.00505584974273473,0.0031175835813163494,0.0,8.870000000000001,0.0,7.005375862121582,0.0,0.0005741169796168188,302.2599850870973,88.30999999999999,66.46660614013672,16.23109245300293,0.12565106523612177,0.03068389037896497,19.039999055261955,0.0,3.915626049041748,0.0,0.0071515676517057225,0.0,21.759998920299225,89.52999999999999,6.257668972015381,22.782127380371094,0.011829742449705876,0.03055772993973984,273.69998650420473,0.0,60.41438293457031,0.0,0.11172561163818165,0.0,111.85999453447805,0.0,24.789569854736328,0.0,0.045381774652657005,0.0,100.63999500638452,0.0,22.241310119628906,0.0,0.04204584032598477,0.0,101.99999493890334,0.0,23.55679702758789,0.0,0.04327930721166727,0.0,,
2025-10-06,full,41896,78.6387710571289,25.181358337402344,186.204445177993,36.0,314.519997488091,180.98,0.12701032707596002,0.03873109371980529,108,16,1.4791667440232101,0.6296296296296297,384,0.5985835194587708,0.8476274609565735,-0.0001796518659823,84.35999978102083,9.42,32.626861572265625,2.8391571044921875,0.040027625585066375,0.003483164241956935,0.0,4.46,0.0,3.8643622398376465,0.0,0.0003166990853825312,230.15999770707023,167.10000000000002,46.01189041137695,18.477840423583984,0.08698270149089365,0.034931230392465824,12.240000399454937,0.0,3.1104378700256348,0.0,0.005880093093597674,0.0,20.63999970874644,69.03,5.318495750427246,12.331659317016602,0.008221190896510747,0.015782899214756157,281.6399973798897,0.0,70.20983123779297,0.0,0.112909035605834,0.0,98.55999927674543,0.0,23.722923278808594,0.0,0.03904402558545157,0.0,109.59999899380864,0.0,25.445478439331055,0.0,0.041239328116702015,0.0,106.35999921753698,0.0,29.470369338989258,0.0,0.046726969768080176,0.0,,
2025-10-07,full,41896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,0.6007609963417053,0.8471675515174866,-0.0003064987346114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-08,full,41896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,0.6007609963417053,0.8471675515174866,-0.0003064987346114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-09,full,41896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,0.6007609963417053,0.8471675515174866,-0.0003064987346114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-10,full,41896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,0.6007609963417053,0.8471675515174866,-0.0003064987346114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
