Day,k_policy,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Oracle_k,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match,No_Observations,No_Optimized_Bids
2025-10-11,full,41896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,0.6007609963417053,0.8471675515174866,-0.0003064987346114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-12,full,41896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,0.6007609963417053,0.8471675515174866,-0.0003064987346114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-13,full,41896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,0.6007609963417053,0.8471675515174866,-0.0003064987346114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-14,full,41896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,0.6007609963417053,0.8471675515174866,-0.0003064987346114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-15,full,41896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,0.6007609963417053,0.8471675515174866,-0.0003064987346114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-16,full,41896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,0.6007609963417053,0.8471675515174866,-0.0003064987346114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-17,full,41896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,0.6007609963417053,0.8471675515174866,-0.0003064987346114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-18,full,41896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,384,0.6007609963417053,0.8471675515174866,-0.0003064987346114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
2025-10-19,full,41896,72.35090637207031,36.6484260559082,140.8645358575254,24.0,314.4899910353964,60.64,0.13677497595232033,0.019191962176739893,228,12,0.001208981617523899,0.21052631578947367,384,0.6007609963417053,0.8471675515174866,-0.0003064987346114,0.0,15.31,0.0,7.165846347808838,0.0,0.008791278130594948,0.0,20.950000000000003,0.0,25.06757354736328,0.0,0.0020543823592331814,314.4899910353964,24.380000000000003,72.35090637207031,4.4150071144104,0.13677497595232033,0.008346301686911766,19.039999447411045,0.0,3.877559185028076,0.0,0.007330289605056586,0.0,22.109999337016454,60.64,5.9331512451171875,36.6484260559082,0.011216260577291805,0.019191962176739893,273.33999225096886,0.0,62.54019546508789,0.0,0.11822843253070868,0.0,110.14999689516137,0.0,25.616912841796875,0.0,0.048427211400657866,0.0,97.69999715030296,0.0,22.14887046813965,0.0,0.041871092408289,0.0,106.63999698993209,0.0,24.585121154785156,0.0,0.04647667574909972,0.0,,
2025-10-20,full,41896,95.22880554199219,96.81239318847656,194.20735406931598,112.0,317.0899917090355,362.11000000000007,0.15165585556966096,0.12456996699895118,182,29,0.009297246250214738,0.19230769230769232,384,0.6042106747627258,0.846244215965271,-9.835539407075166e-05,100.01999758969609,50.86999999999999,42.748714447021484,21.713356018066406,0.05244542238113502,0.026638602876795783,0.0,18.42,0.0,24.3512020111084,0.0,0.0019956731616503054,217.0699941193394,292.82,52.480098724365234,50.74783706665039,0.09921043318852595,0.0959356909605051,0.0,0.0,0.0,0.0,0.0,0.0,32.749999198336184,358.32,12.439410209655762,96.21508026123047,0.018327028469367554,0.12351951193041814,284.33999251069935,0.0,82.78939819335938,0.0,0.133328830025285,0.0,102.58999756227124,0.0,29.069719314575195,0.0,0.047169461020768855,0.0,107.21999719578334,0.0,31.67396354675293,0.0,0.05067313694415336,0.0,107.27999695098089,0.0,34.48513412475586,0.0,0.05381325760473875,0.0,,
2025-10-21,full,41896,78.65847778320312,56.53700256347656,132.8107765462278,102.0,314.54999890280556,163.91,0.14659357188379976,0.06213272220490914,222,32,0.9749430108290006,0.7162162162162162,384,0.6195129752159119,0.8464028835296631,-3.5672921284182325e-05,5.410000260811011,40.7,3.1727852821350098,16.56354522705078,0.003892469432091028,0.02032065845176619,0.0,15.43,0.0,18.664976119995117,0.0,0.001529665154289992,309.13999864199457,107.78,75.48568725585938,21.308488845825195,0.14270110245170872,0.04028239859885296,34.59000028769083,0.0,11.182806968688965,0.0,0.019034926013112033,0.0,18.0,159.74,5.11214542388916,55.41191864013672,0.00966419824241112,0.06075243387687625,261.9599986151147,0.0,62.363525390625,0.0,0.11789444131825565,0.0,109.63999979450452,0.0,27.85092544555664,0.0,0.050544989239671004,0.0,104.12999950680617,0.0,24.678138732910156,0.0,0.04665251620185371,0.0,100.77999960149485,0.0,26.129413604736328,0.0,0.04939606283654878,0.0,,
2025-10-22,full,41896,95.85356140136719,62.533912658691406,170.58659051030565,109.0,314.56999754799256,217.27,0.1610126958868563,0.07862272315425371,226,31,0.652381403950397,0.7477876106194691,384,0.6147352457046509,0.8482192754745483,-0.000154113316551,77.5999997357727,37.47,30.42851448059082,17.674959182739258,0.037330631226494534,0.021684177217934284,0.0,13.24,0.0,15.407682418823242,0.0,0.0012627177855124767,236.96999781221984,166.56,65.425048828125,29.451269149780273,0.12368206466036175,0.05567582815080695,18.0,0.0,4.564030647277832,0.0,0.008628021587136003,0.0,38.70000030079475,215.10000000000002,15.13102912902832,62.026611328125,0.022064428070382763,0.07800034812071337,257.86999724719783,0.0,76.15850067138672,0.0,0.13032023991931654,0.0,111.63999911865086,0.0,34.39875793457031,0.0,0.05660024660987711,0.0,102.1399991869033,0.0,31.037734985351562,0.0,0.05247683680567523,0.0,100.78999924243843,0.0,30.417072296142578,0.0,0.05193560886557769,0.0,,
2025-10-23,full,41896,92.2454833984375,67.15178680419922,194.2928799638703,114.0,314.35000985729675,239.14000000000001,0.15276222204423018,0.08804080490071944,206,26,0.11974028149022269,0.33980582524271846,384,0.6204923391342163,0.8495261073112488,-0.0007297719010734,87.97000276323695,29.62,32.582828521728516,15.236320495605469,0.039973604500128004,0.01869238231555525,0.0,13.540000000000001,0.0,15.921939849853516,0.0,0.001304863203042766,226.3800070940598,195.98,59.66265869140625,35.99352264404297,0.11278861754410219,0.06804355938212142,0.0,0.0,0.0,0.0,0.0,0.0,25.160000832012443,237.73000000000002,10.565497398376465,66.7740249633789,0.016261147639122148,0.08757735753099456,289.1900090252843,0.0,81.67999267578125,0.0,0.13650107503797454,0.0,103.74000317582532,0.0,30.471595764160156,0.0,0.05058103348606355,0.0,102.10000324564085,0.0,30.064599990844727,0.0,0.05008171977355248,0.0,108.51000343583057,0.0,31.70928955078125,0.0,0.05209947365607341,0.0,,
2025-10-24,full,41896,65.90606689453125,78.51544952392578,131.58787468703622,144.0,314.0599977366967,262.33000000000004,0.12303035826073828,0.09932559187612598,162,36,0.8220077213548469,0.5679012345679012,384,0.6166187524795532,0.852912187576294,-0.0003883186765239,6.14000012915477,46.19000000000001,2.3523693084716797,19.856361389160156,0.0028859581761718125,0.024360387756163813,0.0,15.57,0.0,19.86536979675293,0.0,0.0016280419512706356,307.9199976075419,200.57000000000002,63.5536994934082,38.79372024536133,0.12014440008456648,0.07333716216869153,16.199999146006288,0.0,3.1528425216674805,0.0,0.005960256501347586,0.0,44.809999449126956,259.39,11.678689002990723,78.00814056396484,0.020516796764172104,0.09870321684258564,253.04999914156343,0.0,51.07453536987305,0.0,0.09655330138949234,0.0,110.56999965072214,0.0,22.609169006347656,0.0,0.04196072344024034,0.0,100.81999901839447,0.0,21.865184783935547,0.0,0.040554266495702415,0.0,102.66999906758006,0.0,21.431726455688477,0.0,0.04051536817854595,0.0,,
2025-10-25,full,41896,92.20637512207031,58.778404235839844,176.21047589307773,121.0,314.49998890739215,244.23,0.1575605252536656,0.07661571325911601,175,29,0.4078240760146412,0.5657142857142857,384,0.6489788293838501,0.8479702472686768,-0.0002839023365816,43.47999958269472,37.29,25.240768432617188,19.178817749023438,0.030966144335060012,0.023529156622122127,0.0,10.280000000000001,0.0,12.039937019348145,0.0,0.0009867183264504298,271.01998932469746,196.66,66.9655990600586,27.559650421142578,0.1265943809186056,0.05209983831054345,0.0,0.0,0.0,0.0,0.0,0.0,32.07999921901609,239.66999999999996,13.479072570800781,57.6851921081543,0.019948025939464493,0.0751672185466752,282.41998968837606,0.0,78.72730255126953,0.0,0.1376124948070433,0.0,111.29999622278639,0.0,33.89002990722656,0.0,0.056390302097689915,0.0,110.69999628107195,0.0,34.975406646728516,0.0,0.057721874105557694,0.0,92.49999640353381,0.0,23.340932846069336,0.0,0.04344834905041801,0.0,,
2025-10-26,full,41896,101.05928802490234,65.93746948242188,305.37424171205146,121.0,317.4900000194392,230.07999999999998,0.16876025495824054,0.0876364159009527,309,32,0.3067024235368135,0.9805825242718447,384,0.6629466414451599,0.8506245613098145,-0.000518312976294,97.52999984269977,35.5,33.58329772949219,16.5926513671875,0.04120101053699285,0.020356369089262697,0.0,11.38,0.0,14.378506660461426,0.0,0.0011783729438175237,219.9600001767394,183.2,67.47599792480469,34.96630859375,0.1275592444212477,0.06610167386787247,160.35,0.0,45.5151252746582,0.0,0.07485673702797799,0.0,19.140000024725648,229.19,5.669228553771973,65.81883239746094,0.010105145510199596,0.08749086831873115,137.99999999471353,0.0,49.874935150146484,0.0,0.08379837215149787,0.0,107.53000000647972,0.0,34.43565368652344,0.0,0.057172592052498784,0.0,105.48000000647973,0.0,33.45114517211914,0.0,0.05596476581369566,0.0,104.48000000647973,0.0,33.17249298095703,0.0,0.0556228995277757,0.0,,
2025-10-27,full,41896,104.237060546875,68.96331024169922,390.86542509010667,122.0,314.5000001538473,208.33999999999997,0.17301110650237453,0.08256345773034313,313,30,0.013602590542485596,0.13099041533546327,384,0.6555171608924866,0.8548880815505981,-0.000163396058845,95.5000001538473,36.4,36.23023986816406,16.999380111694336,0.04444835961583149,0.020855356276974397,0.0,16.740000000000002,0.0,20.197315216064453,0.0,0.0016552461324959695,219.0,155.2,68.00682067871094,31.766618728637695,0.12856274688654304,0.060052855320872754,163.30000013333432,0.0,46.86309051513672,0.0,0.07714782520968425,0.0,17.0,201.98999999999998,5.874330043792725,66.70417785644531,0.009746696084568242,0.0796360789702254,134.20000002051296,0.0,51.499637603759766,0.0,0.08611658462312369,0.0,100.50000005128241,0.0,33.2841796875,0.0,0.0558773518703455,0.0,108.6000000615389,0.0,35.855262756347656,0.0,0.05903163113059429,0.0,105.40000004102598,0.0,35.097618103027344,0.0,0.058102123501434726,0.0,,
2025-10-28,full,41896,103.63777160644531,78.9895248413086,206.1426752644061,153.0,314.4899980200855,268.48,0.16793208462323958,0.10482147881753832,211,34,,1.0,384,0.6662681102752686,0.8545307517051697,-0.0002247949706872,96.91999945584834,46.57000000000001,42.17667770385742,22.701906204223633,0.05174363499553917,0.027851390975619818,0.0,14.88,0.0,16.277833938598633,0.0,0.0013340299900506992,217.56999856423727,207.02999999999997,61.461090087890625,40.00978469848633,0.1161884496277004,0.0756360578518678,0.0,0.0,0.0,0.0,0.0,0.0,36.129999820140824,265.21,17.98796844482422,78.05802154541016,0.02536726192101426,0.10367867757782465,278.3599981999448,0.0,85.64981079101562,0.0,0.1425648233350918,0.0,105.68999932055097,0.0,34.72645568847656,0.0,0.056303384660072064,0.0,105.48999936346749,0.0,34.37264633178711,0.0,0.0557125047467877,0.0,103.30999933606714,0.0,34.53867721557617,0.0,0.05591619287638652,0.0,,
2025-10-29,full,41896,115.6892318725586,60.83446502685547,288.13218277166686,134.0,314.3500120415929,254.75000000000003,0.17116451500654,0.09270681774728788,70,32,0.2995302995202989,0.6571428571428571,384,0.6897801756858826,0.8531646728515625,-0.0001196682923351,139.25000598635364,36.61000000000001,71.63694763183594,18.654762268066406,0.0878863943716903,0.0228862317675678,0.0,8.010000000000002,0.0,5.483908653259277,0.0,0.00044942703272080617,175.1000060552393,210.13000000000002,44.05226516723633,36.69579315185547,0.0832781206348497,0.06937115894699927,89.12000383126635,0.0,33.714111328125,0.0,0.04510611956414461,0.0,39.12000151461065,251.76,19.09671974182129,59.90296173095703,0.029203678438401007,0.0915640165075742,186.11000669571595,0.0,62.878387451171875,0.0,0.09685470871828153,0.0,102.42000401299988,0.0,35.57794189453125,0.0,0.052694526954810764,0.0,103.30000388638113,0.0,36.142005920410156,0.0,0.053552743777731046,0.0,108.63000414221192,0.0,43.969261169433594,0.0,0.06491723832827864,0.0,,
2025-10-30,full,41896,92.50831604003906,66.42526245117188,187.8086257027889,144.0,314.4899897553395,239.97000000000003,0.1622647509090442,0.0894754556112996,157,31,0.6756423928925038,0.8280254777070064,384,0.7012834548950195,0.8540387153625488,-0.0002847346006689,40.9599996780504,36.25000000000001,19.012088775634766,16.80938720703125,0.02332460844925535,0.02062226954602444,0.0,10.58,0.0,13.791988372802734,0.0,0.0011303055542372343,273.529990077289,193.14,73.49623107910156,35.823890686035156,0.13894014245978883,0.06772288051103793,0.0,0.0,0.0,0.0,0.0,0.0,56.8600008768784,235.74000000000004,24.029556274414062,65.82794952392578,0.03763136747313446,0.08842499820277328,257.62998887846106,0.0,68.478759765625,0.0,0.12463338041518178,0.0,103.3899967843114,0.0,28.509437561035156,0.0,0.050255333526515955,0.0,106.44999637061971,0.0,30.953813552856445,0.0,0.05339996243289247,0.0,104.64999660040831,0.0,33.04507064819336,0.0,0.058609451928907826,0.0,,
2025-10-31,full,41896,91.10406494140625,69.3317642211914,252.9852428133542,131.0,314.5400042986453,231.21999999999997,0.16057421215049167,0.0815498612887485,173,31,0.23771730431465551,0.32947976878612717,384,0.6869576573371887,0.859477162361145,-0.0002578972909898,38.52999926634418,28.760000000000005,17.55923080444336,13.157926559448242,0.0215421957854765,0.01614254428458722,0.0,16.660000000000004,0.0,22.552520751953125,0.0,0.0018482642806058945,276.010005032301,185.8,73.54483032226562,33.62131881713867,0.13903201636501517,0.06355905272355539,4.7400001348596055,0.0,1.4926797151565552,0.0,0.0028218199658085657,0.0,46.109999562780004,230.34999999999997,22.31621551513672,69.02426147460938,0.03498006019981245,0.0811726087416108,263.6900046010056,0.0,67.295166015625,0.0,0.12277233459808998,0.0,107.14000140465123,0.0,30.389881134033203,0.0,0.05326979827235179,0.0,100.87000151298469,0.0,28.437320709228516,0.0,0.05056946584368274,0.0,106.5300013810093,0.0,32.276859283447266,0.0,0.05673495281018004,0.0,,
2025-11-01,full,41896,86.74690246582031,73.45137786865234,190.7127017715521,135.0,317.52000332469515,276.13,0.1479054995592859,0.09358823278714837,154,33,0.2479864525159892,0.2792207792207792,384,0.6902033686637878,0.8606493473052979,-9.995714543550476e-05,50.45999838517756,20.32,24.237537384033203,9.587189674377441,0.029735349987920948,0.011761855728875939,0.0,18.919999999999998,0.0,21.512470245361328,0.0,0.0017630282122079435,267.0600049395176,236.89000000000001,62.509361267089844,42.35173034667969,0.11817014957136494,0.08006334884606449,0.0,0.0,0.0,0.0,0.0,0.0,65.61999989808626,276.13,28.00096893310547,73.45137786865234,0.04275689275745721,0.09358823278714837,251.90000342660886,0.0,58.74593734741211,0.0,0.10514860436609905,0.0,104.27000102050899,0.0,27.42955780029297,0.0,0.047322371959610546,0.0,105.64000112615163,0.0,28.68402671813965,0.0,0.04886139256201976,0.0,107.6100011780345,0.0,30.633323669433594,0.0,0.05172173503765559,0.0,,
2025-11-02,full,41896,98.25359344482422,80.15182495117188,281.98881545176425,148.0,314.5465915941798,290.73,0.15119245210079899,0.0997037928548278,162,33,0.7704332660408009,0.6172839506172839,384,0.7084946036338806,0.8603230714797974,-0.0004605221227534,124.61659182174132,28.86,52.06378173828125,12.115968704223633,0.06387343009828526,0.014864238713823941,0.0,17.289999999999996,0.0,24.20704460144043,0.0,0.001983858760976924,189.9299997724385,244.57999999999998,46.1898193359375,43.82881546020508,0.08731902200251372,0.08285569538002693,45.779999392922534,0.0,15.436162948608398,0.0,0.02356330296161021,0.0,33.90000001737214,290.34999999999997,13.70333480834961,80.15182495117188,0.020803611691996758,0.0997037928548278,234.8665921838851,0.0,69.11409759521484,0.0,0.1068255404200518,0.0,111.15999991004361,0.0,32.91197204589844,0.0,0.04986065627514304,0.0,101.77999981034884,0.0,30.25374412536621,0.0,0.04659945965318395,0.0,101.60659187378737,0.0,35.08788299560547,0.0,0.05473234392105469,0.0,,
