Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg purch (opt),se purch (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in purch,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg purch (act),se purch (act),clicks/$ (act),avg n kws (act),se n kws (act),n_skipped_days,skipped_dates,n_no_observation_days,no_observation_dates
41896,82.85100406273864,2.849974152052844,289.3887258062175,8.782268725361607,0.13776057860253837,0.004717469547487701,0.28629658543856995,146.02255639097746,6.797467682201134,0.11785567286000428,-0.03310148606594327,0.6177821319279128,74.11601164107933,2.704912865303642,250.30917293233085,9.217355800951,0.08515397461978946,0.0030293639763276188,0.29609786478386874,25.834586466165412,0.99875637246469,13,"2025-10-07, 2025-10-08, 2025-10-09, 2025-10-10, 2025-10-11, 2025-10-12, 2025-10-13, 2025-10-14, 2025-10-15, 2025-10-16, 2025-10-17, 2025-10-18, 2026-02-10",13,"2025-10-07, 2025-10-08, 2025-10-09, 2025-10-10, 2025-10-11, 2025-10-12, 2025-10-13, 2025-10-14, 2025-10-15, 2025-10-16, 2025-10-17, 2025-10-18, 2026-02-10"
