Budget,Spend New,Clicks New,Conv New,Purch New,Spend Existing,Clicks Existing,Conv Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Conv Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
847,0.0012650905476180266,8.966702877950534e-05,8.95969682832001e-05,8.959509260547914e-05,0.10552225462557961,0.07190233458637478,0.07152991350231519,0.07151614659116266,0.8932126548268026,0.9280080024324036,0.9283804857622024,0.9283942545415067
