Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.015936260310234367,0.021719196361555497,20.84368,28.407415,31.230000814981075,46.59
B,0.0,0.007243271629715678,0.0,52.479633,0.0,35.13
USA,0.14851754175122253,0.08425899956789011,114.37188,64.88702,322.75999918501975,256.5
