Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost,Bid
360 learning,USA,Exact match,existing searches,0.9900000218687396,0.8286698478760002,0.2933690566124198,0.8286698,6.142275310594414e-08,0.11942053,4.386965835083496
360 learning,USA,Phrase match,existing searches,1.1,0.924576248876,0.3892754576124198,0.92457616,8.558406894287884e-08,0.11942059,3.6734912824218493
360 learning,USA,Broad match,existing searches,1.1,0.9021703125200006,0.3892754436692925,0.9021703,1.2036296959117012e-08,0.049324512,3.673491413999521
alison course certificate,USA,Broad match,existing searches,0.9900000218687396,1.0237780321700003,0.293369125233355,1.0237782,-1.679795356146485e-07,0.09394652,4.386964808943822
certificate for project,USA,Phrase match,existing searches,0.9900000218687396,0.8325694820600009,0.2933691165166354,0.8325693,1.8093161346932618e-07,0.11942059,4.386964939291361
codedamn courses,USA,Phrase match,existing searches,0.8100000406884625,0.7833793687100012,0.2014266776318152,0.7833794,-7.224599585242686e-09,0.11942059,5.227708987087422
coding certificate free,USA,Broad match,existing searches,0.9900000218687396,0.9617666356700008,0.2933690898554867,0.9617665,1.542704647361504e-07,0.093946576,4.386965337975232
coding courses,USA,Broad match,existing searches,0.8100000406884625,0.8256275024200006,0.2014266218925042,0.8256275,-3.359265754454554e-09,0.04932463,5.227710433712968
complex problem solving,USA,Broad match,existing searches,0.8100000406884622,1.0036768213700005,0.2014266745041557,1.0036768,4.92523857253957e-08,0.1401341,5.2277090682608485
construction management certificate,USA,Exact match,existing searches,1.1,0.6137168631999997,0.3892755136936215,0.6137169,-3.714866358972557e-08,0.007398963,3.6734907531982057
construction management certificate,USA,Phrase match,existing searches,1.1,0.7400833111999999,0.3892754656075011,0.7400833,3.3974505542211375e-08,0.0073989034,3.6734912069743473
course on systems thinking,USA,Broad match,existing searches,0.8100000406884593,1.3868296568900007,0.3457178299933332,1.3868297,-7.695857107137273e-08,0.14013416,3.045836695536655
courses on systems thinking,USA,Broad match,existing searches,0.9900000218687396,1.478772116890001,0.4376602899933335,1.478772,7.270817725668621e-08,0.1401341,2.9406369685697675
cto course,USA,Broad match,existing searches,0.8100000406884625,0.8328128656200007,0.2014265855601862,0.8328129,-3.969158379746318e-08,0.093946576,5.227711376661177
dit course,USA,Phrase match,existing searches,0.9900000218687396,0.7563470573100003,0.2933691115054043,0.75634706,-2.89355195359775e-09,0.11942059,4.386965014227999
dit course,USA,Broad match,existing searches,0.9900000218687396,0.8511893009700008,0.293369040445251,0.8511892,1.0486022905542569e-07,0.049324512,4.386966076843216
embedded systems certificate,USA,Broad match,existing searches,0.9900000218687396,0.9492593124700006,0.2933690265012201,0.94925934,-2.8293091425268813e-08,0.09394652,4.38696628535872
freecodecamp courses with certificate,USA,Phrase match,existing searches,0.9900000218687396,0.8416217984100005,0.2933691562553069,0.8416217,1.0146099538310693e-07,0.11942059,4.386964345049754
freecodecamp full stack certification,A,Phrase match,existing searches,20.68999948672201,14.53916252805,13.82664848519569,14.539163,-1.0775322323297588e-07,7.3514423,1.9453014489764064
freecodecamp full stack certification,A,Broad match,existing searches,0.6399999933300222,0.9213190493700016,0.0260239062425601,0.921319,4.149646637419124e-08,0.0,31.97060362784265
freecodecamp full stack certification,B,Exact match,existing searches,10.440000083042603,21.88102932496,21.02654101176191,21.88103,1.95931679769501e-07,21.435051,0.6454699372742014
freecodecamp full stack certification,B,Phrase match,existing searches,16.020000221100098,38.94447110126,38.08998278806191,38.94447,1.6493557026819872e-06,33.209225,0.5467579337934848
