Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost,Bid
advanced modeling,USA,Broad match,existing searches,1.1000000059769948,1.25609267914,0.3439728137225195,1.2560925,1.3076963867320046e-07,0.1401341,4.15730531809896
agile project,USA,Broad match,existing searches,1.1000000059769948,1.2261967847900004,0.3439725826339335,1.2261968,1.8890342179389563e-08,0.049324453,4.157308111071005
best critical thinking courses,USA,Broad match,existing,1.1000000059769948,1.1183970843600006,0.3439725910471649,1.118397,8.690821839962838e-08,0.09551185,4.157308009387336
certificate in design thinking,A,Broad match,existing searches,0.63999999979157,1.3182030842200014,0.1487902328863832,1.318203,1.1180789205589293e-07,0.0,5.591764886639833
certification mit,USA,Broad match,existing searches,1.1000000059769948,1.0208373749620006,0.3439725721246287,1.0208375,-1.7043289690654717e-07,0.049324512,4.157308238088162
class central,USA,Broad match,existing searches,1.1000000059769948,1.0465114627200005,0.3439725551920769,1.0465115,-6.815615916089257e-08,0.049324453,4.157308442737736
cm punjab it certification program 2025,USA,Broad match,existing searches,1.1000000059769948,1.1157223439700006,0.3439725494868157,1.1157224,-7.386142031329258e-08,0.093946695,4.157308511692455
cm2 certification,A,Broad match,existing searches,5.960000245368212,3.554906279800001,2.6834140727496774,3.5549066,-3.268741934903119e-07,1.6333343,2.8873666564025093
computer science certificate programs,USA,Broad match,existing searches,1.100000005976995,1.0703304186820009,0.3926986828803041,1.0703305,-8.192072131762984e-08,0.09394652,3.641468815941923
computer technology course,USA,Broad match,existing searches,1.1000000059769948,1.3212855763200009,0.3439727134469232,1.3212856,-2.9110602373094707e-08,0.093946695,4.157306530044714
course on systems thinking,USA,Broad match,existing searches,0.5099999953994023,1.2220108341600004,0.2061059307481352,1.2220106,2.21672207478818e-07,0.036887586,3.216792411613908
course on systems thinking,A,Broad match,existing searches,0.8100000117729903,1.4275834040600006,0.2666115241008941,1.4275833,6.722986145568656e-08,0.18945396,3.9495667670629246
create design system,USA,Broad match,existing searches,1.1000000059769948,1.2392736737700003,0.3439726297827261,1.2392737,6.434490051887565e-09,0.058624387,4.1573075412231715
create design system,A,Phrase match,existing searches,20.680000489322868,15.68238216874,14.821166338890755,15.682383,-4.1487816382357323e-07,7.2812085,1.813892376713706
create design system,A,Broad match,existing searches,20.68000048932287,15.82854878109,14.78818093936942,15.828549,-6.039807995961155e-07,7.4367356,1.8179383080544111
