Day,Search keyword,Search keyword match type,Campaign,Clicks,Conv. value,Currency code,Cost
2022-07-02,Quantum Computing applications,Phrase,*Quantum Computing Program - xPRO - B - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,0.38
2022-07-02,quantum physics,Exact,*Quantum Computing Program - xPRO - A - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,0.37
2022-07-02,quantum computing,Exact,*Quantum Computing Program - xPRO - A - AW Lead Gen - Run 13 - 1T2023,3,0.00,USD,2.19
2022-07-02,quantum computing,Phrase,*Quantum Computing Program - xPRO - A - AW Lead Gen - Run 13 - 1T2023,2,0.00,USD,2.90
2022-07-02,ibm quantum computing,Phrase,*Quantum Computing Program - xPRO - A - AW Lead Gen - Run 13 - 1T2023,9,60.17,USD,17.14
2022-07-02,quantum machine learning,Phrase,*Quantum Computing Program - xPRO - A - AW Lead Gen - Run 13 - 1T2023,7,0.00,USD,6.91
2022-07-02,Quantum computing,Phrase,*Quantum Computing Program - xPRO - A - AW Lead Gen - Run 13 - 1T2023,5,60.17,USD,12.23
2022-07-02,Quantum computing,Exact,*Quantum Computing Program - xPRO - A - AW Lead Gen - Run 13 - 1T2023,5,0.00,USD,4.07
2022-07-02,quantum computing ai,Phrase,*Quantum Computing Program - xPRO - A - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,3.32
2022-07-02,quantum programming,Phrase,*Quantum Computing Program - xPRO - A - AW Lead Gen - Run 13 - 1T2023,5,60.17,USD,9.36
2022-07-02,Quantum computer,Phrase,*Quantum Computing Program - xPRO - A - AW Lead Gen - Run 13 - 1T2023,5,0.00,USD,8.42
2022-07-03,Learn quantum computing,Broad,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,3,0.00,USD,7.30
2022-07-03,Quantum computation,Phrase,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,6,0.00,USD,46.07
2022-07-03,mit quantum computing,Exact,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,2,0.00,USD,11.62
2022-07-03,quantum mit,Exact,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,2,0.00,USD,22.16
2022-07-03,mit quantum,Phrase,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,4,0.00,USD,8.93
2022-07-03,mit xpro quantum computing,Exact,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,11.86
2022-07-03,quantum computing programming,Phrase,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,0.71
2022-07-03,system architecture,Broad,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,2.36
2022-07-03,quantum physics,Exact,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,7.99
2022-07-03,Introduction to Quantum Mechanics,Phrase,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,3.54
2022-07-03,quantum coding,Broad,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,7,60.17,USD,29.12
2022-07-03,quantum machine learning,Broad,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,3.97
2022-07-03,quantum computer science,Broad,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,2.76
2022-07-03,quantum technology,Broad,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,4,0.00,USD,8.66
2022-07-03,quantum information,Broad,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,6.59
2022-07-03,quantum computing,Exact,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,5.04
2022-07-03,quantum computing,Phrase,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,3,0.00,USD,16.09
2022-07-03,quantum information science,Phrase,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,11.15
2022-07-03,quantum encryption,Exact,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,0.72
2022-07-03,quantum computer ai,Broad,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,2.57
2022-07-03,quantum machine learning,Phrase,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,1,0.00,USD,4.91
2022-07-03,Quantum computing,Phrase,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,4,0.00,USD,15.09
2022-07-03,Quantum computing,Exact,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,7,0.00,USD,19.58
2022-07-03,qubit quantum computer,Broad,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,4,0.00,USD,22.66
2022-07-03,theory of quantum computing,Exact,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,2,0.00,USD,6.42
2022-07-03,Quantum computer,Phrase,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,2,60.17,USD,3.57
2022-07-03,qubit quantum computer,Phrase,*Quantum Computing Program - xPRO - US - AW Lead Gen - Run 13 - 1T2023,2,0.00,USD,15.42
