Day,N_Estimators,Hist_MSE,Hist_R2,Hist_Bias,CV_Score,best_params
2025-12-01,30,1.8363512754440308,0.9114044904708862,8.875237324185964e-05,2.820141649246216,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-02,30,1.850379467010498,0.9108165502548218,-9.838126823850533e-05,2.6562204122543336,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-03,30,1.8752562999725342,0.909763753414154,1.960776895426704e-05,2.744167137145996,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-04,30,1.8443045616149902,0.9114166498184204,0.00012777984157307152,2.288006138801575,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-05,30,1.8266178369522095,0.9123327732086182,-0.0001187781182272279,2.8556440830230714,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-06,30,1.7716164588928223,0.915045440196991,1.323871009531077e-05,2.4736575841903687,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-07,30,1.81032395362854,0.9132285118103027,-0.00026299195588662475,2.596876621246338,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-08,30,1.8658398389816284,0.9112393856048584,4.189288114844865e-05,3.0658798217773438,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-09,30,1.8432384729385376,0.9124456644058228,5.230457957636896e-05,2.5452916622161865,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-10,30,1.8129099607467651,0.9141143560409546,7.560628956093467e-05,2.6878276824951173,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-11,30,1.7795840501785278,0.9157465100288391,1.3699464698254835e-05,2.4298520565032957,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
