Keyword,Region,Match type,Cost,Clicks,t_Clicks_ActCost
mit professional development,USA,Broad match,30.800000000000004,28,27.004087
generative ai course,USA,Broad match,6.6000000000000005,5,4.1485796
generative ai online course,USA,Broad match,3.03,3,2.2948756
online ai and ml courses,USA,Phrase match,48.1,37,32.809315
mit xpro ai,USA,Broad match,34.56,32,29.321136
mit artificial intelligence course,USA,Phrase match,2.85,3,0.33234692
generative ai certificate course,USA,Broad match,2.25,3,1.5805783
generative ai fundamentals course,USA,Broad match,5.25,7,5.353502
generative ai online course,USA,Broad match,11.0,5,4.1417093
generative ai online program,USA,Broad match,3.78,3,2.0377913
generative ai certificate program,USA,Broad match,1.46,1,0.04821503
generative ai foundations course,USA,Broad match,8.89,7,6.013353
mit generative ai certificate,USA,Broad match,2.1,3,-0.95199347
online course generative ai,USA,Broad match,0.45,1,0.0
online generative ai course,USA,Phrase match,0.7,1,0.0
professional ai certificate,USA,Phrase match,1.68,1,0.017525971
mit professional development,A,Broad match,3.24,3,2.0453281
generative ai course,A,Broad match,2.32,2,1.3323596
online ai and ml courses,A,Phrase match,8.040000000000001,6,2.9789503
mit xpro ai,A,Broad match,3.2700000000000005,3,0.52942634
generative ai fundamentals course,A,Broad match,5.82,6,4.943643
generative ai online program,A,Broad match,8.0,8,6.9462576
generative ai certificate program,A,Broad match,4.85,5,4.0570207
generative ai foundations course,A,Broad match,2.46,3,1.9527664
online course generative ai,A,Broad match,1.11,1,0.0
mit professional development,B,Broad match,2.25,3,2.1429024
generative ai course,B,Broad match,3.92,7,5.6482325
generative ai online course,B,Broad match,2.85,5,3.7263637
online ai and ml courses,B,Phrase match,1.96,4,0.9279163
generative ai online course,B,Broad match,0.29,1,0.0
generative ai online program,B,Broad match,6.63,13,11.61128
generative ai foundations course,B,Broad match,0.34,1,0.0
mit generative ai certificate,B,Broad match,1.24,4,0.07044768
generative ai certification online,B,Broad match,0.96,1,0.0
online course generative ai,B,Broad match,2.12,4,2.6183884
professional certificate in ai,B,Phrase match,0.35,1,0.0
prompt engineering course,B,Phrase match,1.29,3,0.08751798
ai certification mit,USA,Exact match,1.39,1,0.04821503
mit ai course,USA,Phrase match,5.4,6,4.539052
