Budget,Spend New,Clicks New,Purch New,Spend Existing,Clicks Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
353,0.056736756946812336,0.0533849083562912,0.055932169377327,0.14586861661446687,0.1510724640299239,0.14734466631537627,0.7973946264387208,0.7955426329629458,0.796723152011967
