Campaign,Hour of the day,Clicks
Program - SysEng - Run 26 - Search - Prospecting - C,8,592
Sysengx3 - Run 2 - Text - US,9,0
Sysengx3 - Run 2 - Other - Text,9,0
Systems Engineering Program - Run 3 - US - Text,9,0
Systems Engineering Program - Run 3 - Other - Text,9,0
Sysengx - Run 4 - Other (SEM),9,0
Sysengx - Run 4 - US (SEM),9,0
Sysengx - Run 4 - US - Remarketing,9,0
Sysengx - Run 4 - Other B - Remarketing,9,0
Sysengx - Run 4 - Other A - Remarketing,9,0
Syseng - FL18 - US,9,0
Syseng - FL18 - Other A,9,0
Syseng - FL18 - Other B,9,0
System Engineering - FL18 - US - Revamped,9,0
System Engineering - FL18 - Other A - Revamped,9,0
System Engineering - FL18 - Other B - Revamped,9,0
System Engineering - SP19 - US - Broad,9,0
System Engineering - SP19 - Other A - Broad,9,0
System Engineering - SP19 - Other B - Broad,9,0
System Engineering - SP19 - Other A - BMM,9,0
System Engineering - SP19 - Other B - Phrase,9,0
System Engineering - SP19 - Other B - Exact,9,0
System Engineering - SP19 - US - Exact,9,0
System Engineering - SP19 - Other A - Exact,9,0
System Engineering - SP19 - Other A - Phrase,9,0
System Engineering - SP19 - US - BMM,9,0
System Engineering - SP19 - US - Phrase,9,0
System Engineering - SP19 - Other B - BMM,9,0
Program - SysEng - Run 21 - Search - Lead Gen - US,9,"3,764"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,9,"3,192"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,9,"5,973"
Lifetime Campaign - System Engineering - C (Run 12 SU21),9,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,9,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,9,"1,263"
Program - SysEng - Run 22 - Search - Lead Gen - A,9,431
Program - SysEng - Run 22 - Search - Lead Gen - B,9,500
Program - SysEng - Run 22 - Search - Lead Gen - C,9,841
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),9,942
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),9,469
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),9,"1,501"
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),9,585
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),9,531
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),9,313
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),9,528
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),9,363
Program - SysEng - Run 24 - Search - Remarketing - B,9,20
Program - SysEng - Run 24 - Search - Remarketing - C,9,8
Program - SysEng - Run 24 - Search - Remarketing - A,9,8
Program - SysEng - Run 24 - Search - Remarketing - US + CA,9,22
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),9,75
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),9,39
Program - SysEng - Run 26 - Search - Prospecting - USA,9,549
Program - SysEng - Run 26 - Search - Prospecting - A,9,358
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,9,139
Program - SysEng - Run 26 - Search - Prospecting - B,9,335
Program - SysEng - Run 26 - Search - Prospecting - C,9,571
Sysengx3 - Run 2 - Text - US,10,0
Sysengx3 - Run 2 - Other - Text,10,0
Systems Engineering Program - Run 3 - US - Text,10,0
Systems Engineering Program - Run 3 - Other - Text,10,0
Sysengx - Run 4 - Other (SEM),10,0
Sysengx - Run 4 - US (SEM),10,0
Sysengx - Run 4 - US - Remarketing,10,0
Sysengx - Run 4 - Other B - Remarketing,10,0
Sysengx - Run 4 - Other A - Remarketing,10,0
Syseng - FL18 - US,10,0
Syseng - FL18 - Other A,10,0
Syseng - FL18 - Other B,10,0
System Engineering - FL18 - US - Revamped,10,0
System Engineering - FL18 - Other A - Revamped,10,0
System Engineering - FL18 - Other B - Revamped,10,0
System Engineering - SP19 - US - Broad,10,0
System Engineering - SP19 - Other A - Broad,10,0
System Engineering - SP19 - Other B - Broad,10,0
System Engineering - SP19 - Other A - BMM,10,0
System Engineering - SP19 - Other B - Phrase,10,0
System Engineering - SP19 - Other B - Exact,10,0
System Engineering - SP19 - US - Exact,10,0
System Engineering - SP19 - Other A - Exact,10,0
System Engineering - SP19 - Other A - Phrase,10,0
System Engineering - SP19 - US - BMM,10,0
System Engineering - SP19 - US - Phrase,10,0
System Engineering - SP19 - Other B - BMM,10,0
Program - SysEng - Run 21 - Search - Lead Gen - US,10,"4,553"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,10,"3,098"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,10,"5,754"
Lifetime Campaign - System Engineering - C (Run 12 SU21),10,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,10,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,10,"1,517"
Program - SysEng - Run 22 - Search - Lead Gen - A,10,437
Program - SysEng - Run 22 - Search - Lead Gen - B,10,469
Program - SysEng - Run 22 - Search - Lead Gen - C,10,951
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),10,"1,115"
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),10,604
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),10,"1,580"
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),10,515
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),10,575
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),10,302
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),10,450
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),10,329
Program - SysEng - Run 24 - Search - Remarketing - B,10,7
Program - SysEng - Run 24 - Search - Remarketing - C,10,12
Program - SysEng - Run 24 - Search - Remarketing - A,10,1
Program - SysEng - Run 24 - Search - Remarketing - US + CA,10,37
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),10,95
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),10,65
Program - SysEng - Run 26 - Search - Prospecting - USA,10,672
Program - SysEng - Run 26 - Search - Prospecting - A,10,284
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,10,166
Program - SysEng - Run 26 - Search - Prospecting - B,10,328
Program - SysEng - Run 26 - Search - Prospecting - C,10,605
Sysengx3 - Run 2 - Text - US,11,0
Sysengx3 - Run 2 - Other - Text,11,0
Systems Engineering Program - Run 3 - US - Text,11,0
Systems Engineering Program - Run 3 - Other - Text,11,0
Sysengx - Run 4 - Other (SEM),11,0
Sysengx - Run 4 - US (SEM),11,0
Sysengx - Run 4 - US - Remarketing,11,0
Sysengx - Run 4 - Other B - Remarketing,11,0
Sysengx - Run 4 - Other A - Remarketing,11,0
Syseng - FL18 - US,11,0
Syseng - FL18 - Other A,11,0
Syseng - FL18 - Other B,11,0
System Engineering - FL18 - US - Revamped,11,0
System Engineering - FL18 - Other A - Revamped,11,0
System Engineering - FL18 - Other B - Revamped,11,0
System Engineering - SP19 - US - Broad,11,0
System Engineering - SP19 - Other A - Broad,11,0
System Engineering - SP19 - Other B - Broad,11,0
System Engineering - SP19 - Other A - BMM,11,0
System Engineering - SP19 - Other B - Phrase,11,0
System Engineering - SP19 - Other B - Exact,11,0
System Engineering - SP19 - US - Exact,11,0
System Engineering - SP19 - Other A - Exact,11,0
System Engineering - SP19 - Other A - Phrase,11,0
System Engineering - SP19 - US - BMM,11,0
System Engineering - SP19 - US - Phrase,11,0
System Engineering - SP19 - Other B - BMM,11,0
Program - SysEng - Run 21 - Search - Lead Gen - US,11,"4,938"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,11,"2,881"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,11,"5,490"
Lifetime Campaign - System Engineering - C (Run 12 SU21),11,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,11,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,11,"1,791"
Program - SysEng - Run 22 - Search - Lead Gen - A,11,395
Program - SysEng - Run 22 - Search - Lead Gen - B,11,504
Program - SysEng - Run 22 - Search - Lead Gen - C,11,936
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),11,"1,227"
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),11,620
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),11,"1,567"
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),11,524
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),11,557
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),11,330
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),11,401
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),11,309
Program - SysEng - Run 24 - Search - Remarketing - B,11,6
Program - SysEng - Run 24 - Search - Remarketing - C,11,26
Program - SysEng - Run 24 - Search - Remarketing - A,11,3
Program - SysEng - Run 24 - Search - Remarketing - US + CA,11,28
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),11,124
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),11,67
Program - SysEng - Run 26 - Search - Prospecting - USA,11,823
Program - SysEng - Run 26 - Search - Prospecting - A,11,315
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,11,210
Program - SysEng - Run 26 - Search - Prospecting - B,11,325
Program - SysEng - Run 26 - Search - Prospecting - C,11,564
Sysengx3 - Run 2 - Text - US,12,0
Sysengx3 - Run 2 - Other - Text,12,0
Systems Engineering Program - Run 3 - US - Text,12,0
Systems Engineering Program - Run 3 - Other - Text,12,0
Sysengx - Run 4 - Other (SEM),12,0
Sysengx - Run 4 - US (SEM),12,0
Sysengx - Run 4 - US - Remarketing,12,0
Sysengx - Run 4 - Other B - Remarketing,12,0
Sysengx - Run 4 - Other A - Remarketing,12,0
Syseng - FL18 - US,12,0
Syseng - FL18 - Other A,12,0
Syseng - FL18 - Other B,12,0
System Engineering - FL18 - US - Revamped,12,0
System Engineering - FL18 - Other A - Revamped,12,0
System Engineering - FL18 - Other B - Revamped,12,0
System Engineering - SP19 - US - Broad,12,0
System Engineering - SP19 - Other A - Broad,12,0
System Engineering - SP19 - Other B - Broad,12,0
System Engineering - SP19 - Other A - BMM,12,0
System Engineering - SP19 - Other B - Phrase,12,0
System Engineering - SP19 - Other B - Exact,12,0
System Engineering - SP19 - US - Exact,12,0
System Engineering - SP19 - Other A - Exact,12,0
System Engineering - SP19 - Other A - Phrase,12,0
System Engineering - SP19 - US - BMM,12,0
System Engineering - SP19 - US - Phrase,12,0
System Engineering - SP19 - Other B - BMM,12,0
Program - SysEng - Run 21 - Search - Lead Gen - US,12,"4,969"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,12,"2,826"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,12,"4,946"
Lifetime Campaign - System Engineering - C (Run 12 SU21),12,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,12,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,12,"1,691"
Program - SysEng - Run 22 - Search - Lead Gen - A,12,395
Program - SysEng - Run 22 - Search - Lead Gen - B,12,463
Program - SysEng - Run 22 - Search - Lead Gen - C,12,"1,034"
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),12,"1,215"
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),12,606
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),12,"1,553"
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),12,541
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),12,511
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),12,268
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),12,385
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),12,302
Program - SysEng - Run 24 - Search - Remarketing - B,12,12
Program - SysEng - Run 24 - Search - Remarketing - C,12,22
Program - SysEng - Run 24 - Search - Remarketing - A,12,7
Program - SysEng - Run 24 - Search - Remarketing - US + CA,12,13
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),12,119
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),12,71
Program - SysEng - Run 26 - Search - Prospecting - USA,12,846
Program - SysEng - Run 26 - Search - Prospecting - A,12,286
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,12,154
Program - SysEng - Run 26 - Search - Prospecting - B,12,341
Program - SysEng - Run 26 - Search - Prospecting - C,12,604
Sysengx3 - Run 2 - Text - US,13,0
Sysengx3 - Run 2 - Other - Text,13,0
Systems Engineering Program - Run 3 - US - Text,13,0
Systems Engineering Program - Run 3 - Other - Text,13,0
Sysengx - Run 4 - Other (SEM),13,0
Sysengx - Run 4 - US (SEM),13,0
Sysengx - Run 4 - US - Remarketing,13,0
Sysengx - Run 4 - Other B - Remarketing,13,0
Sysengx - Run 4 - Other A - Remarketing,13,0
Syseng - FL18 - US,13,0
Syseng - FL18 - Other A,13,0
Syseng - FL18 - Other B,13,0
System Engineering - FL18 - US - Revamped,13,0
System Engineering - FL18 - Other A - Revamped,13,0
System Engineering - FL18 - Other B - Revamped,13,0
System Engineering - SP19 - US - Broad,13,0
System Engineering - SP19 - Other A - Broad,13,0
System Engineering - SP19 - Other B - Broad,13,0
System Engineering - SP19 - Other A - BMM,13,0
System Engineering - SP19 - Other B - Phrase,13,0
System Engineering - SP19 - Other B - Exact,13,0
System Engineering - SP19 - US - Exact,13,0
System Engineering - SP19 - Other A - Exact,13,0
System Engineering - SP19 - Other A - Phrase,13,0
System Engineering - SP19 - US - BMM,13,0
System Engineering - SP19 - US - Phrase,13,0
System Engineering - SP19 - Other B - BMM,13,0
Program - SysEng - Run 21 - Search - Lead Gen - US,13,"5,228"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,13,"2,884"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,13,"4,866"
Lifetime Campaign - System Engineering - C (Run 12 SU21),13,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,13,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,13,"1,554"
Program - SysEng - Run 22 - Search - Lead Gen - A,13,359
Program - SysEng - Run 22 - Search - Lead Gen - B,13,439
Program - SysEng - Run 22 - Search - Lead Gen - C,13,979
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),13,"1,244"
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),13,599
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),13,"1,317"
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),13,602
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),13,476
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),13,289
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),13,362
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),13,326
Program - SysEng - Run 24 - Search - Remarketing - B,13,8
Program - SysEng - Run 24 - Search - Remarketing - C,13,14
Program - SysEng - Run 24 - Search - Remarketing - A,13,2
Program - SysEng - Run 24 - Search - Remarketing - US + CA,13,28
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),13,121
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),13,65
Program - SysEng - Run 26 - Search - Prospecting - USA,13,817
Program - SysEng - Run 26 - Search - Prospecting - A,13,268
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,13,212
Program - SysEng - Run 26 - Search - Prospecting - B,13,348
Program - SysEng - Run 26 - Search - Prospecting - C,13,428
Sysengx3 - Run 2 - Text - US,14,0
Sysengx3 - Run 2 - Other - Text,14,0
Systems Engineering Program - Run 3 - US - Text,14,0
Systems Engineering Program - Run 3 - Other - Text,14,0
Sysengx - Run 4 - Other (SEM),14,0
Sysengx - Run 4 - US (SEM),14,0
Sysengx - Run 4 - US - Remarketing,14,0
Sysengx - Run 4 - Other B - Remarketing,14,0
Sysengx - Run 4 - Other A - Remarketing,14,0
Syseng - FL18 - US,14,0
Syseng - FL18 - Other A,14,0
Syseng - FL18 - Other B,14,0
System Engineering - FL18 - US - Revamped,14,0
System Engineering - FL18 - Other A - Revamped,14,0
System Engineering - FL18 - Other B - Revamped,14,0
System Engineering - SP19 - US - Broad,14,0
System Engineering - SP19 - Other A - Broad,14,0
System Engineering - SP19 - Other B - Broad,14,0
System Engineering - SP19 - Other A - BMM,14,0
System Engineering - SP19 - Other B - Phrase,14,0
System Engineering - SP19 - Other B - Exact,14,0
System Engineering - SP19 - US - Exact,14,0
System Engineering - SP19 - Other A - Exact,14,0
System Engineering - SP19 - Other A - Phrase,14,0
System Engineering - SP19 - US - BMM,14,0
System Engineering - SP19 - US - Phrase,14,0
System Engineering - SP19 - Other B - BMM,14,0
Program - SysEng - Run 21 - Search - Lead Gen - US,14,"5,276"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,14,"2,770"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,14,"4,977"
Lifetime Campaign - System Engineering - C (Run 12 SU21),14,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,14,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,14,"1,640"
Program - SysEng - Run 22 - Search - Lead Gen - A,14,361
Program - SysEng - Run 22 - Search - Lead Gen - B,14,386
Program - SysEng - Run 22 - Search - Lead Gen - C,14,669
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),14,"1,317"
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),14,664
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),14,856
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),14,646
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),14,332
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),14,299
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),14,408
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),14,302
Program - SysEng - Run 24 - Search - Remarketing - B,14,11
Program - SysEng - Run 24 - Search - Remarketing - C,14,11
Program - SysEng - Run 24 - Search - Remarketing - A,14,5
Program - SysEng - Run 24 - Search - Remarketing - US + CA,14,32
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),14,88
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),14,42
Program - SysEng - Run 26 - Search - Prospecting - USA,14,815
Program - SysEng - Run 26 - Search - Prospecting - A,14,239
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,14,174
Program - SysEng - Run 26 - Search - Prospecting - B,14,342
Program - SysEng - Run 26 - Search - Prospecting - C,14,248
Sysengx3 - Run 2 - Text - US,15,0
Sysengx3 - Run 2 - Other - Text,15,0
Systems Engineering Program - Run 3 - US - Text,15,0
Systems Engineering Program - Run 3 - Other - Text,15,0
Sysengx - Run 4 - Other (SEM),15,0
Sysengx - Run 4 - US (SEM),15,0
Sysengx - Run 4 - US - Remarketing,15,0
Sysengx - Run 4 - Other B - Remarketing,15,0
Sysengx - Run 4 - Other A - Remarketing,15,0
Syseng - FL18 - US,15,0
Syseng - FL18 - Other A,15,0
Syseng - FL18 - Other B,15,0
System Engineering - FL18 - US - Revamped,15,0
System Engineering - FL18 - Other A - Revamped,15,0
System Engineering - FL18 - Other B - Revamped,15,0
System Engineering - SP19 - US - Broad,15,0
System Engineering - SP19 - Other A - Broad,15,0
System Engineering - SP19 - Other B - Broad,15,0
System Engineering - SP19 - Other A - BMM,15,0
System Engineering - SP19 - Other B - Phrase,15,0
System Engineering - SP19 - Other B - Exact,15,0
System Engineering - SP19 - US - Exact,15,0
System Engineering - SP19 - Other A - Exact,15,0
System Engineering - SP19 - Other A - Phrase,15,0
System Engineering - SP19 - US - BMM,15,0
System Engineering - SP19 - US - Phrase,15,0
System Engineering - SP19 - Other B - BMM,15,0
Program - SysEng - Run 21 - Search - Lead Gen - US,15,"5,089"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,15,"2,734"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,15,"5,566"
Lifetime Campaign - System Engineering - C (Run 12 SU21),15,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,15,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,15,"1,531"
Program - SysEng - Run 22 - Search - Lead Gen - A,15,327
Program - SysEng - Run 22 - Search - Lead Gen - B,15,498
Program - SysEng - Run 22 - Search - Lead Gen - C,15,475
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),15,"1,220"
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),15,506
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),15,537
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),15,624
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),15,251
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),15,274
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),15,422
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),15,301
Program - SysEng - Run 24 - Search - Remarketing - B,15,11
Program - SysEng - Run 24 - Search - Remarketing - C,15,11
Program - SysEng - Run 24 - Search - Remarketing - A,15,6
Program - SysEng - Run 24 - Search - Remarketing - US + CA,15,34
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),15,102
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),15,42
Program - SysEng - Run 26 - Search - Prospecting - USA,15,828
Program - SysEng - Run 26 - Search - Prospecting - A,15,276
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,15,144
Program - SysEng - Run 26 - Search - Prospecting - B,15,309
Program - SysEng - Run 26 - Search - Prospecting - C,15,189
Sysengx3 - Run 2 - Text - US,16,0
Sysengx3 - Run 2 - Other - Text,16,0
Systems Engineering Program - Run 3 - US - Text,16,0
Systems Engineering Program - Run 3 - Other - Text,16,0
Sysengx - Run 4 - Other (SEM),16,0
Sysengx - Run 4 - US (SEM),16,0
Sysengx - Run 4 - US - Remarketing,16,0
Sysengx - Run 4 - Other B - Remarketing,16,0
Sysengx - Run 4 - Other A - Remarketing,16,0
Syseng - FL18 - US,16,0
Syseng - FL18 - Other A,16,0
Syseng - FL18 - Other B,16,0
System Engineering - FL18 - US - Revamped,16,0
System Engineering - FL18 - Other A - Revamped,16,0
System Engineering - FL18 - Other B - Revamped,16,0
System Engineering - SP19 - US - Broad,16,0
System Engineering - SP19 - Other A - Broad,16,0
System Engineering - SP19 - Other B - Broad,16,0
System Engineering - SP19 - Other A - BMM,16,0
System Engineering - SP19 - Other B - Phrase,16,0
System Engineering - SP19 - Other B - Exact,16,0
System Engineering - SP19 - US - Exact,16,0
System Engineering - SP19 - Other A - Exact,16,0
System Engineering - SP19 - Other A - Phrase,16,0
System Engineering - SP19 - US - BMM,16,0
System Engineering - SP19 - US - Phrase,16,0
System Engineering - SP19 - Other B - BMM,16,0
Program - SysEng - Run 21 - Search - Lead Gen - US,16,"4,892"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,16,"2,381"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,16,"5,740"
Lifetime Campaign - System Engineering - C (Run 12 SU21),16,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,16,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,16,"1,487"
Program - SysEng - Run 22 - Search - Lead Gen - A,16,331
Program - SysEng - Run 22 - Search - Lead Gen - B,16,453
Program - SysEng - Run 22 - Search - Lead Gen - C,16,295
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),16,"1,137"
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),16,523
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),16,370
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),16,620
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),16,155
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),16,310
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),16,417
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),16,273
Program - SysEng - Run 24 - Search - Remarketing - B,16,10
Program - SysEng - Run 24 - Search - Remarketing - C,16,11
Program - SysEng - Run 24 - Search - Remarketing - A,16,7
Program - SysEng - Run 24 - Search - Remarketing - US + CA,16,30
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),16,94
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),16,24
Program - SysEng - Run 26 - Search - Prospecting - USA,16,777
Program - SysEng - Run 26 - Search - Prospecting - A,16,259
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,16,139
Program - SysEng - Run 26 - Search - Prospecting - B,16,310
Program - SysEng - Run 26 - Search - Prospecting - C,16,112
Sysengx3 - Run 2 - Text - US,17,0
Sysengx3 - Run 2 - Other - Text,17,0
Systems Engineering Program - Run 3 - US - Text,17,0
Systems Engineering Program - Run 3 - Other - Text,17,0
Sysengx - Run 4 - Other (SEM),17,0
Sysengx - Run 4 - US (SEM),17,0
Sysengx - Run 4 - US - Remarketing,17,0
Sysengx - Run 4 - Other B - Remarketing,17,0
Sysengx - Run 4 - Other A - Remarketing,17,0
Syseng - FL18 - US,17,0
Syseng - FL18 - Other A,17,0
Syseng - FL18 - Other B,17,0
System Engineering - FL18 - US - Revamped,17,0
System Engineering - FL18 - Other A - Revamped,17,0
System Engineering - FL18 - Other B - Revamped,17,0
System Engineering - SP19 - US - Broad,17,0
System Engineering - SP19 - Other A - Broad,17,0
System Engineering - SP19 - Other B - Broad,17,0
System Engineering - SP19 - Other A - BMM,17,0
System Engineering - SP19 - Other B - Phrase,17,0
System Engineering - SP19 - Other B - Exact,17,0
System Engineering - SP19 - US - Exact,17,0
System Engineering - SP19 - Other A - Exact,17,0
System Engineering - SP19 - Other A - Phrase,17,0
System Engineering - SP19 - US - BMM,17,0
System Engineering - SP19 - US - Phrase,17,0
System Engineering - SP19 - Other B - BMM,17,0
Program - SysEng - Run 21 - Search - Lead Gen - US,17,"4,310"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,17,"2,217"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,17,"5,263"
Lifetime Campaign - System Engineering - C (Run 12 SU21),17,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,17,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,17,"1,480"
Program - SysEng - Run 22 - Search - Lead Gen - A,17,305
Program - SysEng - Run 22 - Search - Lead Gen - B,17,366
Program - SysEng - Run 22 - Search - Lead Gen - C,17,188
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),17,"1,013"
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),17,476
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),17,219
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),17,419
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),17,141
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),17,259
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),17,368
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),17,240
Program - SysEng - Run 24 - Search - Remarketing - B,17,6
Program - SysEng - Run 24 - Search - Remarketing - C,17,6
Program - SysEng - Run 24 - Search - Remarketing - A,17,3
Program - SysEng - Run 24 - Search - Remarketing - US + CA,17,21
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),17,60
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),17,19
Program - SysEng - Run 26 - Search - Prospecting - USA,17,781
Program - SysEng - Run 26 - Search - Prospecting - A,17,258
