Day,x_max,alpha,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,N_Opt,N_Obs,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias
2025-12-01,,0.0,252.2888,275.31143,261.1766824778109,322,347.2586217631633,355.41,10,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,,0.5,252.28883,275.31143,261.1766823637918,322,347.73144703345474,355.41,11,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,,1.0,252.28883,275.31143,261.1766823514938,322,347.73144703345514,355.41,11,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,30.0,0.0,446.31335,275.31143,195.92377113167203,322,347.7115766959677,355.41,32,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,30.0,0.5,446.6972,275.31143,196.4782141019336,322,347.7115766959677,355.41,32,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,30.0,1.0,446.7064,275.31143,196.47821339470252,322,347.73585322677025,355.41,33,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,60.0,0.0,328.05917,275.31143,228.2540010718966,322,347.6979180044982,355.41,15,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,60.0,0.5,328.05917,275.31143,228.25400099065544,322,347.6979180044982,355.41,15,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,60.0,1.0,328.05917,275.31143,228.25400083711074,322,347.6979180044982,355.41,15,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,90.0,0.0,235.31725,275.31143,260.32178680392843,322,347.51434345798316,355.41,12,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,90.0,0.5,219.60365,275.31143,260.855542530899,322,347.7314457108989,355.41,13,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-01,90.0,1.0,219.60365,275.31143,260.85554287229377,322,347.73144703345474,355.41,13,31,75.10693016052247,0.4451090395450592,0.9985357522964478,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__n_estimators': 20}",,,
2025-12-02,,0.0,168.706,223.57523,315.24931287161485,292,347.0921017655644,350.34000000000003,15,32,65.59634027481079,0.9530185461044312,0.9959689974784851,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-02,,0.5,170.0224,223.57523,316.04719182401686,292,347.4795791374977,350.34000000000003,16,32,65.59634027481079,0.9530185461044312,0.9959689974784851,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-02,,1.0,170.0224,223.57523,316.04719199661434,292,347.4997887778541,350.34000000000003,17,32,65.59634027481079,0.9530185461044312,0.9959689974784851,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-02,30.0,0.0,207.17442,223.57523,242.37917919971383,292,347.3081015661108,350.34000000000003,72,32,65.59634027481079,0.9530185461044312,0.9959689974784851,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-02,30.0,0.5,242.2977,223.57523,250.17015153271612,292,347.40589070382254,350.34000000000003,61,32,65.59634027481079,0.9530185461044312,0.9959689974784851,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-02,30.0,1.0,242.2977,223.57523,250.17015098201236,292,347.49978877785486,350.34000000000003,62,32,65.59634027481079,0.9530185461044312,0.9959689974784851,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-02,60.0,0.0,196.41837,223.57523,263.49184128647926,292,347.609269738332,350.34000000000003,34,32,65.59634027481079,0.9530185461044312,0.9959689974784851,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-02,60.0,0.5,171.62178,223.57523,266.3912541641486,292,347.84421857141143,350.34000000000003,33,32,65.59634027481079,0.9530185461044312,0.9959689974784851,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-02,60.0,1.0,171.62178,223.57523,266.3912541202855,292,347.57432277693124,350.34000000000003,33,32,65.59634027481079,0.9530185461044312,0.9959689974784851,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-02,90.0,0.0,152.52075,223.57523,313.9728374463401,292,347.26958100838823,350.34000000000003,16,32,65.59634027481079,0.9530185461044312,0.9959689974784851,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-02,90.0,0.5,140.74371,223.57523,314.62510731169425,292,347.6249466368655,350.34000000000003,22,32,65.59634027481079,0.9530185461044312,0.9959689974784851,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-02,90.0,1.0,140.74368,223.57523,314.6251077588003,292,347.4294740154615,350.34000000000003,20,32,65.59634027481079,0.9530185461044312,0.9959689974784851,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-03,,0.0,162.57896,209.19835,356.9850437790862,276,347.9440255471186,359.4600000000001,65,36,23.138848495483398,0.8107504844665527,0.9962922930717468,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-03,,0.5,162.4123,209.19835,357.10439052778895,276,347.9565792487224,359.4600000000001,64,36,23.138848495483398,0.8107504844665527,0.9962922930717468,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-03,,1.0,162.4123,209.19835,357.1915427768053,276,347.9565773613958,359.4600000000001,64,36,23.138848495483398,0.8107504844665527,0.9962922930717468,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-03,30.0,0.0,142.17719,209.19835,321.32256831924366,276,347.9265326856346,359.4600000000001,79,36,23.138848495483398,0.8107504844665527,0.9962922930717468,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-03,30.0,0.5,141.84387,209.19835,321.42412606779965,276,347.9107744726793,359.4600000000001,78,36,23.138848495483398,0.8107504844665527,0.9962922930717468,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-03,30.0,1.0,141.84387,209.19835,321.59842932871476,276,347.9107744726793,359.4600000000001,78,36,23.138848495483398,0.8107504844665527,0.9962922930717468,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-03,60.0,0.0,141.84387,209.19835,321.40698622661694,276,347.82822044813133,359.4600000000001,79,36,23.138848495483398,0.8107504844665527,0.9962922930717468,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-03,60.0,0.5,141.84387,209.19835,321.5984287548518,276,347.9107744726793,359.4600000000001,78,36,23.138848495483398,0.8107504844665527,0.9962922930717468,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-03,60.0,1.0,141.84387,209.19835,321.4241272514505,276,347.9107744726793,359.4600000000001,78,36,23.138848495483398,0.8107504844665527,0.9962922930717468,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-03,90.0,0.0,162.91228,209.19835,356.85771920488156,276,347.8890917225934,359.4600000000001,63,36,23.138848495483398,0.8107504844665527,0.9962922930717468,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-03,90.0,0.5,162.4123,209.19835,357.104390964461,276,347.9565792487225,359.4600000000001,64,36,23.138848495483398,0.8107504844665527,0.9962922930717468,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-03,90.0,1.0,162.4123,209.19835,357.1043921190622,276,347.9565792487224,359.4600000000001,64,36,23.138848495483398,0.8107504844665527,0.9962922930717468,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-04,,0.0,156.83179,209.13777,287.01369197867336,308,347.6170909016006,370.06000000000006,20,35,52.731452560424806,0.740648627281189,0.9969594478607178,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-04,,0.5,158.01956,209.13777,287.0136932891135,308,347.61709090160065,370.06000000000006,20,35,52.731452560424806,0.740648627281189,0.9969594478607178,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-04,,1.0,155.5928,209.13777,287.0136925126046,308,347.6170909016006,370.06000000000006,20,35,52.731452560424806,0.740648627281189,0.9969594478607178,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-04,30.0,0.0,168.6791,209.13777,222.0938947827872,308,347.62467984162225,370.06000000000006,105,35,52.731452560424806,0.740648627281189,0.9969594478607178,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-04,30.0,0.5,180.48784,209.13777,222.9285459627426,308,347.6611183946285,370.06000000000006,102,35,52.731452560424806,0.740648627281189,0.9969594478607178,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-04,30.0,1.0,182.61696,209.13777,222.92854592328462,308,347.66111839462855,370.06000000000006,102,35,52.731452560424806,0.740648627281189,0.9969594478607178,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-04,60.0,0.0,144.04211,209.13777,243.13761622652484,308,347.5791851128161,370.06000000000006,33,35,52.731452560424806,0.740648627281189,0.9969594478607178,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-04,60.0,0.5,145.69958,209.13777,243.3395099075904,308,347.6656224526347,370.06000000000006,30,35,52.731452560424806,0.740648627281189,0.9969594478607178,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
2025-12-04,60.0,1.0,144.0588,209.13777,243.3395086551402,308,347.6656224526347,370.06000000000006,30,35,52.731452560424806,0.740648627281189,0.9969594478607178,"{'model__learning_rate': 0.3, 'model__max_depth': 2, 'model__n_estimators': 20}",,,
