Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,N_Estimators,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match
2025-12-04,177,48.97062,146.51205,39.34154581270759,202,176.78999536840342,342.20000000000005,0.06359077081468092,0.11231453637506207,213,42,4.418791936984662e-08,0.6197183098591549,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.043136596679688,0.8058050274848938,-0.0039586917982076,5,176.78999536840342,258.35,48.97062,63.953976,0.06359077081468092,0.08304740018188474,0.0,31.779999999999998,0.0,54.032516,0.0,0.007457602054081519,0.0,52.07,0.0,28.525572,0.0,0.02180953413909582,27.38999928242869,0.0,7.8285913,0.0,0.010165813017032604,0.0,11.61999969557581,342.20000000000005,3.4848228,146.51205,0.0045252152977838574,0.11231453637506207,137.7799963903989,0.0,37.657207,0.0,0.04889974621504425,0.0,0.0,25.61,0.0,2.2865803,0.0,0.0029694698950827373,0.0,22.759999999999998,0.0,3.270033,0.0,0.0037516866720684596,176.78999536840342,293.83,48.97062,140.95544,0.06359077081468092,0.1055933795250813
2025-12-04,177,66.63895,146.51205,92.4250370550856,202,176.7799948922865,342.20000000000005,0.0865339676199364,0.11231453637506207,195,42,0.3019133761989256,0.8512820512820513,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.524598360061645,0.8787416219711304,-0.0012820747605891,10,176.7799948922865,258.35,66.63895,63.953976,0.0865339676199364,0.08304740018188474,0.0,31.779999999999998,0.0,54.032516,0.0,0.007457602054081519,0.0,52.07,0.0,28.525572,0.0,0.02180953413909582,46.09999856286047,0.0,15.498508,0.0,0.020125580924634606,0.0,17.419999471823864,342.20000000000005,6.2381654,146.51205,0.008100566244817042,0.11231453637506207,113.25999685760219,0.0,44.902267,0.0,0.058307814877715074,0.0,0.5599999859224736,25.61,0.18234527,2.2865803,0.0002367843521965875,0.0029694698950827373,21.799999448465698,22.759999999999998,7.1507335,3.270033,0.009285581661850045,0.0037516866720684596,154.41999545789835,293.83,59.305866,140.95544,0.0770115952591243,0.1055933795250813
2025-12-04,177,56.846104,146.51205,149.2419344981369,202,176.99999450157333,342.20000000000005,0.07381747686683059,0.11231453637506207,208,42,0.9432959297247745,0.9134615384615384,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.079571485519409,0.9001165628433228,5.497867484790751e-06,20,176.99999450157333,258.35,56.846104,63.953976,0.07381747686683059,0.08304740018188474,0.0,31.779999999999998,0.0,54.032516,0.0,0.007457602054081519,0.0,52.07,0.0,28.525572,0.0,0.02180953413909582,38.72999872006447,0.0,12.7665,0.0,0.016577933454083215,0.0,13.859999519837922,342.20000000000005,5.570645,146.51205,0.007233757834208192,0.11231453637506207,124.40999626167093,0.0,38.50896,0.0,0.0500057899129156,0.0,20.339999495564875,25.61,2.1278489,2.2865803,0.0027631169795171136,0.0029694698950827373,40.899998961660295,22.759999999999998,9.810009,3.270033,0.012738783070226519,0.0037516866720684596,115.75999604434817,293.83,44.90825,140.95544,0.058315577126685274,0.1055933795250813
2025-12-04,177,69.483765,146.51205,157.68713862900515,202,176.92999478455232,342.20000000000005,0.09022810462952498,0.11231453637506207,178,42,0.21672889788755287,0.9606741573033708,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.8443045616149905,0.9114166498184204,0.000127779841573,30,176.92999478455232,258.35,69.483765,63.953976,0.09022810462952498,0.08304740018188474,0.0,31.779999999999998,0.0,54.032516,0.0,0.007457602054081519,0.0,52.07,0.0,28.525572,0.0,0.02180953413909582,29.689998989541373,0.0,12.296619,0.0,0.015967769663223,0.0,17.66999945991687,342.20000000000005,10.085452,146.51205,0.013096458289127505,0.11231453637506207,129.56999633509406,0.0,47.101692,0.0,0.06116387667717447,0.0,25.20999923054682,25.61,5.919486,2.2865803,0.0076867447521746755,0.0029694698950827373,47.199998621533155,22.759999999999998,13.703427,3.270033,0.017794578054240565,0.0037516866720684596,104.51999693247237,293.83,49.860847,140.95544,0.0647467812039131,0.1055933795250813
2025-12-05,177,45.88408,114.29739,195.18981965265988,158,177.000000000002,242.95999999999998,0.05954316839153157,0.08532115913291814,244,36,0.31306358259612704,0.9467213114754098,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.8266178369522093,0.9123327732086182,-0.0001187781182272,30,175.56000002594305,179.33,45.809967,51.13017,0.05948650767794569,0.06639505786861605,0.0,31.500000000000004,0.0,46.875015,0.0,0.006469719284316534,1.4399999740589007,32.129999999999995,0.07410884,16.292206,5.66607135858827e-05,0.012456381979985562,5.269999884609644,0.0,0.7660841,0.0,0.000994798057092992,0.0,5.70999990080405,242.95999999999998,1.4856045,114.29739,0.0019291309439411616,0.08532115913291814,166.0200002145883,0.0,43.632385,0.0,0.05661923768770668,0.0,34.47999933160742,7.61,6.173002,0.5501268,0.008015948071574403,0.0007145990306995461,67.77999881042145,14.469999999999999,19.529137,2.3730774,0.02535954726252385,0.0022969006186059067,74.74000185797313,220.88000000000002,20.18194,111.37419,0.02616766996145016,0.08230965801033847
2025-12-06,177,28.714304,112.400635,47.82677521702983,151,155.73999873360845,226.74999999999997,0.036823931031814416,0.08251775547480973,62,29,,,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.520935535430908,0.7832069993019104,-0.0039985418386095,5,138.3099992531611,163.56999999999996,27.847221,44.994015,0.036160996581435824,0.05842695326315368,0.0,26.46,0.0,43.805103,0.0,0.006046007600341262,17.429999480447343,36.72,0.8670788,23.601519,0.0006629344503785916,0.018044794611314783,106.77000019330622,0.0,22.38735,0.0,0.029059542879041767,0.0,9.129999727852915,226.74999999999997,1.285491,112.400635,0.0016353539512726518,0.08251775547480973,39.83999881244931,0.0,5.041461,0.0,0.006129035285094101,0.0,7.469999777334063,5.23,0.83337283,0.8977972,0.0010821758349222569,0.0011658340985871952,30.709999084596788,3.0100000000000002,3.4258358,0.48608953,0.003985607041685047,0.000519798445673566,117.55999987167759,218.51,24.455093,111.016754,0.03175614815520711,0.08083212359965883
2025-12-06,177,54.9576,112.400635,107.39930871513303,151,177.00000000000125,226.74999999999997,0.06636372696033153,0.08251775547480973,246,29,,,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.6448116302490234,0.8731729984283447,-0.0012840423402066,10,155.62000072702378,163.56999999999996,45.59142,44.994015,0.059202712524307026,0.05842695326315368,0.0,26.46,0.0,43.805103,0.0,0.006046007600341262,21.37999927297745,36.72,9.36618,23.601519,0.007161014436024502,0.018044794611314783,25.18999944172241,0.0,5.583765,0.0,0.006778721440598359,0.0,13.33999971368431,226.74999999999997,3.301806,112.400635,0.004287558342734586,0.08251775547480973,138.4700008445945,0.0,46.07203,0.0,0.05529744735928409,0.0,14.069999585919758,5.23,4.184653,0.8977972,0.004702987460661135,0.0011658340985871952,25.559999280096946,3.0100000000000002,8.67519,0.48608953,0.010331012111593395,0.000519798445673566,137.37000113398452,218.51,42.09776,111.016754,0.05132972527586147,0.08083212359965883
2025-12-06,177,65.37669,112.400635,141.04995729307603,151,177.00000000000045,226.74999999999997,0.0842615377894913,0.08251775547480973,193,29,,,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9284075498580933,0.9075268507003784,-0.000411932438143,20,174.1899950132609,163.56999999999996,64.19066,44.994015,0.08335474462180567,0.05842695326315368,0.0,26.46,0.0,43.805103,0.0,0.006046007600341262,2.810004986739537,36.72,1.1860315,23.601519,0.0009067931676856301,0.018044794611314783,23.16999939768997,0.0,8.85529,0.0,0.011209567910149367,0.0,11.749999729406126,226.74999999999997,3.7474508,112.400635,0.004866250226414807,0.08251775547480973,142.08000087290435,0.0,52.77395,0.0,0.06818571965292713,0.0,20.25999933000679,5.23,6.325171,0.8977972,0.008213547338953827,0.0011658340985871952,37.09999893183901,3.0100000000000002,13.783575,0.48608953,0.017858617075209467,0.000519798445673566,119.64000173815465,218.51,45.26794,111.016754,0.058189373994524646,0.08083212359965883
2025-12-06,177,51.675457,112.400635,167.22807567781365,151,176.99999999998624,226.74999999999997,0.06710314141475288,0.08251775547480973,306,29,0.2757981289620393,0.8333333333333334,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.7716164588928225,0.915045440196991,1.323871009531077e-05,30,176.99999999998624,163.56999999999996,51.675457,44.994015,0.06710314141475288,0.05842695326315368,0.0,26.46,0.0,43.805103,0.0,0.006046007600341262,0.0,36.72,0.0,23.601519,0.0,0.018044794611314783,21.17909026424047,0.0,5.8963103,0.0,0.0076566505574993645,0.0,18.490000153476597,226.74999999999997,3.1374831,112.400635,0.004074176991616131,0.08251775547480973,137.33090958226916,0.0,42.641663,0.0,0.05537231262724411,0.0,29.270000319634107,5.23,4.1486244,0.8977972,0.005387193355471797,0.0011658340985871952,46.87000021532388,3.0100000000000002,13.933231,0.48608953,0.01809298996355812,0.000519798445673566,100.85999946502825,218.51,33.5936,111.016754,0.04362295747652632,0.08083212359965883
2025-12-07,177,31.54202,227.05382,45.91539612862473,289,174.20999759935964,571.83,0.040252057754688916,0.19951989843466206,117,45,0.09912289593710984,0.6495726495726496,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.520182132720947,0.7833409905433655,-0.0039880393384508,5,140.17999873069564,444.0400000000001,30.218367,117.830956,0.039240043471765414,0.15300933281484785,0.0,39.92,0.0,59.049625,0.0,0.008150066547002016,34.029998868664066,87.86999999999999,1.3236545,50.17325,0.0010120142829234992,0.03836049907281217,27.78999964128372,0.0,3.959939,0.0,0.0050102922468609175,0.0,38.89999972406432,571.83,8.457659,227.05382,0.010971614268423807,0.19951989843466206,107.51999823401168,0.0,19.124424,0.0,0.024270151858600823,0.0,24.89999917219313,11.66,1.2788955,1.6905289,0.001422804911658322,0.0018877876812833547,29.879999006631706,24.87,3.4368892,4.304124,0.003994057843065265,0.004067156360382039,119.4299994205349,535.3,26.826237,221.05919,0.034835195045536706,0.19356495162671317
