N_Estimators,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.7528175625232393,0.4667266736375446,0.753356084528688,0.15113823798100492,0.19922094286172062,0.1893329461112728,0.09604419949575607,0.33405239748130167,0.05731096936003866
5,0.8479407531192735,0.804500495665269,0.9366424341601872,0.10128324629445999,0.06972077141894659,0.04779288609297858,0.050776000586266364,0.12577872623871095,0.015564679746833789
10,0.9080103349221114,0.9016208997844236,0.9396341565583589,0.09192957863175434,0.09837911516397574,0.06036584344164067,6.008644613428888e-05,0.0,0.0
20,0.9145910623151007,0.9497619802093199,0.9697968661915077,0.08540893768489922,0.05023801698579473,0.030203133808491975,0.0,0.0,0.0
30,0.9472751868881243,0.9650382838746449,0.9791149591783245,0.05271387474769513,0.03496170792451003,0.02088504082167509,1.0938364180580133e-05,0.0,0.0
