N_Estimators,Spend Exact match,Clicks Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Purch Broad match
Actual,0.02588982939779061,0.008673302385761127,0.01041901121678239,0.05213109565781311,0.02119283968802817,0.023693544716428188,0.9219790749443962,0.970133869997935,0.965887440170131
5,0.24244740053743508,0.22438044795705883,0.12126173741895706,0.04345651596079435,0.0285377711597639,0.025960840773926755,0.7140960835017707,0.7470817873957427,0.8527774197222318
10,0.10315065657743784,0.06469782975454594,0.06217473193681634,0.13399628243287615,0.13753417647178603,0.13381893445297893,0.7628530609896861,0.7977680067580439,0.8040063226846855
20,0.14392838389629772,0.1075452831987319,0.10705461341573727,0.2219023890871297,0.201313680561376,0.19823516113063375,0.6341692270165726,0.6911410525136574,0.6947102310679095
30,0.18104062001839674,0.12862500503648777,0.12858321531055872,0.2631005104351198,0.2459081194623596,0.24459428454482754,0.5558588695464833,0.6254668540430113,0.6268225006377797
