Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.03532326272844667,0.061730927614267135,11.563232,20.207903,53.24999965937581,57.33
B,0.07705149810047254,0.04955840196551727,99.263985,63.84515,56.069999620666685,34.18
C,0.0,0.0,0.0,0.0,0.0,0.0
USA,0.02336178422563675,0.08921081482049883,6.706734,25.610767,53.550002059431115,150.84
