lambda,objective_total,objective_profit_component,objective_exploration_component,total_conv_value,total_cost,total_profit,new_cost,new_profit,pct_cost_new,pct_profit_new,active_unique_keywords,active_unique_new_keywords,pct_active_unique_new_keywords,file
-1.0,4404.326201673071,4425.6321704305765,-21.30596875750478,4825.6321704305765,399.99999999999784,4425.6321704305765,70.58565229571495,2063.841688422614,0.17646413073928832,0.46633827867846045,6,2,0.3333333333333333,opt_results\bids\lambda_sweep\bert_glm_xgb_2026-01-04_10\optimized_bids_bert_glm_xgb_lambda_m1p0.csv
