lambda,objective_total,objective_profit_component,objective_exploration_component,total_conv_value,total_cost,total_profit,new_cost,new_profit,pct_cost_new,pct_profit_new,active_unique_keywords,active_unique_new_keywords,pct_active_unique_new_keywords,file
0.0,157595.9218868332,157595.9218868332,0.0,157995.9218868333,400.000000000078,157595.9218868332,349.95245576961037,140225.2943419372,0.8748811394238554,0.8897774299174471,145,99,0.6827586206896552,opt_results\bids\lambda_sweep\bert_ridge_xgb_2026-01-12_full\optimized_bids_bert_ridge_xgb_lambda_0p0.csv
10.0,158096.34855324298,157588.9604687883,507.38808445468004,157988.9604687884,400.0000000000896,157588.9604687883,351.52686246883513,140558.1353903253,0.878817156171891,0.8919288189489892,149,104,0.697986577181208,opt_results\bids\lambda_sweep\bert_ridge_xgb_2026-01-12_full\optimized_bids_bert_ridge_xgb_lambda_10p0.csv
100.0,163232.14913813112,157095.27142701825,6136.877711112882,157495.27142727684,400.00000025855513,157095.27142701825,356.6721157199532,141237.7356710434,0.8916802887235117,0.8990578417037728,156,116,0.7435897435897436,opt_results\bids\lambda_sweep\bert_ridge_xgb_2026-01-12_full\optimized_bids_bert_ridge_xgb_lambda_100p0.csv
1000.0,362324.3934810134,43510.49614584176,318813.89733517164,43910.496145836936,399.9999999951657,43510.49614584176,398.51570926662924,41595.13802847787,0.996289273178614,0.9559794006727975,124,119,0.9596774193548387,opt_results\bids\lambda_sweep\bert_ridge_xgb_2026-01-12_full\optimized_bids_bert_ridge_xgb_lambda_1000p0.csv
