Budget,Spend USA,Conv USA,Clicks USA,Purch USA,Spend A,Conv A,Clicks A,Purch A,Spend B,Conv B,Clicks B,Purch B
Actual,0.846740219546355,0.8602068652727021,0.8215121548313324,0.9085257904650857,0.10205299848636662,0.05519236041479777,0.08160893509263192,0.048190294358094625,0.05120678196727846,0.08460077431250004,0.09687889639647927,0.04328391517681848
362,0.8957610614893518,0.8757515098226517,0.8456732237723059,0.9251958556292661,0.05619882602182411,0.031022974478687085,0.046382354395087096,0.02709458321253802,0.048040112488824185,0.09322551569866123,0.10794443387286975,0.047709561158195524
