Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost,Bid
admissions mit edu,USA,Exact match,existing searches,0.5799999709616941,3.198171482100004,1.1205304718155795,3.1981716,-1.335005825886526e-07,0.0,0.6728955447579279
admissions mit edu,USA,Phrase match,existing searches,0.5799999709623178,3.1318145411000016,1.1205306665882828,3.1318145,6.127212071049827e-08,0.0,0.6728954277947091
admissions mit edu,USA,Broad match,existing searches,0.5799999709623178,3.0984182284000004,1.2574728653552616,3.0984178,4.694583499720295e-07,0.0,0.5996152943133233
ai boot camp,USA,Broad match,existing searches,1.0800000107241172,1.6946713894000005,0.6669902771105716,1.6946713,1.161684939354757e-07,0.12243366,2.104978231502169
ai bootcamp for beginners,USA,Broad match,existing searches,0.5799999709621305,1.1737250273000002,0.1895682399045228,1.1737252,-2.200831175080964e-07,0.0,3.977459318240895
ai classes near me,USA,Broad match,existing searches,0.5799999709623274,1.1275360574999995,0.4773211469927974,1.1275364,-3.585537724504207e-07,0.0,1.5796491879761683
ai course video generator,USA,Broad match,new,1.0800000107241177,1.2444278478300004,0.954743283954802,1.2444277,1.668607620963769e-07,0.12243378,1.4705523856901193
ai degree programs,USA,Exact match,existing searches,0.579999970962332,2.416937315300003,1.0892709134369047,2.4169378,-5.127639619573188e-07,0.0,0.6922060921208161
ai degree programs,USA,Phrase match,existing searches,0.5799999709623178,2.3505803743000024,1.0892711082096094,2.3505807,-3.179912573259003e-07,0.0,0.6922059683473403
ai degree programs,USA,Broad match,existing searches,0.5799999709623178,2.894720976700001,1.2574726990358165,2.8947206,4.223481941956209e-07,0.0,0.5996153736213536
ai diploma,USA,Exact match,existing,0.5799999709623178,2.718000315700001,1.0892709722856946,2.718001,-5.731244616669073e-07,0.0,0.6922060547237768
ai diploma,USA,Phrase match,existing,0.5799999709623178,2.9636496539,1.089271211135718,2.9636497,-9.585585925009354e-08,0.0,0.6922059029402444
ai diploma,USA,Broad match,existing,0.579999970962092,3.04588559253,1.2574720679023144,3.045886,-4.472038868108541e-07,0.0,0.5996156745720204
ai for architecture course,USA,Broad match,existing searches,0.579999970962332,0.8835370720999999,0.4773212553637785,0.88353735,-2.799851136492393e-07,0.0,1.5796488293327506
ai innovation course,USA,Exact match,existing,0.5799999709622767,2.367049382300002,1.0892707568117208,2.3670502,-7.885984354416564e-07,0.0,0.6922061916523917
ai innovation course,USA,Phrase match,existing,0.5799999709622767,2.300692441300002,1.089270951584426,2.300693,-5.938257303661487e-07,0.0,0.6922060678788968
ai innovation course,USA,Broad match,existing,0.5799999709622163,2.584420823600001,1.545225047614283,2.5844212,-3.342369132575129e-07,0.0,0.48795478911955464
