Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Conv,Act_Conv,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_C,Act_Cost_Region_C,Opt_Clicks_Region_C,Act_Clicks_Region_C,Opt_Conv_Region_C,Act_Conv_Region_C,Opt_Purch_Region_C,Act_Purch_Region_C,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Conv_Region_A,Act_Conv_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Conv_Region_USA,Act_Conv_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Conv_Region_B,Act_Conv_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Conv_Origin_new,Act_Conv_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Conv_Origin_existing,Act_Conv_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Conv_Origin_existing searches,Act_Conv_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches
2025-12-11,847,298.0189,129.13498,531.9771786372806,262,847.4599999999389,733.25,5.549435133111552,2.7612443366879895,0.14192818613048233,0.07165574790297048,102,105,0.5882941719094127,0.6176470588235294,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",6.162009239196777,0.8601198196411133,-0.0004353249016436,0.0,36.02,0.0,27.270775,0.0,0.5803783628399688,0.0,0.005079197333963357,281.6550002563623,67.17,119.009544,19.793814,2.0131509845518494,0.3348297462967126,0.0647940574889148,0.010776627285795707,284.1499994872089,587.6199999999999,43.015606,66.11119,1.0080907650699404,1.5493463774950806,0.03293138006936727,0.050612619601616955,281.6550002563678,42.44,135.99377,15.959212,2.528193383489763,0.2966898500562267,0.044202748572200266,0.005187303681594455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.1699997083295,733.25,109.34128,129.13498,2.140234769301527,2.761244336687989,0.06501568659162257,0.07165574790297047,449.2900002916096,0.0,188.67766,0.0,3.409200437580004,0.0,0.07691250245599984,0.0
2025-12-12,847,374.39273,116.50652,535.0538429528731,235,847.2600141522145,742.6499999999999,7.127544359573499,2.53717156292257,0.1868337846945795,0.06988715444329492,111,110,1.9422312523335303,0.7927927927927928,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.234637260437012,0.9037667512893676,-0.0003110686046088,0.0,31.66,0.0,22.034447,0.0,0.4689384949900477,0.0,0.00410392824069321,284.11000630490764,60.2,134.31738,18.059134,2.2720965186197413,0.30548607506472175,0.07312832151066066,0.009832189667687955,284.19000099451483,631.39,80.97584,70.6284,1.8977066606321986,1.6552095219857565,0.06199253228662692,0.05407085924367826,278.96000685279216,19.4,159.09953,5.7845364,2.9577411803215594,0.10753747088204443,0.05171293089729192,0.0018801772912355084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.03000429992923,742.6499999999999,109.34389,116.50652,2.069546327722105,2.5371715629225706,0.056600836289753646,0.06988715444329494,606.2300098522853,0.0,265.04886,0.0,5.057997902793484,0.0,0.13023294425104617,0.0
2025-12-13,847,360.94586,130.97546,535.4140531219532,266,847.4600000000041,577.23,6.91267256930072,2.6671361510620293,0.18513036024121157,0.06921844152775888,134,106,0.06856260079294782,0.5149253731343284,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.29169511795044,0.9023619294166564,-0.0002279284945151,0.0,35.629999999999995,0.0,25.437872,0.0,0.5413704066902584,0.0,0.004737818124184649,283.250003402374,110.81000000000002,132.9039,41.12817,2.2481862176792697,0.6957191239733828,0.07235875905578149,0.022391994073362453,283.40999653798565,386.17,87.7345,48.01753,2.0560989915347254,1.125313062279695,0.06716674698014434,0.03676069004400128,280.8000000596446,44.62,140.30748,16.39189,2.6083873600867253,0.30473355811869324,0.04560485420528575,0.005327939286210509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.65999898637133,577.23,87.96987,130.97546,1.7457571916674455,2.6671361510620293,0.05041213692528683,0.0692184415277589,628.8000010136329,0.0,272.97598,0.0,5.1669150464122096,0.0,0.1347182152188478,0.0
2025-12-14,847,273.9778,144.56898,526.3400932846956,293,847.4599999999225,767.8199999999998,5.095584721512059,3.09680285300005,0.12589857910027863,0.07986875706804944,26,103,0.12556505850820798,0.9230769230769231,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.258957862854004,0.9030151963233948,-0.0003572614883208,0.0,40.400000000000006,0.0,31.221401,0.0,0.6644558443220836,0.0,0.005815003744286173,284.2299969213067,65.53,98.59733,20.572958,1.6678604170647249,0.3480096563364645,0.0536807445522196,0.01120082788245613,284.8500089674161,615.81,34.533207,74.22351,0.809301882418946,1.7394625536159003,0.026437528052291638,0.056823159634423526,278.3799941111997,46.07999999999999,140.84729,18.55112,2.618422422028388,0.34487479872560095,0.04578030649576739,0.006029765806883594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.970000460194424,767.8199999999998,4.994088,144.56898,0.10620502124600242,3.0968028530000495,0.003355242775367808,0.07986875706804943,829.4899995397278,0.0,268.98373,0.0,4.989379774577392,0.0,0.12254333697102714,0.0
2025-12-15,847,286.05707,143.66783,524.3553160325032,310,847.4051251999771,846.0999999999999,5.101472687542924,3.123995471209703,0.11749590329902047,0.08419640907154712,221,116,0.40863360790900266,0.9728506787330317,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.212094306945801,0.9039974808692932,-0.0003615911352102,0.0,40.28,0.0,28.205372,0.0,0.6002685159015617,0.0,0.005253266559956231,282.53999212860805,68.53,118.92163,19.141731,2.0116638502505286,0.3237991989609239,0.06474619348559221,0.010421604774472052,282.58999197716224,704.14,-3.575593,84.474754,-0.08379567087142363,1.9797050442462312,-0.002737359750977391,0.06467117991383749,282.27514109420684,33.15,170.711,11.845976,3.173604508163819,0.22022271210098712,0.05548706956440566,0.00385035782328136,9.17000018710171,0.0,1.1288297,0.0,0.026454650333870094,0.0,0.0008641961368294527,0.0,112.44514333550912,846.0999999999999,21.31295,143.66783,0.3826860019119477,3.1239954712097036,0.008095999979163758,0.08419640907154712,725.7899816773663,0.0,263.61526,0.0,4.692331945769038,0.0,0.10853570534680879,0.0
2025-12-16,847,299.9202,137.50842,604.5533643505003,293,847.2699899569571,761.4499999999999,5.6125871565602505,2.9633634352603297,0.13885458475884446,0.07670739394612956,177,116,1.3755214590230516,0.9548022598870056,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.423097133636475,0.8990849256515503,-0.0004304253497354,0.0,40.089999999999996,0.0,32.203556,0.0,0.6853580449759761,0.0,0.005997929932843088,282.1399948429545,70.10999999999999,102.2748,19.788567,1.7300682657370354,0.334740986718848,0.05568292866760162,0.010773770523816614,285.99999663250645,617.99,42.970596,72.9568,1.0070359438192622,1.7097768315328705,0.0328969221408603,0.05585341382340815,279.1299984814961,33.26,154.67479,12.5595045,2.875482947003954,0.23348757203263457,0.050274733950382525,0.0040822796660617226,6.279999832668005,0.0,1.7375221,0.0,0.03313671668340326,0.0,0.0010730026571482364,0.0,130.9500010274719,761.4499999999999,61.071636,137.50842,1.1672216324761093,2.9633634352603293,0.02595602437797371,0.07670739394612956,710.0399890968173,0.0,237.11104,0.0,4.412228746770875,0.0,0.11182555472368452,0.0
2025-12-17,847,360.7793,137.81479,517.2414547628725,275,847.1799913765067,748.7800000000001,6.92703072307651,2.937793057110589,0.17902135450564155,0.07806026804073443,77,107,0.07764679929105152,0.8311688311688312,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.474918842315674,0.8977987766265869,-0.0002319130338739,0.0,33.76,0.0,27.82649,0.0,0.5922051773074023,0.0,0.0051827000286853355,282.05999744617867,76.22,112.34306,26.292875,1.9003816020979225,0.44476708196523784,0.06116453049080159,0.01431500374247776,283.48000134429884,599.62,84.230515,71.18333,1.9739813493777325,1.6682144247178645,0.0644842035247595,0.05449569142097382,281.6399925860293,39.18,164.20573,12.512105,3.0526677716008552,0.23260637312008353,0.05337262049008043,0.004066872848597536,2.760000008091914,0.0,0.6280792,0.0,0.014719328098939067,0.0,0.000480837445186049,0.0,146.13999820083828,748.7800000000001,69.54275,137.81479,1.319634305867378,2.9377930571105884,0.030783891523251564,0.07806026804073445,698.2799931675767,0.0,290.60846,0.0,5.592677135957857,0.0,0.14775662491408825,0.0
2025-12-18,847,319.50983,122.20337,484.23376125951194,252,847.1000155581046,497.81999999999994,5.918421919339067,2.570809511896648,0.152704293033932,0.056272232677953844,80,98,0.5319927074165995,0.9875,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.3933424949646,0.8995668888092041,-0.0004711014740027,0.0,38.35000000000001,0.0,45.996117,0.0,0.978892195503768,0.0,0.008566802189714352,281.95000391726325,68.42,136.67998,18.850927,2.312061881727434,0.318879995384363,0.07441462246604662,0.010263278269512809,282.8900065809985,351.89000000000004,42.81984,42.674053,1.0035027977350137,1.000086228217498,0.03278150458068365,0.03266989523635351,282.26000505984285,39.160000000000004,140.01001,14.682282,2.6028572398766183,0.2729510927910185,0.045508165987201754,0.004772256982373181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.50000832857046,497.81999999999994,80.10904,122.20337,1.5288394207541194,2.570809511896648,0.04789625198402577,0.05627223267795385,572.6000072295341,0.0,239.40079,0.0,4.3895823482623575,0.0,0.10480803910035791,0.0
2025-12-19,847,339.82498,119.68795,469.73883832497506,250,847.4599999999991,879.69,6.2648533606766845,2.685253526029856,0.15962652388249624,0.08280685256314325,179,108,0.5546750783625698,0.9497206703910615,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.183595657348633,0.9042649269104004,-0.0005037299014576,0.0,12.809999999999999,0.0,5.390459,0.0,0.11472009221564154,0.0,0.0010039760677542425,281.29999708938146,39.949999999999996,145.18048,11.105819,2.455855108084124,0.18786467980882657,0.07904266410155561,0.006046498726164559,285.5300034063742,802.39,39.310455,95.82813,0.9212588344976562,2.2457769327398056,0.030094834584661435,0.07336297115859537,280.62999950424353,24.54,155.33409,7.3635335,2.8877394180949043,0.13689182126558233,0.05048902519627917,0.0023934066106290858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.2793763635372,879.69,129.93309,119.68795,2.335680780554917,2.6852535260298556,0.06162104146721541,0.08280685256314327,559.1806236364619,0.0,209.8919,0.0,3.9291723315793368,0.0,0.09800547651178294,0.0
2025-12-20,847,318.57608,127.02565,517.0452362857898,260,846.9200015093223,767.5000000000001,5.937133064769107,2.6982412565355363,0.1464789179335002,0.0799074973480623,34,101,21.024702489168067,0.8823529411764706,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.438736438751221,0.8983293771743774,-0.0002897558695486,0.0,9.589999999999998,0.0,4.5653977,0.0,0.09716108475578461,0.0,0.0008503079271282977,283.5999979026374,80.64,111.92311,26.230968,1.8932777384789095,0.44371987381592864,0.06093588984176144,0.014281298935660049,286.54000271565826,626.9,41.70755,76.03967,0.9774358661771301,1.7820253375641457,0.031929974083511295,0.05821356143511137,276.78000089102665,50.36999999999999,164.94543,20.1896,3.066419460113066,0.37533496039967734,0.053613054008227454,0.006562329050162576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.1900017808449,767.5000000000001,134.49847,127.02565,2.5474422399012635,2.6982412565355363,0.07914668429761537,0.07990749734806228,363.7299997284773,0.0,184.07764,0.0,3.3896908320568033,0.0,0.06733223177940038,0.0
2025-12-21,847,316.94226,234.62411,524.900912995832,369,847.4299936977312,1021.3899999999999,5.886458264437049,4.988632555038612,0.14585259335071632,0.112815113508583,26,116,3.4811562799438436,0.9230769230769231,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.222603797912598,0.9031789302825928,-0.0002849724929873,0.0,74.85000000000001,0.0,90.48374,0.0,1.9256805787185785,0.0,0.01685264697607165,284.74000498274705,121.07000000000002,116.63321,38.36396,1.9729531881475608,0.6489601524632331,0.06350027557631426,0.020887038155301692,284.8699944063395,789.2599999999999,39.145397,92.375305,0.9173906201832577,2.1648583127553764,0.029968471324336953,0.07071959625453995,277.8199943086445,36.21,161.16367,13.401114,2.996114456106231,0.24913351110142537,0.052383846450065094,0.004355832122669726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.1999912584296,1021.3899999999999,68.78412,234.62411,1.4069678867353703,4.988632555038613,0.041338895946934726,0.112815113508583,537.2300024393015,0.0,248.15817,0.0,4.479490319893296,0.0,0.10451369605372363,0.0
