Budget,Spend New,Clicks New,Conv New,Purch New,Spend Existing,Clicks Existing,Conv Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Conv Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
847,0.0007691941201007747,0.0001965148301529316,0.0002211364424458127,0.0002688486228160529,0.3541937763129694,0.3525934682588652,0.36914479813916395,0.4019074475042552,0.6450370295669299,0.6472100484274634,0.6306340713437244,0.5978237100717062
