Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg conv (opt),se conv (opt),avg purch (opt),se purch (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in conv,improvement in purch,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg conv (act),se conv (act),avg purch (act),se purch (act),clicks/$ (act),avg n kws (act),se n kws (act)
847,317.87356774193546,6.416804757235617,846.7177637667899,0.4647340635250218,5.957268126571887,0.11730368170759926,0.15143256617090975,0.0032748329000826704,0.3754185648920516,88.61290322580645,10.782470582829353,1.331894482355666,1.0183914027199366,1.04152702073516,1.0124437687549028,136.3155880967742,6.170724293152198,732.8838709677418,32.01389913092495,2.9180452014917035,0.13179437416121334,0.07524809811933326,0.0033313414257153695,0.18599889218025129,105.12903225806451,1.9793242767263868
