Budget,Spend USA,Conv USA,Clicks USA,Purch USA,Spend A,Conv A,Clicks A,Purch A,Spend B,Conv B,Clicks B,Purch B
Actual,0.8461914130373339,0.7404980764113299,0.6816751552969276,0.7822015363363037,0.10239171310192464,0.1495358008704344,0.1907118853043694,0.1556282539714605,0.051416873860741494,0.1099661227182356,0.12761295695129393,0.06217020969223402
847,0.36878806879392223,0.31131048613837153,0.2555262292501895,0.3796792849657541,0.31783018480764746,0.3111336220304172,0.35380804976192454,0.3738682905381306,0.31338174639843036,0.3775558918312112,0.390665737430841,0.2464524244961149
