Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost,Bid
advanced modeling,USA,Broad match,existing searches,0.9599999941957228,1.1494941892410009,0.305584925630161,1.1494939,2.565170018620222e-07,0.10324645,4.083971059373693
architecting software,USA,Broad match,existing searches,0.8500000084472684,1.2832790096610007,0.2068936308234152,1.2832788,1.8676213597856877e-07,0.05705905,5.340908787687971
certificate in systems engineering,USA,Broad match,existing searches,0.5099999972555178,0.7002310395610007,0.0967831850421103,0.7002309,1.43088069837205e-07,0.0,6.850363481463256
certificate programs online,B,Phrase match,existing searches,11.729999631963745,26.156151064511,24.934716948147475,26.15615,2.466399067202474e-07,16.836868,0.6115569530331401
cm2 certification,B,Phrase match,existing searches,0.7599999689102717,1.1526983876210006,0.0504451889973434,1.1526985,-1.292247024942128e-07,0.049319863,19.585613201595585
complex systems modeling,USA,Broad match,existing searches,0.9599999941957612,1.1340786313810007,0.3055849170484201,1.1340784,2.47935260988541e-07,0.10324657,4.083971174064011
cpim certification,B,Phrase match,existing searches,11.72999963196374,25.995614302961005,25.03454895099796,25.995613,1.2048164741429446e-06,18.582888,0.6091182050613693
cpim certification,B,Broad match,existing searches,11.729999631963729,26.498694573661,25.170074974318656,26.498693,1.1074744783456936e-06,19.06145,0.6058384624245893
e learning lms,USA,Phrase match,existing searches,0.7400000226987684,0.8735962278710002,0.4079762763844127,0.873596,2.152786845455168e-07,0.0,2.3579803169779447
e learning lms,USA,Broad match,existing searches,0.7400000226987089,0.7795852488110001,0.4079762166569168,0.77958506,1.853535110951654e-07,0.0,2.3579806621847887
e learning lms learnership,USA,Phrase match,existing searches,0.7400000226987826,1.1202026598710002,0.4079762690323771,1.1202025,1.185196818465073e-07,0.0,2.357980359470548
e learning lms learnership,USA,Broad match,existing searches,0.7400000226986521,0.7244535862110004,0.4079762278697834,0.7244534,1.9656637761933385e-07,0.0,2.35798059737759
e learning lms learnerships,USA,Phrase match,existing searches,0.7400000226987605,1.1082511015710006,0.4079762764748702,1.108251,1.2596217491278594e-07,0.0,2.357980316455102
e learning lms learnerships,USA,Broad match,existing searches,0.7400000226987813,0.8023626498110003,0.4079762987024492,0.8023624,2.67399043463179e-07,0.0,2.3579801879864464
e lms,USA,Phrase match,existing searches,0.7400000226987752,1.430925446301001,0.4079761083417115,1.4309254,7.703830573468906e-08,0.0,2.357981288214697
e lms,USA,Broad match,existing searches,0.740000022698776,0.8920499930410005,0.4079761753110505,0.89204985,1.4400764480893002e-07,0.0,2.357980901151783
electrical systems engineering,USA,Broad match,existing searches,0.9599999941957612,1.1619584482910004,0.3055848997833099,1.1619582,2.306701507581721e-07,0.10324645,4.083971404802547
embedded systems certificate,A,Exact match,existing searches,14.42999981977498,10.725600426251004,10.05101240163476,10.7256,1.836362564233696e-07,4.406887,1.866379128400677
embedded systems certificate,A,Broad match,existing searches,14.42999981977498,11.196717900151002,10.377840322369323,11.196718,-3.157913806006718e-07,4.9929476,1.807601503105868
energy systems modeling principles and applications,USA,Broad match,existing searches,0.9599999941957228,1.3246088260310078,0.3055849307673359,1.3246084,3.808634663204913e-07,0.10324645,4.0839709907182336
free online digital marketing courses with certificates,B,Exact match,existing searches,0.5099999972555824,0.9642750339110012,0.0009975151617641,0.9642748,2.102453823260575e-07,0.0,664.6515480123084
functional flow block diagram systems engineering,USA,Broad match,existing searches,0.9599999941957617,1.471433182791,0.3055846892149501,1.471433,1.393110804492892e-07,0.10324645,4.083974218932938
google it support professional certificate,B,Exact match,existing searches,0.790000008131841,1.1689514426210008,0.2353938130357347,1.1689513,1.6965652327449734e-07,0.0787884,4.362901460011977
grokking system design,USA,Broad match,existing searches,14.429999819774984,5.418944976891001,4.503809235657175,5.4189453,-3.356089992578859e-07,1.861576,4.165140836159384
grokking system design,A,Phrase match,existing searches,20.570000183372827,15.399552814840002,14.386103026746436,15.399553,-4.841101937103076e-07,9.050153,1.8588077805829828
grokking system design,A,Broad match,existing searches,20.570000183372827,15.51200589134,14.521629538076144,15.512007,-8.683035552792262e-07,9.293859,1.8414600212923058
grow google certificates cybersecurity,A,Exact match,existing searches,14.42999981977498,11.086272202371005,10.444145165322665,11.08627,1.870034576967328e-06,4.405442,1.796125912534454
grow google certificates cybersecurity,A,Broad match,existing searches,14.42999981977498,11.245142430071,10.407959908250932,11.245141,1.4007130904047926e-06,4.9468813,1.8023704867306647
learning product design,B,Broad match,existing searches,29.54999878811344,68.7530249185,67.562022549573,68.75304,-1.1580523434417955e-05,36.598957,0.5685886386299468
lj lms,USA,Phrase match,existing searches,0.7400000226987875,1.3300853220110005,0.4079761949663227,1.3300853,4.4453627445761874e-08,0.0,2.3579807875502006
