Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg purch (opt),se purch (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in purch,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg purch (act),se purch (act),clicks/$ (act),avg n kws (act),se n kws (act)
357,199.17008874074074,7.237320150523838,356.92777827008166,0.1017837748578116,0.2910484037953683,0.007023781542117444,0.5580122951092696,95.55555555555556,8.455570717777887,0.6628581543593496,0.5169822316420741,0.17603140311784626,119.77575370370369,2.8464732281368272,325.6159259259259,10.123599959611163,0.24748353064701561,0.006526138864123661,0.367843659253176,35.81481481481482,0.8095530704621484
