Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.6559716457585227,0.2894519692486456,0.4879710312555627,0.24196764422524608,0.22225371866596325,0.32858913537953294,0.10206071001623136,0.4882942922953229,0.18343983336490421
357,0.349785981109375,0.054225596238365405,0.1292582098586802,0.3427916225977427,0.23623804045560465,0.49384456264074916,0.30742239629288215,0.7095363551239297,0.3768972275005702
