Budget,Spend New,Clicks New,Purch New,Spend Existing,Clicks Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
357,0.0112638204920732,0.012548763725602381,0.010511375614892168,0.23168837321036204,0.3643605628157021,0.3632796551686453,0.7570478062975645,0.6230906729733482,0.6262089696444779
