Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.00044131971371284676,0.020302999891246027,0.5772199,26.555115,7.789999927186169,46.51
B,0.0,0.006376300113991095,0.0,46.19817,0.0,30.81
USA,0.017695557367353475,0.07094929367411651,13.627172,54.637344,346.18999970941104,223.68
