Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,8.637707818280449e-05,0.021719196361555497,0.112976074,28.407415,0.4099999991285885,46.59
B,0.0,0.007243271629715678,0.0,52.479633,0.0,35.13
USA,0.16047565533100935,0.08425899956789011,123.5807,64.88702,353.53000450497575,256.5
