Keyword,Region,Match type,Cost,Clicks,t_Clicks_ActCost
mit professional development,USA,Broad match,75.0,60,57.193172
generative ai course,USA,Broad match,8.82,7,3.2419128
generative ai online course,USA,Broad match,3.4,2,0.6607902
online ai and ml courses,USA,Phrase match,52.39,31,28.794462
mit xpro ai,USA,Broad match,71.97999999999999,61,58.16352
mit artificial intelligence course,USA,Phrase match,20.85,15,14.018647
generative ai certificate course,USA,Broad match,7.14,6,3.088626
generative ai fundamentals course,USA,Broad match,8.25,5,1.7196164
generative ai online course,USA,Broad match,7.24,4,3.029969
generative ai online program,USA,Broad match,6.779999999999999,3,2.416154
generative ai certificate program,USA,Broad match,4.0,2,0.47509456
generative ai foundations course,USA,Broad match,20.4,15,12.801756
mit generative ai certificate,USA,Broad match,4.98,6,0.2739401
generative ai certification online,USA,Broad match,2.16,3,0.014121056
online course generative ai,USA,Broad match,2.4,1,-0.06330764
prompt engineering course,USA,Phrase match,0.49,1,0.0
mit professional development,A,Broad match,3.06,3,0.2061367
generative ai course,A,Broad match,4.68,4,0.32613134
online ai and ml courses,A,Phrase match,3.1500000000000004,3,0.8711066
mit xpro ai,A,Broad match,9.36,12,9.909499
mit artificial intelligence course,A,Phrase match,0.79,1,0.0
generative ai fundamentals course,A,Broad match,2.12,4,0.49982333
generative ai online program,A,Broad match,9.9,10,8.014757
generative ai foundations course,A,Broad match,2.94,3,0.5018883
online course generative ai,A,Broad match,1.0,2,0.0
mit professional development,B,Broad match,1.96,4,0.9730058
generative ai course,B,Broad match,1.62,6,0.9730058
generative ai online course,B,Broad match,1.0,1,0.0
online ai and ml courses,B,Phrase match,0.44,2,0.0
generative ai online course,B,Broad match,0.43,1,0.0
generative ai online program,B,Broad match,6.75,15,10.095865
mit generative ai certificate,B,Broad match,2.1,7,0.9730058
generative ai certification online,B,Broad match,2.3800000000000003,7,0.87710667
online course generative ai,B,Broad match,5.4,10,7.963335
mit ai course,USA,Phrase match,5.8,5,3.005332
generative ai course mit,USA,Exact match,1.61,1,0.0
