keyword,region,match,bid,bid_lb,bid_ub,predicted_clicks,predicted_epc,is_new_keyword,conv_value,cost,profit,combo_key,obs_clicks,obs_cost,obs_conv_value,obs_cpc,obs_epc,replay_ratio,replay_clicks,replay_revenue,replay_cost,replay_profit
generative ai certificate course,USA,Broad match,20.350000729166737,0.69,23.82,0.01792289947001713,115.32074877107387,False,2.0668821870310583,0.3647310172836307,1.7021511697474276,generative ai certificate course||Broad match||USA,4.0,4.08,0.0,1.02,0.0,2.0,8.0,0.0,162.8000058333339,-162.8000058333339
generative ai fundamentals course,USA,Broad match,3.9400000152275196,0.47026908818038954,4.121770243463414,0.6239264054999991,11.923294510570678,True,7.439258285698234,2.4582700471708483,4.980988238527385,generative ai fundamentals course||Broad match||USA,10.0,8.5,0.0,0.85,0.0,2.0,20.0,0.0,78.8000003045504,-78.8000003045504
generative ai online course,USA,Broad match,0.0,0.5390322666519818,3.4748330046672393,0.0,0.0,True,0.0,0.0,0.0,generative ai online course||Broad match||USA,6.0,5.12,0.0,0.8533333333333334,0.0,0.0,0.0,0.0,0.0,0.0
generative ai online program,USA,Broad match,2.299999953929497,0.4523848250734011,2.916266461633889,0.8551707406002258,6.786804793599576,True,5.803876881651712,1.966892663982373,3.8369842176693396,generative ai online program||Broad match||USA,3.0,2.85,0.0,0.9500000000000001,0.0,2.0,6.0,0.0,13.799999723576981,-13.799999723576981
generative ai certificate program,USA,Broad match,1.3199999405074703,0.28,29.69,2.3165251616003166,4.8436187406571145,False,11.220364685931044,3.057813075496476,8.162551610434567,generative ai certificate program||Broad match||USA,4.0,3.76,0.0,0.94,0.0,1.404255255859011,5.617021023436044,0.0,7.414467416764787,-7.414467416764787
generative ai foundations course,USA,Broad match,0.0,0.65,14.98,0.0,0.0,False,0.0,0.0,0.0,generative ai foundations course||Broad match||USA,11.0,16.39,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0
mit generative ai certificate,USA,Broad match,0.0,0.65,2.61,0.0,0.0,False,0.0,0.0,0.0,mit generative ai certificate||Broad match||USA,1.0,1.9,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
generative ai certification online,USA,Broad match,0.0,0.24,4.63,0.0,0.0,False,0.0,0.0,0.0,generative ai certification online||Broad match||USA,1.0,2.2,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0
online course generative ai,USA,Broad match,0.0,0.56,3.61,0.0,0.0,False,0.0,0.0,0.0,online course generative ai||Broad match||USA,0.0,0.0,0.0,,,0.0,0.0,,0.0,
professional ai certificate,USA,Phrase match,0.0,0.41,4.43,0.0,0.0,False,0.0,0.0,0.0,professional ai certificate||Phrase match||USA,0.0,0.0,0.0,,,0.0,0.0,,0.0,
mit professional development,A,Broad match,0.33999999999999986,0.34,4.86,12.963966931711202,34.70587688712756,False,449.92584030076176,4.407748756781807,445.51809154397995,mit professional development||Broad match||A,0.0,0.0,0.0,,,2.0,0.0,,0.0,
generative ai course,A,Broad match,0.31999999999999984,0.32,2.92,13.547254324500027,36.60773544244031,False,495.9343022827524,4.335121383840007,491.5991808989124,generative ai course||Broad match||A,4.0,3.44,0.0,0.86,0.0,0.3720930232558138,1.4883720930232551,0.0,0.4762790697674414,-0.4762790697674414
generative ai courses,A,Broad match,0.25,0.25,4.33,13.547254324500031,53.22831143066916,False,721.0974722149672,3.3868135811250077,717.7106586338422,generative ai courses||Broad match||A,1.0,1.46,0.0,1.46,0.0,0.17123287671232876,0.17123287671232876,0.0,0.04280821917808219,-0.04280821917808219
online ai and ml courses,A,Phrase match,12.375948911261975,2.2410512595056713,13.730748678432825,0.41583700466013296,79.72099855077585,True,33.150941245869426,5.146377525086013,28.004563720783413,online ai and ml courses||Phrase match||A,3.0,1.53,0.0,0.51,0.0,2.0,6.0,0.0,74.25569346757186,-74.25569346757186
generative ai certificate course,A,Broad match,0.3099999999999934,0.31,15.2,13.547254324500043,28.533758901827255,False,386.5540886770209,4.199648840594924,382.35443983642597,generative ai certificate course||Broad match||A,1.0,1.4,0.0,1.4,0.0,0.22142857142856673,0.22142857142856673,0.0,0.06864285714285422,-0.06864285714285422
generative ai online course,A,Broad match,0.0,0.23,10.45,0.0,0.0,False,0.0,0.0,0.0,generative ai online course||Broad match||A,2.0,1.34,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0
generative ai online program,A,Broad match,0.0,0.42,7.63,0.0,0.0,False,0.0,0.0,0.0,generative ai online program||Broad match||A,7.0,7.630000000000001,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0
generative ai foundations course,A,Broad match,0.0,0.28,17.08,0.0,0.0,False,0.0,0.0,0.0,generative ai foundations course||Broad match||A,2.0,1.48,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0
online course generative ai,A,Broad match,0.3599999867794912,0.3,2.9,12.732580944000112,28.425929614430032,False,361.9354497241803,4.583728971508842,357.35172075267144,online course generative ai||Broad match||A,1.0,0.83,0.0,0.83,0.0,0.43373492383071227,0.43373492383071227,0.0,0.15614456684486003,-0.15614456684486003
mit professional development,B,Broad match,0.06999999999999995,0.07,0.85,13.280058406500757,34.73806271688237,False,461.3235018088842,0.9296040884550524,460.39389772042915,mit professional development||Broad match||B,4.0,0.8,0.0,0.2,0.0,0.34999999999999976,1.399999999999999,0.0,0.09799999999999986,-0.09799999999999986
generative ai course,B,Broad match,0.1399999999999979,0.14,2.85,13.547254324500027,37.10386825242572,False,502.6555396383536,1.8966156054299754,500.75892403292363,generative ai course||Broad match||B,2.0,0.98,0.0,0.49,0.0,0.2857142857142814,0.5714285714285628,0.0,0.0799999999999976,-0.0799999999999976
generative ai courses,B,Broad match,0.13000000000000012,0.13,0.69,13.547254324500557,54.033742227465076,False,732.0088480599746,1.7611430621850739,730.2477049977896,generative ai courses||Broad match||B,3.0,1.17,0.0,0.38999999999999996,0.0,0.33333333333333365,1.0000000000000009,0.0,0.13000000000000023,-0.13000000000000023
online ai and ml courses,B,Phrase match,0.09999999999999609,0.1,8.29,13.547254324501637,17.862920579664497,False,241.99352807108914,1.3547254324501108,240.63880263863902,online ai and ml courses||Phrase match||B,2.0,1.12,0.0,0.56,0.0,0.17857142857142158,0.35714285714284316,0.0,0.03571428571428292,-0.03571428571428292
generative ai online course,B,Broad match,2.2999999539294906,0.14,4.8,2.1698424992700467,24.23788226842709,False,52.59238703833699,4.990637648355358,47.60174938998163,generative ai online course||Broad match||B,0.0,0.0,0.0,,,2.0,0.0,,0.0,
generative ai online program,B,Broad match,0.0799999999999992,0.08,2.52,12.667913353501355,13.285347775056271,False,168.29763448554485,1.0134330682800983,167.28420141726474,generative ai online program||Broad match||B,8.0,3.28,0.0,0.41,0.0,0.19512195121951026,1.560975609756082,0.0,0.1248780487804853,-0.1248780487804853
generative ai certificate program,B,Broad match,0.14999999999999675,0.15,4.94,14.68523762250129,16.7548765605591,False,246.04934362748753,2.2027856433751456,243.8465579841124,generative ai certificate program||Broad match||B,0.0,0.0,0.0,,,2.0,0.0,,0.0,
mit generative ai certificate,B,Broad match,0.029999999999999916,0.03,0.64,13.28005840650053,32.174061328921525,False,427.2734136224079,0.3984017521950148,426.87501187021286,mit generative ai certificate||Broad match||B,3.0,1.08,200.0,0.36000000000000004,66.66666666666667,0.08333333333333309,0.24999999999999928,16.666666666666618,0.007499999999999957,16.659166666666618
generative ai certification online,B,Broad match,0.16000000000000025,0.16,0.66,14.82766649540065,37.668605663214834,False,558.5375221209098,2.372426639264108,556.1650954816457,generative ai certification online||Broad match||B,2.0,0.88,0.0,0.44,0.0,0.3636363636363642,0.7272727272727284,0.0,0.11636363636363672,-0.11636363636363672
online course generative ai,B,Broad match,0.0,0.19,0.72,0.0,0.0,False,0.0,0.0,0.0,online course generative ai||Broad match||B,4.0,2.04,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0
mit ai course,USA,Phrase match,0.0,0.61,17.78,0.0,0.0,False,0.0,0.0,0.0,mit ai course||Phrase match||USA,10.0,11.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
stanford ai professional program,USA,Phrase match,0.0,0.23,2.25,0.0,0.0,False,0.0,0.0,0.0,stanford ai professional program||Phrase match||USA,2.0,3.08,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0
